dates,satname,nzd0369-0001,nzd0369-0002,nzd0369-0003,nzd0369-0004,nzd0369-0005,nzd0369-0006,nzd0369-0007,nzd0369-0008,nzd0369-0009,nzd0369-0010,nzd0369-0011,nzd0369-0012,nzd0369-0013,nzd0369-0014,nzd0369-0015,nzd0369-0016,nzd0369-0017,nzd0369-0018,nzd0369-0019,nzd0369-0020,nzd0369-0021,nzd0369-0022,nzd0369-0023,nzd0369-0024,nzd0369-0132,nzd0369-0133,nzd0369-0134,nzd0369-0135,nzd0369-0136,nzd0369-0137,nzd0369-0138,nzd0369-0139,nzd0369-0140,nzd0369-0141,nzd0369-0142,nzd0369-0143,nzd0369-0144,nzd0369-0145,nzd0369-0146,nzd0369-0147,nzd0369-0148,nzd0369-0149,nzd0369-0150,nzd0369-0151,nzd0369-0152,nzd0369-0063,nzd0369-0064,nzd0369-0065,nzd0369-0131,nzd0369-0025,nzd0369-0038,nzd0369-0039,nzd0369-0040,nzd0369-0041,nzd0369-0043,nzd0369-0044,nzd0369-0045,nzd0369-0046,nzd0369-0047,nzd0369-0048,nzd0369-0049,nzd0369-0101,nzd0369-0102,nzd0369-0103,nzd0369-0104,nzd0369-0105,nzd0369-0106,nzd0369-0130,nzd0369-0033,nzd0369-0034,nzd0369-0035,nzd0369-0036,nzd0369-0075,nzd0369-0076,nzd0369-0077,nzd0369-0078,nzd0369-0026,nzd0369-0027,nzd0369-0028,nzd0369-0029,nzd0369-0087,nzd0369-0088,nzd0369-0089,nzd0369-0118,nzd0369-0119,nzd0369-0124,nzd0369-0125,nzd0369-0126,nzd0369-0127,nzd0369-0128,nzd0369-0129,nzd0369-0112,nzd0369-0113,nzd0369-0114,nzd0369-0115,nzd0369-0116,nzd0369-0117,nzd0369-0091,nzd0369-0092,nzd0369-0093,nzd0369-0094,nzd0369-0095,nzd0369-0120,nzd0369-0121,nzd0369-0122,nzd0369-0123,nzd0369-0100,nzd0369-0107,nzd0369-0108,nzd0369-0109,nzd0369-0110,nzd0369-0111,nzd0369-0090,nzd0369-0096,nzd0369-0097,nzd0369-0098,nzd0369-0081,nzd0369-0082,nzd0369-0085,nzd0369-0086,nzd0369-0030,nzd0369-0031,nzd0369-0057,nzd0369-0058,nzd0369-0059,nzd0369-0060,nzd0369-0061,nzd0369-0099,nzd0369-0071,nzd0369-0072,nzd0369-0073,nzd0369-0083,nzd0369-0032,nzd0369-0042,nzd0369-0084,nzd0369-0050,nzd0369-0051,nzd0369-0052,nzd0369-0055,nzd0369-0056,nzd0369-0053,nzd0369-0054,nzd0369-0074,nzd0369-0079,nzd0369-0080
2016-07-24 22:07:13.819000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.92,349.38,340.84,333.29,343.01,361.85,,,,,,,,,,,,,,,,,379.66,363.90,312.80,330.21,322.68,307.68,,,,,403.42,395.62,378.91,378.20,,,,,,365.42,353.88,353.18,332.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-09 22:07:15.795000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.14,317.91,308.54,307.59,293.21,304.71,,,,,,,,,,,,,,,,,347.14,352.79,320.46,304.92,,,,,394.05,387.84,375.10,353.85,346.84,351.04,378.69,371.40,349.40,351.58,369.53,346.02,348.37,338.01,332.07,371.75,320.61,372.19,412.00,382.82,389.05,,346.33,368.88,402.12,,,,,,,,,,,,401.71,,,,,,,,,,,,,,,,,
2016-09-10 22:07:27.365000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.53,308.92,,,,,,,370.16,380.78,344.34,324.39,315.89,301.64,397.88,358.06,376.30,361.57,370.52,,,,,,332.04,362.32,387.96,383.20,374.54,402.01,352.74,360.59,401.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-10-12 22:07:33.085000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.73,371.16,363.07,355.09,359.74,406.87,,,,,,,,,,,,,,,,,390.06,368.25,339.68,342.70,331.67,,,,,,,384.43,368.42,367.98,,,,,,395.51,392.00,351.33,328.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-15 22:07:29.991000,L8,,,,,,,,,,418.27,388.86,396.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.99,321.11,312.04,303.64,306.37,308.18,,,,,,,,,,,,,,,,,321.55,327.57,,,,,,,380.51,377.47,355.18,336.06,330.51,323.00,393.75,365.05,352.19,378.47,383.50,319.83,,,,379.31,339.01,372.14,407.91,391.62,381.54,,373.09,365.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-16 22:07:22.953000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.32,320.50,,,,,,,369.70,370.27,347.57,331.70,324.02,318.70,385.43,357.53,342.50,361.31,373.02,311.83,,,,,326.75,368.58,393.11,387.19,373.10,,366.68,356.09,398.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-05 22:07:02.841000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.28,357.59,347.02,346.53,340.11,369.20,,,,,,,,,,,,,,,,,403.82,395.94,322.73,309.44,,,,,,,,407.45,408.75,385.71,,,,,,384.18,357.55,343.70,330.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-03-21 22:06:52.698000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.48,,,,,,390.39,367.34,369.85,383.63,378.27,,,,,,323.26,358.04,376.08,377.87,358.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-06 22:06:45.830000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.60,350.93,402.15,332.43,344.73,,,,,,,,,,,,,,,,,,389.86,387.04,321.07,301.07,,,,,,,,,,400.00,,,,,,385.99,366.29,351.77,335.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-22 22:06:36.244000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.55,313.04,,,,,,,,,,,,,,,,,318.16,321.01,,,,,,,375.26,379.28,348.55,330.63,327.34,316.36,397.48,369.68,356.34,378.88,386.60,318.67,,,,,341.39,373.40,408.33,391.62,380.66,,369.84,367.21,405.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-08 22:06:35.164000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.69,369.01,364.71,375.63,402.88,408.94,,,,,,,,,,,,,,,,,325.95,331.71,,,,,,,386.68,385.18,350.98,336.98,334.77,324.66,,,,,,325.99,,,,381.41,408.43,382.30,415.89,398.99,387.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-05-24 22:06:46.292000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.70,311.86,303.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.39,357.01,,,,,379.72,354.77,326.93,345.62,357.39,,,,,359.16,314.66,358.01,365.89,371.90,358.21,392.46,352.16,349.59,390.91,,,,,,,,,,,,389.47,,,,,,,,,,,,,,,,,
2017-06-09 22:06:54.260000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.21,308.84,,,,,,,,,,,,,,,,,,,,,,,,,366.76,364.17,,,,,386.40,363.83,342.40,360.56,372.04,,,,,,332.52,369.55,393.55,383.68,368.78,403.70,362.34,359.71,400.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-28 22:07:19.886000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.07,,,,,,,,,,,,,,,,,,370.77,374.20,357.66,344.02,329.83,316.18,,,,,,,,,,,,,,,426.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-10-31 22:07:31.844000,L8,,,,,,,351.43,393.98,360.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.04,329.61,327.25,310.65,310.08,315.98,,,,,,,,,,,,,,,,,326.94,332.97,,,,,,,389.75,384.37,357.56,340.62,335.71,332.79,,,,,,324.92,,,,383.23,344.91,382.02,412.24,396.71,387.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16 22:07:28.249000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.27,324.26,316.74,305.65,307.62,311.47,,,,,,,,,,,,,,,,,322.68,325.81,,,,,,,382.56,378.58,352.09,336.84,330.03,330.75,,,,,,319.87,,,,379.27,339.73,382.83,404.77,391.80,381.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-02 22:07:22.770000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.50,332.67,324.44,312.56,316.28,314.43,,,,,,,,,,,,,,,,,328.86,327.60,,,,,,,385.61,390.99,357.91,340.00,336.92,333.96,,,,,,326.61,,,,385.98,343.64,386.59,412.22,402.26,395.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-01-19 22:07:14.526000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.70,317.65,312.96,302.33,307.23,310.53,,,,,,,,,,,,,,,,,323.04,327.35,,,,,,,380.66,378.59,352.93,341.07,331.12,333.00,394.23,371.12,354.23,369.29,381.20,320.77,,,,375.82,337.12,383.00,404.77,394.61,381.40,,370.76,362.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-24 22:06:44.096000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.89,,,,,,,,,,,,,,,,,,366.86,375.52,381.05,336.16,309.07,324.85,,,,,,,,,,,,,428.72,401.78,397.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-04-25 22:06:26.771000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.47,334.12,323.03,311.21,312.38,325.69,,,,,,,,,,,,,,,,,331.92,336.89,,,,,,,391.27,388.35,359.49,345.44,344.03,336.07,,,,,,330.76,299.53,,,382.56,349.65,389.87,,402.59,392.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-27 22:06:04.650000,L8,,,,,,,,,335.53,328.73,384.83,376.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.25,333.32,326.51,312.31,310.64,320.52,,,,,,,,,,,,,,,,,327.93,339.52,,,,,,,392.00,384.90,352.15,344.12,339.98,336.61,,,,,,329.96,301.61,,,381.51,350.26,390.74,,400.70,390.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-28 22:06:16.147000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.70,339.79,326.03,314.09,312.53,315.78,,,,,,,,,,,,,,,,,328.43,334.34,,,,,,,386.36,381.35,342.37,340.14,336.52,330.13,,,,,,326.27,,,,380.00,351.93,390.40,416.22,396.86,386.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-08-31 22:06:47.157000,L8,,,,,,,,,,,,,,,,,,,,,,,,,368.51,,,,,,,,,,,,,,,,,,,,,,,,417.73,,,,,,,,,,,,,,373.59,364.51,349.79,368.50,394.30,397.03,,,,,,,,,,,,,,,,,,377.13,367.56,374.18,347.74,331.31,366.80,,,,,,,,,,,,,,,395.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-02 22:06:59.122000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.99,397.56,398.76,338.72,329.25,320.05,,,,,,,,,,,,,,,,,321.09,319.36,,,,,,,379.00,383.61,373.71,348.54,336.10,324.09,,,,,,322.57,308.64,,,396.45,339.19,345.00,,,360.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-18 22:07:05.594000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.78,,,,,,,,,,,,,,,,,,,,,414.87,314.65,309.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-11-03 22:07:09.298000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.82,376.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-12-21 22:07:06.566000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.44,327.95,320.00,308.10,307.33,313.55,,,,,,,,,,,,,,,,,325.65,332.83,,,,,,,387.00,383.91,361.49,345.81,336.64,337.00,,,,,,324.67,,,,378.70,343.17,389.03,408.07,399.48,388.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-22 22:07:02.132000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.46,326.71,312.38,304.71,306.59,310.36,,,,,,,,,,,,,,,,,323.01,328.06,,,,,,,380.12,378.48,353.88,337.18,333.42,329.11,,,,,,321.43,,,,376.17,343.52,382.56,410.75,393.26,383.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-07 22:06:59.544000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.18,327.34,318.75,306.52,307.42,312.15,,,,,,,,,,,,,,,,,328.41,337.14,,,,,,,391.68,382.95,357.95,340.48,337.19,335.54,,,,,,327.64,,,,379.59,345.44,385.17,,400.20,388.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-12 22:06:42.607000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.85,306.35,,,,,,,,,,,,,,,,,318.25,316.51,,,,,,,370.06,375.61,341.76,331.45,323.53,326.73,390.67,369.20,346.91,361.00,372.42,313.15,,,,,333.42,380.38,395.82,387.34,377.06,,364.87,363.66,404.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-14 22:06:48.150000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.37,338.30,328.72,315.46,317.87,320.37,,,,,,,,,,,,,,,,,331.37,329.92,,,,,,,381.98,381.55,356.41,343.97,339.36,334.82,,,,,,331.30,,,,383.87,352.17,396.17,,405.30,390.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-30 22:06:57.095000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.78,336.99,327.56,315.03,318.71,321.61,,,,,,,,,,,,,,,,,330.55,338.44,,,,,,,392.03,390.51,350.65,351.30,337.36,343.46,,,,,,327.51,,,,384.74,351.37,399.35,,405.07,392.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-15 22:07:03.775000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.82,341.64,329.61,315.32,315.77,327.83,,,,,,323.89,368.73,,,,,,,,,,332.83,338.26,,,,,,,392.72,387.84,351.75,347.22,343.34,340.43,,,,,,330.33,297.69,,,383.40,356.07,397.31,,400.72,393.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.35,,
2019-07-17 22:07:10.971000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.13,337.33,326.97,315.00,319.47,324.23,,,,,,,,,,,,,,,,,331.13,332.75,,,,,,,388.66,388.79,352.58,350.37,336.97,340.26,,,,,,326.20,,,,384.50,354.16,397.36,,402.02,393.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-02 22:07:17.867000,L8,,,,,,,,,,,,,,,,,,,,,,,,,436.02,349.25,319.75,319.05,424.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-18 22:07:23.116000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.05,335.63,326.38,315.01,318.36,321.99,,,,,,,,,,,,,,,,,332.81,332.89,,,,,,,386.83,387.73,358.09,345.52,338.60,340.14,,,,,,327.01,298.88,,,385.43,350.06,398.07,,400.77,390.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-19 22:07:32.145000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.98,332.88,320.88,309.41,310.92,311.22,,,,,,,,,,,,,,,,,317.50,316.08,,,,,,,373.79,378.78,348.83,331.55,327.16,321.05,396.61,376.66,348.81,371.26,381.34,318.00,,,,379.14,339.95,383.13,403.33,387.84,380.48,,371.17,368.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05 22:07:36.198000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.19,359.27,372.89,417.79,,,,,,,,,,,,,,,,,,414.41,365.28,362.03,345.58,320.01,308.83,,,,,,,,,,,,,394.69,367.60,392.34,374.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-21 22:07:37.761000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.64,365.16,362.29,361.20,372.94,407.73,,,,,,,,,,,,,,,,,,,355.49,361.71,,,,,,,,,,,,,,,,404.89,421.65,393.87,384.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08 22:07:32.611000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.70,333.94,319.91,309.90,309.17,319.54,,,,,,,,,,,,,,,,,328.44,335.34,,,,,,,392.49,386.88,365.87,345.10,335.60,336.07,,,,,,326.80,,,,378.78,349.98,404.13,,405.28,393.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09 22:07:25.588000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.41,,,,,,,,357.84,365.66,335.44,319.01,309.35,303.04,375.88,349.34,339.03,325.47,360.99,,,,,,,,,376.73,368.59,382.10,318.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10 22:07:16.756000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.61,332.64,319.66,306.53,312.04,317.94,,,,,,,,,,,,,,,,,330.41,330.35,,,,,,,382.15,384.31,361.37,340.38,337.85,334.45,,,,,,327.31,,,,381.18,356.98,396.68,,398.44,389.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26 22:07:12.690000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.24,330.97,322.28,310.46,313.62,319.15,,,,,,,,,,,,,,,,,332.24,344.89,,,,,,,395.80,389.78,363.13,351.82,341.82,344.95,,,,,,336.23,302.49,310.03,300.32,386.82,355.03,,,411.02,397.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13 22:07:06.074000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.82,306.05,,352.31,,,,,,,,,,,,,,,317.24,309.62,,,,,,,365.78,372.13,349.51,331.99,329.73,318.27,388.61,360.66,347.94,370.85,377.74,,,,,,322.99,377.46,394.19,380.00,373.12,,369.86,362.51,405.98,,,,,,,,,,,,,,,,,262.75,,,,,,,,,,,,
2020-04-14 22:06:50.036000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.68,,,,,,,,355.87,363.94,340.90,327.85,315.53,312.28,380.85,353.97,341.37,358.10,361.60,,,,,,312.28,372.04,374.24,360.75,358.13,398.14,353.26,355.39,395.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16 22:06:39.488000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.36,331.94,320.31,310.75,314.72,320.10,,,,,,,,,,,,,,,,,327.33,329.02,,,,,,,376.46,378.76,354.16,344.06,338.71,332.57,,,,,,327.98,,,,379.38,352.30,394.99,409.78,394.39,388.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01 22:06:44.481000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.19,343.95,318.23,336.34,346.53,,,,,,,,,,,389.03,334.60,350.47,386.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19 22:07:07.773000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.66,339.41,326.51,314.11,316.86,320.19,,,,,,,,,,,,,,,,,329.01,327.93,,,,,,,385.77,387.28,360.14,346.30,341.93,337.35,,,,,,327.37,,,,380.68,349.22,401.55,,399.95,396.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04 22:07:11.601000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.17,353.09,361.86,312.51,316.70,318.85,,,,,,,,,,,,,,,,,321.60,329.10,,,,,,,379.69,378.15,354.07,339.18,329.93,329.89,,,,,,318.51,,,,375.58,349.78,402.02,411.16,393.11,380.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-21 22:07:30.724000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.25,,,,,,,,,,,,,403.84,358.70,358.98,349.22,362.23,400.41,350.02,,,,,,,,,,,,,,,,,,358.62,360.78,,,310.53,344.17,,,,,,,,,,,,401.36,410.86,351.73,368.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-23 22:07:33.943000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.74,332.24,321.46,311.71,316.08,316.26,,,,,,,,,,,,,,,,,326.42,330.91,,,,,,,384.52,383.19,360.22,343.20,333.91,334.84,,,,,,325.97,,,,382.98,350.82,405.63,408.78,396.27,385.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-11 22:07:26.124000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.81,328.50,318.54,309.80,315.14,315.16,,,,,,,,,,,,,,,,,324.59,330.41,,,,,,,382.91,381.64,359.43,341.73,332.28,334.75,,,,,,322.52,,,,379.19,354.42,403.52,406.62,392.44,384.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-12 22:07:19.216000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.40,328.26,319.73,310.84,315.18,317.28,,,,,,,,,,,,,,,,,330.28,336.60,,,,,,,391.37,386.32,362.51,346.10,337.05,343.64,,,,,,327.96,299.05,,,383.71,355.09,404.01,410.56,396.53,389.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-16 22:07:03.784000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.08,305.46,,,,,,,,,,,,,,,,,309.82,,,,,,,,356.51,364.53,345.61,329.33,320.23,314.10,379.17,361.94,344.62,356.29,376.27,,,,,,317.28,375.15,374.26,365.97,365.22,406.07,362.94,358.86,402.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-17 22:06:54.118000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.54,329.93,318.40,308.45,316.38,317.35,,,,,,,,,,,,,,,,,330.22,335.28,,,,,,,393.16,391.25,359.30,347.62,336.44,342.04,,,,,,325.65,,,,382.53,347.41,396.34,,397.64,388.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-05-03 22:06:44.632000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.79,329.92,319.39,309.75,309.61,317.37,,,,,,,,,,,,,,,,,326.01,333.68,,,,,,,394.19,380.12,362.16,347.99,338.69,337.50,,,,,,325.18,,,,380.92,353.05,395.89,397.26,391.85,386.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-07-06 22:07:08.299000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.98,342.49,332.38,320.17,325.97,322.11,,,,,,,,,,,,,,,,,331.51,335.30,,,,,,,390.08,384.36,357.24,374.98,340.17,341.26,,,,,,329.52,298.99,,,392.88,361.22,412.82,,401.27,390.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
