dates,satname,nzd0372-0000,nzd0372-0001,nzd0372-0002,nzd0372-0003,nzd0372-0004,nzd0372-0005,nzd0372-0006,nzd0372-0007,nzd0372-0008,nzd0372-0009,nzd0372-0010,nzd0372-0011,nzd0372-0012,nzd0372-0015,nzd0372-0016,nzd0372-0017,nzd0372-0018,nzd0372-0019,nzd0372-0020,nzd0372-0022,nzd0372-0023,nzd0372-0024,nzd0372-0025,nzd0372-0026,nzd0372-0035,nzd0372-0036,nzd0372-0037,nzd0372-0038,nzd0372-0039,nzd0372-0040,nzd0372-0041,nzd0372-0042,nzd0372-0043,nzd0372-0044,nzd0372-0045,nzd0372-0046,nzd0372-0047,nzd0372-0048,nzd0372-0049,nzd0372-0050,nzd0372-0051,nzd0372-0052,nzd0372-0053,nzd0372-0054,nzd0372-0055,nzd0372-0056,nzd0372-0013,nzd0372-0014,nzd0372-0021,nzd0372-0027,nzd0372-0028,nzd0372-0029,nzd0372-0030,nzd0372-0031,nzd0372-0032,nzd0372-0033,nzd0372-0034,nzd0372-0057,nzd0372-0058,nzd0372-0059,nzd0372-0060,nzd0372-0061,nzd0372-0062,nzd0372-0063,nzd0372-0064,nzd0372-0065,nzd0372-0066,nzd0372-0067
2013-05-27 22:21:38.875000,L8,285.08,302.76,302.10,286.32,279.36,282.83,296.28,292.43,284.55,266.54,267.72,265.87,267.00,270.13,276.97,277.48,279.20,279.27,277.38,283.33,282.37,282.22,282.27,283.75,280.96,282.17,283.39,280.03,282.53,283.97,287.71,287.45,292.16,287.50,283.03,285.30,286.11,285.63,285.08,288.21,290.05,291.31,293.00,291.82,289.51,289.21,270.29,268.45,281.70,284.24,283.40,285.11,284.18,284.50,286.18,283.62,284.40,286.68,288.84,289.10,295.61,296.71,299.90,301.74,295.86,294.85,,
2013-06-05 22:15:27.079000,L8,284.91,300.56,303.80,284.44,276.98,275.16,278.43,280.33,270.82,265.20,268.52,274.76,277.18,277.46,280.02,286.20,280.77,279.96,283.24,284.73,292.64,290.03,285.59,291.09,288.73,284.54,292.12,281.19,283.37,293.46,307.07,284.19,288.86,285.19,282.87,294.02,283.17,281.17,287.30,290.57,288.67,292.10,288.89,290.61,298.81,284.61,284.51,276.26,284.97,287.50,286.09,291.49,290.54,286.28,286.67,288.12,291.50,284.65,281.78,289.52,292.22,296.23,295.05,296.97,293.04,284.28,,
2013-06-28 22:21:33.030000,L8,237.66,217.52,239.36,226.28,237.80,253.38,270.41,267.25,262.61,252.91,254.77,256.62,252.06,255.84,261.78,263.75,267.24,265.55,257.98,267.28,269.00,268.65,267.46,267.68,244.97,251.39,260.15,244.44,230.88,249.01,258.71,249.05,254.87,242.47,244.05,232.55,,,,,,,,,,,256.66,251.40,268.12,270.22,277.07,277.18,275.40,274.35,263.63,254.20,262.30,,,,,,,,,,,
2013-07-14 22:21:34.493000,L8,284.60,293.65,302.32,282.59,274.95,277.63,284.37,280.91,273.44,264.54,264.68,266.04,264.19,273.59,279.30,279.75,278.96,284.57,281.12,283.45,283.28,286.41,286.17,286.55,282.44,283.58,286.04,279.44,284.57,286.43,286.21,293.63,285.06,284.30,291.41,283.56,291.15,285.66,286.33,290.75,289.09,292.03,291.58,291.39,295.07,291.77,270.30,268.81,284.71,286.30,284.48,287.29,285.35,285.15,286.14,282.66,285.09,292.41,284.41,291.19,296.99,301.00,305.42,300.62,298.13,303.60,,
2013-09-16 22:21:33.422000,L8,390.47,393.81,370.87,332.19,328.66,331.30,310.91,306.69,303.69,308.89,279.93,299.66,305.93,432.45,476.02,433.14,473.17,529.82,518.13,326.72,320.53,338.62,308.35,303.52,335.52,318.90,324.49,301.77,311.56,334.04,332.32,338.12,337.92,339.96,326.99,332.42,301.38,307.88,322.60,328.30,315.47,328.44,329.17,322.95,310.40,298.44,282.52,286.08,336.42,324.59,322.32,322.36,338.54,339.74,326.15,321.99,339.25,165.09,178.69,183.92,182.35,182.58,193.51,209.84,221.08,320.71,306.31,288.79
2013-10-18 22:21:25.531000,L8,291.44,313.50,308.24,292.26,283.80,286.04,290.64,285.41,275.22,270.71,273.77,277.18,276.26,284.87,284.22,284.17,282.03,282.29,290.45,288.19,295.17,287.67,294.63,299.89,292.00,294.03,300.25,287.48,310.30,320.24,306.01,310.56,297.23,306.21,311.07,306.07,302.71,297.27,304.35,315.79,313.67,303.76,312.10,311.20,302.19,297.25,275.50,277.76,291.26,312.45,313.36,310.16,310.58,308.04,288.53,294.07,287.61,291.08,290.93,206.77,295.39,300.85,316.08,312.31,305.37,273.41,,
2013-11-12 22:15:08.029000,L8,294.22,301.94,295.53,287.66,290.00,291.97,295.46,289.91,282.30,278.02,277.45,280.44,279.33,283.31,284.45,291.02,290.12,287.47,292.99,293.92,297.88,296.07,296.55,302.12,287.30,293.82,296.10,282.55,302.73,305.18,307.49,309.31,306.70,305.55,307.21,303.55,303.33,304.25,302.24,303.89,301.37,304.31,304.24,303.68,303.33,300.38,279.46,281.82,295.11,293.99,297.35,300.15,296.73,301.12,299.19,296.25,297.29,298.80,295.61,301.61,300.97,202.77,307.02,305.08,301.58,266.53,,
2013-12-14 22:14:57.422000,L8,348.41,359.40,347.53,317.57,306.55,301.53,317.79,306.63,301.47,294.80,308.11,304.40,305.97,300.39,300.80,300.74,304.80,338.42,333.19,308.64,321.28,322.79,320.38,306.08,301.17,305.88,305.54,295.77,313.06,315.64,315.79,314.02,314.87,313.80,311.90,312.64,311.19,311.70,310.68,307.75,331.96,335.76,309.86,309.93,309.02,306.69,303.86,302.71,303.29,303.73,311.63,324.59,311.20,319.36,309.26,336.67,326.27,169.43,180.48,200.34,189.38,194.76,204.47,214.40,224.94,184.42,305.69,296.25
2013-12-21 22:21:03.131000,L8,284.33,304.75,301.67,290.82,287.38,340.10,377.18,338.54,281.15,272.87,273.95,274.84,278.53,284.49,283.15,284.84,284.81,283.55,285.51,288.45,291.16,289.55,291.62,289.35,285.04,287.21,287.56,281.58,294.48,297.24,301.00,309.57,306.85,303.64,306.17,301.36,297.31,295.03,294.51,293.45,297.34,298.97,297.01,298.07,297.23,297.03,280.97,279.30,286.45,290.51,289.55,288.04,292.77,287.93,291.60,289.00,287.35,291.86,289.30,290.97,298.06,301.20,301.36,309.38,298.05,289.30,,
2014-02-07 22:20:33.142000,L8,281.78,276.76,285.82,280.67,281.53,285.46,287.53,285.94,278.13,271.77,273.09,273.84,275.28,279.67,281.58,283.72,285.89,282.50,285.67,287.23,290.38,288.53,289.88,290.33,285.34,290.65,286.23,283.44,296.45,296.15,300.00,298.31,298.55,298.14,296.55,297.22,297.35,296.44,297.55,294.60,295.89,297.68,296.36,297.31,294.94,295.61,275.55,274.24,288.58,287.78,289.91,287.27,288.80,289.60,287.16,288.57,286.42,290.16,291.45,290.43,298.82,300.74,208.81,303.88,297.96,272.58,,
2014-02-16 22:14:14.638000,L8,340.82,368.83,349.37,315.67,304.48,296.22,298.98,322.30,311.84,292.67,294.02,284.53,286.64,316.54,319.52,295.38,295.11,294.52,299.97,301.46,300.43,301.44,303.49,300.91,295.52,299.22,296.29,295.21,306.95,306.27,309.22,312.44,308.09,304.52,309.25,306.29,308.70,310.74,308.92,304.33,307.03,305.48,306.74,307.39,303.62,307.98,297.31,315.42,300.89,300.39,298.62,298.39,320.82,308.59,300.69,301.37,297.40,295.39,176.74,189.27,185.98,191.57,200.10,210.00,222.07,196.32,300.89,280.57
2014-03-20 22:13:49.616000,L8,282.94,315.20,290.13,285.56,282.06,283.64,289.58,286.72,278.04,273.31,273.88,275.68,274.51,281.80,280.73,284.60,287.35,284.28,286.88,287.76,289.92,290.53,288.70,294.55,285.62,287.79,292.97,284.17,296.12,296.77,299.72,297.31,298.23,299.97,297.38,297.22,297.04,295.56,295.83,296.89,296.52,297.32,298.41,297.91,297.62,295.73,275.48,276.63,289.92,289.47,288.66,291.04,288.48,288.84,291.68,287.73,289.49,293.51,291.34,293.25,298.46,303.21,207.24,218.97,298.77,298.75,,
2014-05-14 22:19:08.687000,L8,294.55,324.97,314.16,345.38,320.02,297.15,296.84,286.41,291.65,285.44,276.74,280.75,281.77,282.51,287.09,292.72,293.56,287.62,285.96,295.57,289.64,292.18,287.97,289.36,286.39,296.84,308.24,321.10,313.73,304.08,297.73,291.81,290.59,289.31,289.34,296.66,297.28,302.57,310.17,308.97,312.10,305.14,310.84,301.01,297.06,303.62,278.47,288.72,294.15,287.93,298.62,287.97,287.77,287.84,287.32,293.69,286.62,296.42,293.57,299.39,298.86,190.84,302.28,301.08,224.13,219.06,,
2014-05-30 22:19:10.974000,L8,282.82,303.54,308.26,292.19,283.95,281.90,280.34,280.40,271.57,273.32,267.48,270.82,269.98,269.22,274.68,279.96,283.07,280.81,278.13,284.94,285.18,285.15,288.05,286.41,281.87,282.02,283.86,285.11,285.49,289.90,295.43,288.05,320.19,292.95,289.42,288.94,287.42,289.23,285.89,286.66,290.58,292.48,292.05,291.94,291.24,292.62,267.95,271.56,283.89,285.88,284.96,284.89,285.12,282.93,285.62,284.90,282.40,286.45,288.94,288.87,297.04,300.46,303.85,302.35,296.22,299.80,,
2014-07-26 22:13:18.997000,L8,275.16,299.52,295.95,284.46,274.04,278.08,279.65,277.92,266.50,263.33,264.20,268.40,266.77,271.21,276.01,281.56,282.35,284.52,280.35,280.77,282.96,283.98,283.45,284.96,281.13,279.16,281.14,279.60,283.96,286.16,284.09,294.42,289.61,289.83,291.34,291.02,298.47,301.29,289.11,288.04,288.48,290.72,295.55,289.19,288.74,291.35,265.32,268.60,283.70,285.09,283.24,284.09,288.06,288.81,285.01,286.44,281.79,284.78,283.75,287.00,295.33,298.83,205.60,297.88,293.49,291.12,,
2014-09-03 22:19:42.686000,L8,278.12,300.17,299.11,290.36,285.33,288.06,287.71,285.77,277.53,272.51,271.25,272.10,273.32,275.52,278.35,282.18,281.42,283.98,284.40,287.11,286.16,287.33,287.85,286.40,285.59,284.64,287.06,283.06,290.86,292.78,293.36,293.28,294.72,293.10,293.43,287.92,290.19,292.49,291.51,292.60,292.30,290.84,294.01,292.03,295.03,293.12,272.32,274.46,284.23,288.60,286.57,287.63,289.22,285.18,288.52,286.19,285.84,291.18,291.51,292.28,298.44,301.47,300.92,300.83,298.46,300.18,268.54,
2014-09-28 22:13:32.732000,L8,281.25,295.72,297.64,288.68,282.15,289.89,292.09,285.96,282.24,273.34,276.83,278.22,276.37,280.42,284.68,284.79,284.54,288.07,286.87,296.00,294.03,289.21,294.04,290.19,285.33,293.63,289.64,282.40,296.74,297.69,299.72,300.95,300.12,298.30,297.61,298.15,299.02,300.75,298.19,302.08,300.14,302.18,303.51,302.01,298.88,299.64,279.60,280.23,289.01,289.48,293.05,290.53,293.41,294.83,288.87,292.58,290.58,297.04,295.63,300.49,298.05,309.37,308.01,303.84,308.75,299.76,,
2014-10-14 22:13:38.532000,L8,280.69,285.62,292.76,284.09,275.64,288.82,291.11,288.74,278.77,274.12,273.00,274.81,276.73,281.64,280.27,282.83,284.20,283.65,284.88,288.83,289.10,289.87,289.21,290.73,286.78,289.21,290.14,282.57,294.36,296.05,299.56,299.97,297.68,299.27,298.44,296.31,294.09,295.11,295.74,295.84,294.49,296.76,297.84,299.19,297.39,296.50,277.03,276.77,288.82,290.73,289.47,290.13,290.92,289.19,293.91,291.72,290.02,297.41,294.29,296.45,300.01,301.50,305.18,302.52,300.91,293.54,225.69,
2014-11-06 22:19:49.237000,L8,358.40,320.57,336.14,343.71,339.74,338.89,364.10,422.16,367.32,355.21,355.67,363.32,388.22,309.70,318.90,309.32,327.56,330.51,314.98,316.58,316.82,327.40,369.73,397.92,318.27,324.46,327.50,319.61,377.01,320.77,393.35,326.05,383.38,369.25,393.17,336.46,317.81,390.55,419.93,413.79,364.06,421.04,387.96,515.60,436.20,388.41,337.39,318.93,324.49,363.62,346.07,374.19,315.33,350.52,327.35,364.52,334.25,403.79,338.01,360.53,371.18,353.26,334.28,339.37,468.46,327.46,306.68,280.30
2014-11-15 22:13:37.425000,L8,262.25,265.93,278.88,269.45,270.90,275.61,281.18,283.59,271.16,266.82,268.81,270.40,268.07,273.16,272.70,276.33,277.26,275.22,276.13,277.90,278.62,283.26,284.19,283.91,275.93,277.77,279.73,,,,,286.55,292.59,272.30,279.54,279.41,279.43,262.39,279.43,278.33,243.95,209.05,,,,,267.77,269.96,276.32,284.72,284.45,284.40,283.69,284.17,283.65,281.12,279.65,,,221.52,284.72,280.14,,,,,,
2014-11-22 22:19:45.715000,L8,288.16,279.76,299.88,287.03,274.82,290.98,277.68,289.03,285.67,265.83,262.67,288.78,277.30,276.16,266.63,262.19,268.62,244.74,258.41,281.55,280.98,279.83,283.58,285.44,282.87,289.26,287.23,308.94,296.62,294.65,311.77,309.41,307.25,297.84,303.88,301.43,291.82,289.83,289.44,301.15,300.94,311.21,306.73,303.95,307.61,300.75,271.84,284.03,259.37,279.92,283.74,284.60,312.36,310.46,291.11,286.69,289.41,301.71,284.64,289.28,292.22,293.95,294.42,293.01,299.63,296.66,,
2014-12-01 22:13:36.144000,L8,216.64,201.40,227.74,217.93,217.79,246.78,268.25,266.07,256.64,249.03,251.22,255.38,254.55,258.39,258.10,262.95,265.03,262.90,254.24,267.70,269.43,271.15,272.63,270.85,238.39,260.92,262.34,247.53,256.28,266.49,275.98,,,,197.86,259.89,270.91,268.45,268.70,267.09,266.84,249.09,,,,,254.38,254.10,264.86,268.95,266.53,270.28,272.81,271.10,275.11,262.02,254.77,,,,,,,,,,,
2015-01-25 22:19:32.598000,L8,279.70,295.88,310.39,302.09,296.46,297.04,293.63,288.05,282.85,274.08,278.61,277.95,278.35,283.43,283.64,284.32,289.17,284.48,285.66,287.97,292.26,291.73,292.93,295.60,287.98,293.64,288.93,288.38,300.19,298.87,301.11,297.62,297.49,296.56,295.59,298.32,292.90,299.32,297.68,299.12,299.29,298.80,294.69,297.42,295.21,299.48,281.38,278.70,286.73,289.50,292.98,287.64,290.01,293.84,287.97,297.20,288.79,304.30,197.91,299.54,299.66,304.51,308.90,303.51,296.76,285.83,,
2015-02-10 22:19:26.793000,L8,273.24,285.66,296.94,291.65,287.96,289.51,289.80,287.20,279.74,271.90,276.21,275.00,275.66,281.13,281.07,284.23,285.59,282.51,285.47,287.19,289.07,288.27,290.88,289.38,286.31,287.58,285.84,282.16,293.62,293.69,297.45,294.12,296.31,293.21,294.20,294.94,292.07,295.18,292.68,293.74,295.78,295.28,295.53,295.89,292.21,292.43,275.39,275.95,285.66,288.46,289.26,286.73,289.33,288.10,288.27,291.09,286.60,168.29,199.85,214.02,190.21,202.17,205.56,211.77,202.36,272.33,,
2015-02-19 22:13:13.545000,L8,352.13,382.95,393.74,355.60,463.66,428.82,437.01,372.32,379.62,377.80,354.74,389.41,343.07,455.97,415.74,452.82,401.10,353.21,399.47,338.49,434.72,504.39,442.80,462.90,446.86,450.52,450.04,395.56,484.81,443.38,373.05,422.67,514.58,526.19,343.39,438.58,506.06,472.68,448.79,421.86,398.92,473.25,,,,,374.96,410.04,399.28,451.91,458.70,416.58,440.21,412.85,395.00,418.60,493.98,,503.32,483.19,509.07,462.96,462.07,351.68,337.19,318.56,286.53,217.02
2015-02-26 22:19:22.786000,L8,273.36,285.70,303.39,289.27,286.58,285.20,290.91,285.89,279.32,272.94,274.53,277.95,273.41,278.74,282.24,282.00,284.80,283.73,284.15,285.67,287.84,289.17,287.93,291.02,283.53,287.88,285.96,282.15,294.65,290.78,297.45,297.09,294.75,296.25,293.19,293.90,291.03,293.04,294.22,293.56,294.03,296.24,294.48,295.66,293.77,291.87,275.24,274.92,287.76,286.78,288.40,288.08,287.16,290.70,286.87,288.06,288.08,288.59,287.16,293.17,294.96,303.75,302.61,298.24,293.76,274.90,,
2015-03-14 22:19:11.321000,L8,273.91,296.67,303.03,291.31,286.20,285.20,289.54,287.28,277.89,271.28,275.02,276.11,275.33,278.11,279.29,282.57,284.41,282.42,285.51,287.52,288.85,287.28,290.59,289.46,285.59,287.06,286.09,284.88,289.69,291.80,296.18,294.01,296.18,294.44,293.85,293.87,290.80,294.14,292.65,294.19,293.03,294.81,296.34,295.35,294.46,294.29,275.25,275.35,285.68,287.92,288.83,287.37,288.24,288.56,287.40,288.94,285.71,169.22,198.04,211.19,193.09,206.07,205.42,215.96,244.28,180.20,,
2015-04-15 22:18:58.633000,L8,273.35,293.26,305.49,291.55,323.22,319.61,313.71,324.68,304.35,276.62,330.54,336.72,335.67,274.74,276.37,280.78,283.09,281.31,282.55,287.74,287.72,311.94,315.51,310.63,283.86,285.69,285.96,282.89,296.32,300.79,296.22,319.18,299.71,295.15,293.32,288.89,294.00,292.16,291.84,292.97,293.17,294.65,295.78,295.27,296.19,291.60,276.24,273.51,284.97,287.66,288.28,289.14,304.46,320.68,286.92,286.11,286.81,292.95,287.55,206.00,295.53,297.93,298.80,300.67,297.30,,,
2015-05-26 22:12:28.969000,L8,262.93,285.14,300.19,287.14,280.38,280.57,282.77,282.16,272.79,266.35,270.42,269.51,269.22,275.92,278.75,281.32,281.43,280.23,282.62,285.10,284.99,284.99,286.45,286.13,281.72,284.62,284.44,280.53,285.83,287.14,288.53,294.45,290.20,288.84,294.17,289.60,285.86,291.27,288.07,286.59,291.43,291.38,290.60,292.32,290.58,291.47,272.49,272.33,283.08,286.16,287.19,285.82,286.67,287.27,284.05,285.43,285.02,283.10,282.72,289.13,293.23,293.77,298.36,284.51,221.15,,,
2015-07-20 22:19:10.496000,L8,198.07,189.10,201.61,189.39,189.91,213.66,230.57,234.70,227.47,222.90,228.91,222.07,225.79,219.51,215.53,221.99,193.36,219.23,194.76,224.29,216.03,223.81,214.61,224.35,,,,,,,,,,,,,,,,,,,,,,,224.55,224.70,217.06,213.86,228.75,245.78,235.85,243.51,236.90,235.71,,,,,,,,,,,,
2015-08-05 22:19:12.883000,L8,216.75,197.91,212.18,203.07,197.47,223.12,250.21,252.60,243.49,232.59,244.41,237.24,240.76,240.46,237.40,242.37,243.34,247.38,237.02,246.49,259.32,249.50,253.85,246.47,229.12,224.29,239.97,230.83,212.80,243.85,253.91,237.68,223.74,229.42,255.54,249.72,,,,,,,,,,,236.58,238.99,243.69,250.41,253.02,259.13,257.40,260.24,253.96,250.32,242.78,,,,,,,,,,,
2015-09-06 22:19:26.774000,L8,264.43,290.40,301.22,287.54,280.54,280.35,284.29,278.21,272.35,265.83,272.17,273.95,274.13,267.03,266.44,266.48,268.82,270.01,275.72,284.75,284.07,286.26,286.50,286.14,281.90,282.75,283.93,277.72,284.33,290.65,291.59,289.64,284.70,284.92,288.26,284.79,285.34,280.59,281.54,286.53,288.46,289.30,289.18,289.49,291.52,286.87,273.98,267.81,283.29,285.79,285.42,287.47,286.95,285.09,288.52,285.03,285.82,284.72,276.56,271.44,264.81,258.59,190.86,,,,,
2015-12-20 22:13:33.327000,L8,273.26,285.18,300.95,291.30,285.56,284.02,288.68,285.77,278.64,272.29,276.68,277.18,277.25,278.86,277.24,278.62,281.24,281.84,281.99,287.15,287.46,290.44,293.81,290.25,288.53,299.25,293.38,286.70,299.69,301.22,299.97,305.58,300.94,300.77,295.62,294.95,294.18,299.37,293.75,297.26,301.75,304.06,297.15,297.02,288.98,287.90,279.10,278.11,285.06,293.57,291.80,288.51,294.61,292.58,289.44,298.19,292.71,282.36,274.05,250.07,247.48,246.36,,,,,,
2015-12-27 22:19:43.199000,L8,268.02,277.04,290.44,286.72,279.67,278.02,283.08,281.59,275.77,269.03,274.14,274.32,275.81,276.40,275.50,276.70,277.86,277.93,280.55,284.71,285.80,285.96,289.40,288.19,283.95,289.22,285.20,280.16,296.27,297.19,300.17,295.42,298.39,297.60,293.55,293.51,288.57,293.47,290.91,291.76,293.51,294.58,294.77,295.65,291.98,289.72,276.56,275.44,283.37,287.06,288.59,285.97,288.92,287.82,286.53,292.26,286.78,277.45,270.12,261.09,259.88,257.40,,,,,,
2016-01-05 22:13:29.107000,L8,283.84,294.27,307.53,293.24,288.28,287.76,291.76,287.99,280.69,275.15,276.57,279.39,280.10,280.49,280.26,283.12,282.31,283.58,285.22,288.76,291.35,291.06,292.00,297.53,286.67,291.52,294.54,284.85,299.14,299.02,300.73,299.93,301.18,300.34,301.41,298.97,297.26,297.07,296.39,294.18,294.83,297.66,296.21,297.57,297.78,289.63,279.03,280.45,288.79,290.77,292.09,293.84,291.82,296.12,294.40,292.32,296.09,280.88,274.66,267.07,262.09,257.37,,,,,,
2016-02-06 22:13:25.747000,L8,355.63,344.95,323.11,313.73,301.55,293.96,300.83,302.62,290.04,297.16,279.97,298.26,281.80,287.68,287.17,286.91,287.48,306.29,300.43,297.74,309.05,308.18,307.57,310.65,290.85,303.10,306.55,292.85,311.45,307.48,305.11,302.06,310.21,320.98,319.93,307.95,306.08,306.45,303.50,309.37,313.61,312.20,312.46,308.93,315.81,312.70,304.25,306.89,297.49,307.49,303.85,311.53,307.48,314.46,306.18,308.70,306.37,292.20,278.22,280.69,266.40,266.46,,,,,,
2016-02-13 22:19:32.514000,L8,281.24,290.93,312.62,289.66,283.11,281.82,287.22,284.61,279.21,276.52,276.04,278.57,278.62,278.91,280.05,280.65,280.94,281.84,282.87,287.15,286.70,289.77,289.92,292.29,285.74,287.75,294.77,283.00,301.65,300.80,301.56,303.03,297.17,298.84,300.12,293.41,294.82,292.56,292.65,291.90,290.57,294.77,293.99,294.63,297.73,290.58,279.16,279.15,287.71,289.22,288.49,288.61,288.71,289.53,288.73,288.25,292.39,279.88,276.36,271.37,261.80,248.28,233.38,,,,,
2016-04-17 22:19:09.462000,L8,268.85,289.73,297.03,283.48,275.73,275.39,280.22,279.57,271.79,266.62,268.69,265.75,265.95,267.64,266.22,270.67,267.51,271.60,274.99,279.02,280.81,282.72,284.25,284.13,279.47,282.03,280.93,279.20,285.82,285.11,287.00,287.81,285.32,289.83,283.79,282.99,280.71,279.98,281.46,281.17,286.31,290.00,283.95,291.80,284.00,282.13,267.22,266.91,275.58,281.97,284.04,283.75,283.86,284.30,282.21,283.72,282.40,273.31,264.40,259.09,252.95,249.60,225.96,,,,,
2016-04-26 22:12:57.053000,L8,219.80,175.71,179.30,196.41,203.54,231.28,253.30,255.51,244.29,226.50,241.73,225.50,,,,,,,,200.35,240.04,243.54,263.22,253.81,241.73,247.30,247.45,242.92,237.69,263.00,265.91,268.45,267.10,262.34,265.32,263.12,259.11,256.97,259.99,253.47,257.51,179.87,,,,,,,,261.16,261.37,264.23,263.44,265.44,263.28,263.82,256.06,,,,,,,,,,,
2016-06-13 22:13:06.505000,L8,269.53,289.54,298.71,284.41,277.62,270.32,274.40,273.95,271.68,261.86,265.53,269.37,266.38,267.48,265.69,266.02,269.65,273.49,273.37,282.56,282.08,282.93,285.78,287.21,282.98,285.87,287.66,282.79,286.87,292.05,289.52,291.31,292.66,289.80,288.54,289.63,283.58,283.26,285.07,282.20,286.56,287.39,285.39,287.16,282.61,281.27,268.97,267.64,278.57,283.82,286.63,286.50,284.81,287.08,285.53,284.66,287.80,276.86,269.46,261.00,259.88,246.50,,,,,,
2016-07-06 22:19:29.332000,L8,483.27,462.39,343.61,290.01,279.40,277.48,276.70,271.21,269.84,262.32,267.76,273.24,291.80,302.68,305.52,303.34,281.09,280.29,280.57,287.03,291.24,284.64,284.74,287.13,283.60,284.42,284.93,280.17,283.46,284.28,285.88,294.90,287.16,288.31,290.03,284.21,290.84,283.95,284.58,290.52,292.10,293.35,287.25,290.59,291.86,279.64,296.57,315.02,282.65,285.31,284.44,286.69,285.81,286.60,286.76,286.33,286.72,279.60,274.65,264.16,258.00,250.87,,,,,,
2016-07-15 22:13:22.170000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,224.75,242.75,236.09,208.20,234.21,255.67,246.89,257.22,257.92,257.44,257.87,239.58,244.54,245.63,245.63,249.90,200.94,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-08-07 22:19:37.341000,L8,265.89,285.07,300.44,286.69,274.18,275.70,278.91,272.27,262.48,253.57,260.95,264.55,266.52,269.63,270.30,267.74,272.90,275.56,279.29,285.62,285.68,285.66,286.73,287.03,285.87,285.46,286.29,286.27,289.62,296.95,290.70,284.96,295.66,288.69,292.21,291.46,285.42,290.73,286.21,289.47,289.07,283.80,291.61,288.60,288.69,280.17,269.51,272.19,283.49,287.23,287.46,286.58,288.48,286.13,286.50,287.59,285.27,278.15,272.51,260.63,262.23,256.86,220.84,,,,,
2016-09-08 22:19:48.652000,L8,279.54,291.27,306.36,289.85,278.01,276.02,276.44,272.52,263.43,256.89,261.16,262.15,264.66,269.77,267.13,270.11,275.32,278.58,280.51,285.36,284.03,286.03,286.36,286.64,286.73,284.41,286.59,283.85,287.21,290.14,289.03,288.16,292.14,294.07,327.91,284.38,282.52,288.62,285.97,281.69,282.96,284.55,290.87,285.25,286.60,279.70,268.12,269.16,281.78,288.19,287.02,286.77,288.61,285.51,286.95,286.58,285.41,273.75,265.96,260.55,258.00,251.25,234.13,,,,,
2016-12-29 22:19:49.454000,L8,526.11,478.91,374.76,474.74,444.45,323.09,312.48,310.58,303.97,299.11,303.15,301.99,312.14,303.03,302.28,296.57,293.40,287.60,308.55,310.74,311.10,314.46,315.06,315.40,311.42,321.33,323.04,317.98,324.31,327.24,321.85,314.38,315.23,313.74,315.95,307.43,312.02,307.38,317.06,309.07,317.33,313.11,314.61,318.29,308.88,302.80,302.09,287.38,309.97,319.96,315.91,322.87,317.74,315.50,317.51,313.17,312.63,308.04,281.79,285.37,273.01,259.06,259.75,253.71,243.43,243.62,277.54,267.59
2017-01-23 22:13:31.167000,L8,283.55,304.42,304.28,291.29,283.78,285.52,285.65,277.87,269.60,266.24,270.74,273.51,275.32,278.14,277.38,279.36,278.90,280.11,282.95,285.95,287.78,296.46,290.69,298.78,292.70,293.43,292.36,290.42,296.96,298.03,299.26,296.22,296.26,296.10,293.63,294.49,292.73,290.10,289.64,289.43,288.13,290.69,288.24,287.10,282.73,278.49,275.07,278.34,286.72,297.93,290.49,294.34,294.03,289.50,293.34,291.36,290.30,270.36,263.26,260.21,254.84,249.62,,,,,,
2017-02-08 22:13:22.774000,L8,287.30,301.64,304.89,290.43,296.93,296.72,285.16,282.70,274.29,279.65,284.28,295.54,299.28,278.56,277.31,282.35,282.81,291.89,312.63,314.47,304.52,288.62,299.13,296.41,306.23,307.91,304.35,285.85,304.06,309.71,313.62,310.17,307.63,316.33,317.15,307.59,307.42,303.97,296.13,294.54,309.96,299.25,302.41,300.65,304.77,300.25,281.78,281.99,312.64,290.22,301.65,302.51,313.72,315.62,311.85,306.37,310.24,275.19,271.49,263.12,258.05,255.38,233.14,,,,,
2017-02-15 22:19:31.641000,L8,279.00,294.48,298.48,286.54,278.67,276.00,276.96,274.80,264.14,262.12,265.63,271.12,271.91,275.29,271.43,275.94,278.74,279.95,281.19,283.47,285.95,287.21,286.49,289.57,285.12,294.47,286.83,284.09,296.03,295.33,292.62,290.87,290.89,296.59,291.13,293.40,287.95,285.65,288.01,281.53,285.02,281.85,281.01,283.84,280.14,279.04,274.34,274.31,283.62,287.67,290.08,288.27,287.08,289.66,285.81,287.45,288.46,271.26,262.78,200.06,258.47,259.18,227.04,,,,,
2017-02-24 22:13:17.856000,L8,270.98,284.14,294.37,281.73,275.93,277.99,277.96,273.21,265.46,259.73,263.45,268.40,268.81,270.86,270.97,274.52,272.84,276.39,280.09,283.73,284.23,288.71,287.71,287.26,284.47,287.00,286.20,283.06,292.45,286.97,296.51,293.78,289.53,295.46,293.05,288.87,288.31,285.78,285.50,283.03,282.26,285.18,282.91,281.61,279.64,275.87,271.56,271.70,283.25,288.50,287.35,287.10,287.80,286.69,286.99,285.45,284.40,265.74,259.82,257.44,250.72,246.16,,,,,,
