dates,satname,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0058,nzd0244-0059,nzd0244-0030,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,nzd0244-0028,nzd0244-0029,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0073,nzd0244-0078,nzd0244-0085,nzd0244-0086,nzd0244-0087
2021-05-03 22:05:56.714000,L8,147.56,198.35,231.10,267.33,262.99,289.94,327.77,331.58,302.75,306.60,284.35,234.52,244.95,279.47,312.37,279.82,299.11,296.08,296.21,282.37,286.37,291.81,294.73,,,,,,,,287.30,305.51,306.19,304.65,307.78,,,,,,,,285.51,291.10,296.07,296.75,295.52,304.02,298.71,,,,,,,,,,,,,,,,,,,,,312.55,311.12,,,,,,,,,,,,,,,,,,,,,
2021-09-24 22:06:20.847000,L8,132.77,185.02,209.01,239.94,245.67,241.56,,,,,,,,232.03,212.16,221.38,235.18,254.59,270.40,255.82,241.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-24 22:06:44.810000,L8,132.56,185.32,209.24,239.64,245.51,241.01,,,,,,,,231.81,212.64,220.95,234.85,254.14,269.48,253.87,240.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-14 22:06:39.395000,L8,149.68,201.04,237.51,260.01,263.47,281.89,304.88,295.41,,,,,241.40,276.18,281.65,285.91,294.92,289.47,293.92,279.24,264.40,276.77,297.26,,,,,,,,296.94,302.41,305.94,301.14,300.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.97,,,,,,,,,,,,,,,,,,,,,,
2022-01-22 22:06:18.213000,L9,147.78,200.61,231.46,255.37,261.00,272.48,275.45,280.91,,,,,233.93,244.92,224.76,237.65,280.93,273.64,283.64,272.72,257.67,271.09,289.98,,,,,,,,288.75,297.72,302.36,299.07,293.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-22 22:06:42.172000,L9,152.34,203.90,257.34,260.70,264.14,277.84,305.56,286.81,256.29,265.87,265.53,228.48,239.94,269.89,269.98,243.09,288.15,284.87,288.43,277.19,261.62,275.42,295.91,,,,,,,,292.69,299.83,304.92,301.16,295.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 22:06:08.091000,L9,146.06,197.74,246.06,263.15,261.78,282.69,308.90,313.86,258.91,287.94,288.74,226.64,243.11,265.36,277.10,276.86,291.45,287.92,294.26,280.21,259.63,270.29,290.89,,,,,,,,288.76,301.63,302.55,306.48,304.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.66,,,,,,,,,,,,,,,,,,,,,,
2022-02-23 22:06:32.050000,L9,145.97,196.52,240.92,262.31,261.43,281.31,284.59,311.06,258.12,287.02,280.36,225.87,241.14,264.21,275.00,245.72,290.68,287.10,293.41,279.98,259.29,270.18,290.16,,,,,,,,287.61,300.93,302.09,306.08,304.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.03,,,,,,,,,,,,,,,,,,,,,,
2022-03-27 22:05:58.509000,L9,144.30,197.35,250.23,270.50,262.76,285.59,319.24,346.23,334.47,317.31,,302.10,335.36,276.15,269.62,283.99,292.86,286.96,291.01,274.57,258.45,263.10,288.90,,,,,,,,286.64,305.29,304.81,299.00,302.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-27 22:06:22.460000,L9,143.75,195.18,246.89,267.77,261.46,283.84,286.14,348.11,335.15,319.06,327.92,317.17,244.74,273.78,266.41,282.54,291.05,287.22,290.11,274.32,257.61,262.84,287.82,,,,,,,,286.17,304.58,304.51,299.01,301.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 22:05:47.053000,L9,145.68,197.34,230.29,264.02,265.29,297.57,325.39,359.73,260.88,320.88,313.33,315.92,247.63,276.29,279.62,259.71,282.71,286.40,298.71,299.71,285.14,294.77,297.59,,,,,,370.59,377.16,285.86,299.59,307.27,299.90,297.39,,,,,,,292.24,303.78,322.46,316.19,328.74,328.42,,,,,,,,,373.19,365.82,,,,,,,,,,,,,302.51,,,,,,,,,,,,,,,,,,,,,,
2022-04-28 22:06:11.016000,L9,146.53,197.60,230.94,265.14,265.86,296.55,325.97,360.19,261.26,320.79,313.39,316.23,247.89,277.58,279.95,260.54,283.06,287.45,299.12,300.75,285.92,295.81,298.04,,,,,,371.10,378.24,286.60,300.16,307.91,346.97,347.34,,,,,,,291.99,303.22,322.48,316.26,329.71,328.24,,,,,,,,,374.05,367.08,,339.24,343.48,365.93,390.56,374.36,364.57,308.14,,,,,336.30,325.51,340.27,269.45,221.21,,,,,,,,,,,,,,,,,,
2022-05-06 22:05:53.688000,L8,147.04,200.57,237.22,268.98,265.93,297.98,329.02,323.00,260.05,298.69,282.56,231.83,249.95,276.85,279.14,273.18,288.66,297.49,298.85,305.32,286.46,272.85,297.68,,,,,,,,290.90,302.24,307.88,302.33,302.14,,,,,,,348.08,366.94,352.45,,,,,,,,,,,,,,,,,,,,,,,,,,307.27,,,,,,,,,,,,,,,,,,,,,,
2022-05-06 22:06:17.651000,L8,146.79,198.90,232.83,268.80,266.56,297.93,327.95,322.36,259.02,295.33,282.05,231.90,248.52,276.78,278.97,273.87,286.98,297.55,298.36,305.37,286.84,267.01,297.60,,,,,,,,289.50,301.88,307.93,302.38,302.05,,,,,,,348.42,344.79,375.89,,,,,,,,,,,,,,,,,,,,,,,,,,306.97,,,,,,,,,,,,,,,,,,,,,,
2022-06-15 22:05:39.951000,L9,138.06,192.02,234.19,264.56,254.95,284.53,346.02,,,,,,,,,,,302.76,296.03,276.50,292.22,261.85,373.11,335.88,333.80,337.26,333.91,343.49,348.20,354.43,375.16,344.61,324.60,311.28,319.59,320.59,312.79,317.43,309.93,300.51,293.02,300.67,296.12,312.04,312.23,313.68,317.97,320.91,314.96,314.82,310.05,330.06,352.89,361.86,352.34,356.72,359.89,316.01,,373.21,366.02,366.84,348.84,324.52,338.64,276.99,291.74,299.95,,329.51,326.80,351.10,355.14,,,,,,,,,,,,,,,,,265.43,266.84,260.56
2022-06-15 22:06:03.914000,L9,136.85,190.05,229.07,254.00,253.26,280.69,352.25,367.97,327.19,313.38,307.96,308.21,330.76,288.88,314.57,283.55,,325.85,290.09,275.28,249.57,261.29,374.74,335.37,332.96,336.16,333.66,342.88,348.39,353.29,283.91,318.80,324.41,311.12,319.12,321.35,313.06,317.71,309.44,300.31,291.85,300.67,296.24,311.84,313.80,313.61,317.87,320.25,314.24,314.81,308.80,330.50,351.39,359.63,352.06,356.22,359.31,317.41,,371.81,364.76,366.60,348.64,323.79,337.54,276.69,291.95,299.55,,329.26,326.80,351.73,356.10,,,,,,,,,,,,,,,,,265.72,267.05,260.52
2022-08-10 22:06:32.253000,L8,119.42,183.90,207.93,244.44,247.12,253.64,232.58,,,,,,,234.76,212.31,223.91,232.52,259.45,270.24,233.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-10 22:06:56.211000,L8,121.31,184.78,208.90,246.20,249.68,256.49,234.81,,,,,,221.95,237.50,214.68,225.63,236.94,260.62,271.75,238.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-26 22:06:34.331000,L8,145.85,198.38,237.13,265.72,261.05,353.71,354.70,330.09,318.39,309.38,302.64,317.33,247.72,281.95,267.38,260.03,280.90,276.71,288.80,275.56,256.35,263.78,296.90,354.67,358.18,359.21,340.87,352.56,342.69,354.29,294.78,308.36,308.29,302.13,347.42,,308.92,316.44,309.30,307.27,291.46,292.51,308.20,292.19,295.33,313.73,304.81,302.90,295.69,327.11,334.68,339.02,359.64,356.19,348.71,346.10,366.26,321.82,356.39,352.62,350.65,365.69,359.13,339.87,,,,,,327.14,335.57,,,,,,,,,,,,,,,,,,,,,
2022-08-26 22:06:58.286000,L8,145.28,198.08,235.89,264.26,260.33,355.33,354.42,329.80,317.96,309.07,302.36,317.41,245.89,280.67,265.28,257.44,280.02,275.40,287.77,273.92,255.11,263.59,294.16,354.41,358.25,358.27,340.00,352.00,342.09,354.16,292.14,307.63,307.92,301.62,346.96,,308.35,316.19,309.10,307.26,291.31,292.21,307.77,292.05,295.06,313.27,304.76,302.66,295.45,326.62,334.48,338.59,359.81,355.95,348.36,345.85,365.96,321.50,356.13,352.17,349.69,365.43,358.88,319.91,,,,,,326.54,335.34,,,,,,,,,,,,,,,,,,,,,
2022-09-03 22:06:16.060000,L9,148.45,203.45,248.89,265.38,264.27,277.18,279.86,287.26,258.27,262.66,257.63,230.53,241.40,270.51,259.80,242.74,274.77,273.46,283.65,274.75,254.08,269.59,290.25,,,,,,,,283.34,306.00,310.14,306.02,306.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.75,,,,,,,,,,,,,,,,,,,,,,
2022-09-03 22:06:40.023000,L9,147.25,202.17,246.90,263.60,262.91,275.36,277.18,285.83,256.41,260.41,255.99,229.47,237.92,268.44,226.04,241.93,273.96,272.39,283.04,273.97,253.15,268.20,287.89,,,,,,,,281.82,304.85,309.71,305.89,306.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.21,,,,,,,,,,,,,,,,,,,,,,
2022-10-21 22:06:29.540000,L9,147.51,200.34,236.37,264.00,258.90,272.54,364.65,341.38,317.17,304.09,,,235.21,275.81,226.72,237.80,278.51,275.53,286.47,272.46,256.41,271.06,295.93,,,,,,,,286.29,297.70,304.92,301.59,302.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.95,,,,,,,,,,,,,,,,,,,,,,
2022-10-21 22:06:53.495000,L9,148.39,202.68,238.63,264.36,260.97,274.28,342.13,342.35,319.01,304.67,254.91,225.09,237.51,276.81,229.57,277.25,280.34,278.13,289.67,274.90,258.38,273.60,299.48,,,,,,,,289.77,301.37,306.53,304.60,304.58,,,,,308.94,319.99,298.28,318.58,315.72,339.37,327.82,,,,,,,,,,,,,,,,,,,,,,,,306.36,,,,,,,,,,,,,,,,,,,,,,
2022-11-14 22:06:59.140000,L8,146.91,200.02,234.84,259.30,262.55,275.93,282.27,252.87,255.69,262.89,272.12,,242.87,301.26,246.47,275.16,284.09,281.60,296.20,278.66,263.46,275.33,292.60,,,,,,,,287.68,302.13,305.38,302.89,308.30,,,,,,,,284.91,286.00,288.85,292.30,292.83,298.95,296.65,302.63,,,,,,,,,,,,,,,,,,,,312.42,308.84,,,,,,,,,,,,,,,,,,,,,
2022-11-22 22:06:29.758000,L9,138.19,192.13,220.29,251.07,255.40,262.25,257.43,242.22,290.44,292.96,240.78,,226.96,243.99,223.19,232.49,249.93,268.54,282.43,269.05,253.04,263.85,283.32,,,,,,,350.88,,,,,,,,,,,,,292.21,294.51,301.08,295.14,307.44,311.02,323.14,315.24,,,,,,357.53,349.72,,338.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-12-24 22:06:26.081000,L9,150.19,202.72,244.05,263.37,264.91,278.50,285.65,249.31,256.46,259.35,256.30,227.27,242.76,297.09,281.78,288.00,291.05,291.17,294.54,274.66,263.35,272.79,288.64,,,,,,,,285.01,302.94,306.66,303.45,301.05,,,,,,,,,,,,,,,,,,,,,327.82,335.65,,345.33,345.03,342.13,345.22,,,,254.20,294.96,347.87,381.55,308.87,,,,,,,,,,,,,,,,,,,,,,
2022-12-24 22:06:50.044000,L9,148.26,200.63,239.68,264.01,263.79,278.28,284.34,283.18,255.15,258.14,257.64,227.26,241.59,295.88,279.78,287.99,291.13,290.46,293.63,277.02,263.09,271.14,289.27,,,,,,,,284.74,302.42,306.60,303.59,300.94,,,,,,,,,,,,,,,,,,,,,323.27,337.06,,347.96,346.74,343.20,345.69,,,,,,,,308.50,,,,,,,,,,,,,,,,,,,,,,
2023-01-17 22:06:18.381000,L8,149.30,200.49,234.36,265.41,262.15,278.59,283.97,256.05,255.99,259.19,256.82,226.90,247.67,302.18,283.48,301.02,295.59,288.82,297.89,279.38,264.99,273.61,291.70,317.73,314.95,319.41,322.32,323.45,324.62,317.82,283.29,302.38,304.96,303.23,301.04,,,,,,,,,,,,,,,,,,,,,325.45,,,,,,,,,,,,,,304.90,,,,,,,,,,,,,,,,,,,,,,
2023-01-17 22:06:42.340000,L8,149.67,200.36,234.21,265.62,262.42,278.52,284.49,256.40,256.27,259.61,257.00,227.54,247.16,302.22,283.63,301.65,295.29,289.72,297.56,279.57,265.13,273.80,291.92,318.55,315.31,319.84,322.68,323.90,324.93,318.25,283.55,302.38,305.27,303.37,301.48,,,,,,,,,,,,,,,,,,433.86,444.40,449.79,325.70,,,,,,,,,,,,,,305.32,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 22:06:13.995000,L8,,,,,,,,,,,,,,233.46,214.18,231.82,229.78,213.88,253.19,267.65,245.57,263.39,272.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02-18 22:06:37.945000,L8,,,,,,,,,,,,,,230.40,212.21,231.91,227.99,213.33,252.79,264.75,248.54,263.59,269.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:06:02.229000,L8,149.60,201.08,237.58,266.87,261.19,311.15,313.34,290.87,288.35,255.04,278.01,230.42,284.27,305.09,322.46,276.53,297.68,284.61,296.01,277.22,262.10,273.36,291.25,315.26,345.60,361.78,358.30,318.25,365.71,373.20,283.57,300.15,302.00,299.70,300.69,325.04,317.33,312.22,298.90,311.75,287.20,293.89,297.40,294.75,304.45,300.81,322.38,324.48,,334.92,331.32,337.89,343.28,345.10,332.97,372.28,353.17,334.68,,,,,,,,,,382.43,405.27,,340.83,,,,,,,,,,,,,,,,,,,,,
2023-03-06 22:06:26.184000,L8,148.50,198.32,233.13,265.48,260.07,345.51,313.31,290.80,288.21,253.46,258.49,228.93,282.51,302.96,318.80,238.88,294.01,283.29,293.21,276.38,260.84,271.71,290.49,314.79,344.94,320.56,320.56,317.13,363.46,372.17,282.34,299.34,301.08,299.33,299.95,,,,,311.61,286.90,293.39,297.59,295.02,304.12,312.82,320.14,323.79,,334.73,330.69,337.67,312.26,343.99,331.51,372.02,353.28,,,,,,,,,,,382.60,405.23,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:06:11.235000,L9,146.88,196.05,236.21,266.69,260.84,277.36,272.57,250.96,256.26,257.13,277.08,230.41,244.67,299.71,269.44,275.68,287.64,286.13,293.66,274.56,262.48,267.45,289.15,,,,,,,,281.75,299.66,300.33,299.07,301.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-14 22:06:35.185000,L9,148.14,197.92,238.73,268.62,262.31,279.28,274.51,252.77,258.41,259.91,278.92,232.15,246.76,302.09,278.42,281.45,290.37,289.71,296.12,275.94,263.77,270.53,290.52,,,,,,,,282.96,300.87,301.45,299.91,302.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-22 22:05:52.850000,L8,150.92,199.01,234.52,266.15,319.18,330.37,313.18,284.90,284.04,308.33,338.38,348.11,245.92,300.95,281.27,290.95,295.93,296.53,297.26,275.66,264.06,268.23,290.11,343.74,353.19,355.19,336.12,355.25,350.39,338.28,282.15,302.98,302.39,317.16,329.47,314.69,,302.04,308.68,297.76,298.35,286.26,293.42,297.08,309.50,320.96,321.65,315.53,327.45,340.37,334.16,329.54,323.32,327.29,336.33,330.65,342.71,319.28,332.59,326.16,330.90,331.82,328.58,327.61,301.35,,318.76,390.69,408.42,342.38,342.14,335.17,331.49,,,,,,,,,,,,,,,,,,,
