dates,satname,nzd0482-0000,nzd0482-0001,nzd0482-0002,nzd0482-0003,nzd0482-0004,nzd0482-0005,nzd0482-0006,nzd0482-0007,nzd0482-0008,nzd0482-0009,nzd0482-0010,nzd0482-0011,nzd0482-0012,nzd0482-0013,nzd0482-0014,nzd0482-0015,nzd0482-0016,nzd0482-0017,nzd0482-0018,nzd0482-0019,nzd0482-0020,nzd0482-0021,nzd0482-0022,nzd0482-0023,nzd0482-0024,nzd0482-0025,nzd0482-0028,nzd0482-0029,nzd0482-0030,nzd0482-0031,nzd0482-0032,nzd0482-0033,nzd0482-0034,nzd0482-0035,nzd0482-0036,nzd0482-0037,nzd0482-0038,nzd0482-0039,nzd0482-0040,nzd0482-0041,nzd0482-0042,nzd0482-0043,nzd0482-0044,nzd0482-0045,nzd0482-0046,nzd0482-0047,nzd0482-0048,nzd0482-0049,nzd0482-0050,nzd0482-0051,nzd0482-0052,nzd0482-0053,nzd0482-0054,nzd0482-0055,nzd0482-0056,nzd0482-0057,nzd0482-0062,nzd0482-0063,nzd0482-0064,nzd0482-0065,nzd0482-0066,nzd0482-0067,nzd0482-0068,nzd0482-0069,nzd0482-0070,nzd0482-0071,nzd0482-0072,nzd0482-0073,nzd0482-0074,nzd0482-0075,nzd0482-0076,nzd0482-0077,nzd0482-0078,nzd0482-0079,nzd0482-0080,nzd0482-0081,nzd0482-0082,nzd0482-0083,nzd0482-0084,nzd0482-0085,nzd0482-0086,nzd0482-0087,nzd0482-0088,nzd0482-0089,nzd0482-0090,nzd0482-0091,nzd0482-0092,nzd0482-0093,nzd0482-0094,nzd0482-0095,nzd0482-0096,nzd0482-0097,nzd0482-0098,nzd0482-0099,nzd0482-0100,nzd0482-0101,nzd0482-0102,nzd0482-0103,nzd0482-0104,nzd0482-0105,nzd0482-0106,nzd0482-0107,nzd0482-0108,nzd0482-0109,nzd0482-0110,nzd0482-0111,nzd0482-0112,nzd0482-0113,nzd0482-0114,nzd0482-0115,nzd0482-0116,nzd0482-0117,nzd0482-0118,nzd0482-0119,nzd0482-0120,nzd0482-0121,nzd0482-0122,nzd0482-0123,nzd0482-0124,nzd0482-0125,nzd0482-0126,nzd0482-0127,nzd0482-0128,nzd0482-0129,nzd0482-0130,nzd0482-0131,nzd0482-0132,nzd0482-0133,nzd0482-0134,nzd0482-0135,nzd0482-0136,nzd0482-0137,nzd0482-0138,nzd0482-0139,nzd0482-0140,nzd0482-0141,nzd0482-0142,nzd0482-0143,nzd0482-0144,nzd0482-0145,nzd0482-0146,nzd0482-0147,nzd0482-0148,nzd0482-0149,nzd0482-0150,nzd0482-0058,nzd0482-0059,nzd0482-0060,nzd0482-0061,nzd0482-0026,nzd0482-0027
2006-12-11 22:09:16.015000,L5,,,,,385.41,358.41,352.88,346.12,349.93,355.12,352.07,357.49,353.55,374.72,385.13,378.74,373.20,377.42,377.94,372.52,369.39,364.74,356.29,355.60,354.33,346.10,355.03,369.99,366.55,364.46,380.27,369.33,367.93,365.45,351.36,340.62,346.00,350.45,353.50,346.86,343.73,358.82,348.11,360.79,368.61,351.63,353.53,350.10,344.00,348.84,355.69,347.61,355.11,342.06,341.74,357.40,353.30,354.47,336.77,345.56,345.71,346.91,349.04,335.50,337.95,361.89,362.35,357.24,357.83,356.43,354.07,359.94,347.12,350.45,354.22,349.24,353.99,348.95,354.66,365.54,370.84,360.99,370.62,363.50,369.26,370.56,360.53,362.69,370.31,364.18,358.71,364.33,359.56,374.37,378.84,375.77,372.31,381.15,386.37,388.03,376.03,358.41,357.02,361.34,363.92,361.05,355.51,364.41,384.60,382.31,379.65,370.50,375.88,372.14,380.04,372.85,362.20,365.68,364.04,367.81,372.02,378.23,369.78,369.75,376.22,376.28,376.90,381.04,383.28,381.41,377.21,366.87,368.17,358.48,356.98,357.85,363.11,378.84,393.83,384.12,392.84,394.16,370.80,361.10,358.55,362.94,365.27,365.39,359.54,344.37,347.43
2007-02-13 22:09:11.063000,L5,298.36,311.92,322.27,319.93,305.51,310.51,305.74,313.91,311.57,319.54,317.23,310.53,322.79,328.99,338.80,334.97,333.01,326.23,325.11,323.76,330.44,320.32,318.23,318.99,316.80,314.96,319.71,312.96,316.38,310.15,308.77,318.07,313.12,315.61,317.55,308.81,321.28,326.12,323.00,325.51,321.52,316.26,286.65,315.75,327.70,320.08,309.15,299.67,306.21,317.23,315.01,325.43,331.99,322.00,312.75,299.70,310.28,308.58,300.02,316.00,320.23,330.88,322.60,320.05,301.74,322.45,310.55,302.79,302.52,300.29,289.30,291.99,293.11,318.07,303.33,,,,,,,,,,,276.73,325.01,328.12,339.19,342.20,334.34,340.82,325.46,322.76,322.07,313.29,310.59,331.33,,,,,,,,,308.40,326.79,333.89,328.36,325.76,324.28,328.94,324.51,335.58,326.26,323.81,307.94,,,,,,333.31,333.29,336.00,323.50,319.12,307.08,302.32,,,,,,,,,,305.89,312.60,279.56,299.73,303.19,304.68,287.15,326.79,321.79,316.36,313.02,317.03
2007-09-09 22:07:21.190000,L5,348.16,348.17,363.02,353.99,355.82,359.29,358.87,354.56,353.43,352.20,351.65,348.82,358.89,372.86,367.68,368.60,375.68,372.17,363.89,359.82,361.83,364.98,369.19,356.48,356.18,344.72,344.00,338.38,353.42,359.81,365.79,359.04,360.01,359.15,357.32,335.77,348.04,341.24,339.69,340.81,344.41,340.51,324.76,353.97,355.55,355.21,343.35,336.59,345.30,348.02,345.94,341.16,344.78,342.14,338.68,337.29,349.39,345.76,337.17,343.03,343.88,349.83,348.99,349.82,342.65,345.99,361.94,355.51,350.14,358.01,344.37,355.41,353.19,361.02,360.83,357.49,358.33,360.64,354.68,347.35,353.57,350.87,358.98,355.46,360.57,371.82,365.33,359.48,371.52,364.40,363.58,363.64,368.28,363.29,377.73,376.81,363.43,381.94,376.56,380.49,383.54,357.01,332.20,363.22,369.44,363.26,362.69,358.27,371.21,370.75,378.40,367.58,372.49,370.73,374.78,375.17,362.35,360.14,365.96,369.89,363.81,398.58,372.63,373.05,373.82,374.24,383.52,377.32,388.81,382.88,372.37,366.12,367.27,364.56,365.80,361.30,361.74,367.61,361.37,371.21,367.10,358.02,372.78,354.83,361.08,345.32,355.86,357.32,355.13,349.76,346.98
2007-09-09 22:07:45.163000,L5,349.65,347.39,363.30,353.99,355.93,359.29,360.14,355.52,353.54,352.41,352.27,350.47,359.95,375.83,369.24,368.65,376.14,374.58,366.26,360.42,361.92,366.36,369.70,358.11,356.84,344.91,343.77,338.95,357.83,361.49,367.20,359.39,361.28,358.01,356.90,337.56,349.18,341.90,340.88,342.46,344.98,342.71,326.12,355.36,355.84,356.91,345.19,337.57,347.41,349.30,349.52,343.35,347.53,343.77,340.05,339.67,350.23,347.18,338.10,343.22,343.97,350.78,350.01,349.97,344.35,346.13,361.96,355.34,349.63,358.19,346.41,355.73,355.54,362.73,360.83,359.21,360.61,361.10,356.62,348.47,350.49,352.55,363.64,355.68,358.72,371.93,365.78,360.77,373.90,366.13,364.82,363.46,372.24,363.92,378.67,376.81,363.93,384.27,376.73,381.81,385.24,360.22,332.05,365.03,369.74,366.96,364.38,362.19,371.34,372.04,378.43,368.99,374.88,373.68,375.40,375.42,363.12,363.07,367.43,372.54,365.64,394.16,374.56,373.47,374.11,375.12,387.60,378.30,388.81,385.42,370.09,370.52,370.18,362.83,365.51,358.38,360.58,366.70,362.28,369.57,367.88,358.11,372.74,354.83,361.65,346.44,357.58,358.23,355.71,349.79,348.78
2007-09-16 22:13:28.554000,L5,,,371.31,362.36,376.54,376.96,392.01,386.95,381.81,377.69,382.95,,,,,,,,,,,,,,,,,,,,,376.79,381.63,370.06,374.39,359.98,352.63,349.98,389.90,373.38,369.98,384.42,360.76,371.90,382.09,384.05,354.18,344.20,357.95,371.85,367.43,361.07,388.65,377.98,383.00,395.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.19,396.31,400.54,399.75,399.55,402.52,386.67,383.25,370.70,363.52,,,,,,
2008-02-16 22:04:45.714000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.37,374.32,384.07,373.46,391.82,378.90,358.77,364.31,368.68,375.53,390.14,,,,,,,,405.74,363.83,367.90,376.98,367.10,372.25,377.86,374.80,373.75,376.03,377.51,378.02,381.71,375.10,367.94,373.60,373.05,371.31,365.78,373.42,376.87,,,,,,387.76,372.37,377.49,372.86,392.90,381.27,367.83,377.31,394.77,385.49,376.02,371.31,384.63,379.54,385.21,385.77,385.54,374.16,378.84,389.92,382.47,369.37,368.66,372.56,381.37,370.87,373.71,382.10,402.09,384.40,393.64,389.87,384.50,386.53,395.46,383.76,394.56,402.33,398.66,383.80,389.25,376.80,376.92,380.32,383.83,382.45,381.48,371.39,371.32,359.70,362.83,366.59,367.00,369.69,371.67,370.69,364.18,354.69,362.41,354.77,357.49,,,,,,
2008-11-14 21:57:52.281000,L5,,,,383.79,352.54,363.26,356.83,366.42,352.00,367.45,366.49,367.69,370.09,390.80,383.42,384.26,376.43,371.00,366.70,360.60,363.19,368.24,365.10,363.11,361.14,350.81,357.74,354.80,364.96,360.95,368.77,360.43,355.87,349.77,352.19,340.71,354.65,353.72,350.85,355.43,357.58,355.07,340.57,359.43,363.18,350.60,347.10,339.45,349.49,352.22,357.46,355.79,356.44,357.29,358.51,353.46,345.38,343.73,344.12,351.49,351.50,357.40,353.27,358.45,355.40,360.07,354.83,349.59,340.99,350.63,344.13,354.79,364.03,364.55,368.24,371.44,366.51,372.89,381.32,377.84,379.27,368.36,362.21,360.18,360.61,360.62,375.38,367.06,388.42,382.11,375.40,378.46,377.76,379.65,379.56,373.86,367.85,372.45,375.78,370.90,379.80,352.50,351.13,370.90,394.54,376.93,374.86,384.18,387.17,379.96,372.22,371.17,378.04,372.26,368.51,370.92,368.96,365.77,382.77,383.07,394.02,396.42,394.51,383.32,381.40,379.26,381.29,392.80,385.98,376.26,377.99,362.75,381.01,372.96,367.01,,,,,,,,,,,359.71,357.68,351.04,349.73,349.87,351.76
2009-01-01 21:58:55.309000,L5,329.66,346.43,352.26,345.33,344.25,340.75,346.99,344.90,339.10,340.06,343.43,340.08,347.99,361.74,358.47,356.52,361.77,360.95,361.34,353.79,355.15,358.21,358.85,348.84,349.01,337.83,338.98,337.80,349.96,351.34,358.66,358.10,354.70,350.58,354.63,334.24,342.91,333.92,336.82,339.77,343.27,338.15,322.83,351.61,360.39,344.29,342.97,336.74,345.20,346.79,343.90,340.50,343.41,336.67,335.60,328.28,348.85,345.27,339.19,345.62,342.37,342.26,340.10,343.94,334.60,338.29,342.03,344.71,347.25,347.76,343.16,343.51,343.16,347.18,351.42,349.28,350.95,347.42,351.70,345.56,346.57,346.96,349.14,351.83,348.67,356.85,359.89,353.35,360.79,358.01,351.25,352.86,354.16,353.79,366.47,362.09,356.91,368.38,366.06,359.58,364.46,343.71,334.21,348.77,353.71,348.49,346.80,347.67,357.34,363.48,363.83,360.27,365.99,362.48,364.11,363.38,353.52,354.50,355.06,354.60,359.11,359.94,359.98,356.49,356.33,360.20,364.24,365.66,366.01,364.32,356.12,348.02,350.22,347.89,352.60,,,,,,,,,,,338.90,355.21,355.85,351.16,339.32,338.69
2009-01-17 21:59:20.568000,L5,332.31,354.04,364.03,359.57,368.84,364.54,368.78,365.01,362.79,384.02,370.25,354.33,366.27,390.16,,,,,,,,379.69,370.14,375.78,372.56,374.07,367.21,,383.36,357.54,365.88,383.80,371.16,374.60,370.56,361.88,371.83,361.43,362.93,391.82,,,,,,,387.94,348.31,365.31,366.14,383.07,363.58,380.25,393.57,,,374.88,389.48,370.04,360.18,379.42,387.74,387.13,392.42,388.21,391.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.92,389.22,379.04,371.72,364.63,377.84,371.47,364.60,362.50,365.59,369.90,364.06,367.63,366.62,352.89,367.13,356.07,355.52,,,387.40,381.71,351.93,344.91
2009-01-17 21:59:44.398000,L5,330.95,354.84,364.21,358.92,371.43,366.30,371.58,365.62,361.88,385.05,368.77,353.90,,,,,,,,,,380.59,370.35,376.09,373.48,378.00,370.58,,384.78,357.76,367.72,383.77,370.62,374.71,370.70,363.27,373.23,360.57,364.48,391.77,,,,,,,,,,,,,,,,,377.88,392.14,373.49,360.19,380.56,388.25,389.21,395.02,391.17,392.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.60,390.23,378.30,372.24,363.69,381.23,372.33,365.37,364.69,365.20,372.78,365.68,373.15,368.04,355.25,369.87,358.83,356.45,,,,382.57,352.19,345.15
2010-02-05 22:05:29.575000,L5,341.11,354.31,358.74,365.49,355.14,357.97,361.11,361.83,359.25,365.16,388.33,363.75,365.95,380.04,377.26,378.31,370.36,368.41,367.89,371.87,368.26,375.67,373.05,368.99,368.43,367.67,359.54,361.60,371.68,371.55,384.52,383.43,370.10,371.54,366.20,373.45,364.88,373.52,357.54,357.09,354.35,356.09,355.68,366.39,363.96,361.64,363.53,398.95,365.90,366.77,368.77,372.54,373.59,361.35,360.71,364.49,380.14,,,,,,,,,366.29,358.37,358.12,360.79,366.71,374.12,394.79,383.39,372.52,382.86,375.70,369.35,378.01,369.37,368.17,372.67,358.28,364.16,369.95,377.48,385.52,391.93,385.35,383.50,383.49,377.62,376.10,374.27,,395.78,376.24,370.99,384.03,392.29,383.67,383.04,387.29,384.40,380.19,381.43,373.03,369.31,370.24,380.09,378.51,372.59,366.63,385.69,386.35,391.80,387.64,388.49,391.32,383.44,386.38,381.80,387.27,385.04,378.06,377.58,375.39,377.03,381.16,388.04,405.67,389.63,389.57,399.01,400.09,,,,,,,399.24,381.22,363.66,356.88,352.94,373.50,368.90,364.69,375.83,358.86,357.29
2010-02-12 22:11:17.920000,L5,,323.09,334.13,326.04,316.72,323.95,318.75,324.97,325.75,336.30,346.15,340.31,348.03,359.80,357.24,353.22,347.21,345.18,347.73,339.76,343.81,346.62,340.60,331.46,344.24,336.60,336.37,333.39,338.92,331.42,332.93,344.16,337.49,338.55,334.46,326.20,342.25,338.26,332.17,334.44,331.42,334.35,308.70,328.04,344.30,335.68,328.52,321.33,338.74,333.84,329.07,341.34,334.61,338.91,324.71,319.44,,,,,,,,,,,,,,305.95,316.41,325.15,326.56,326.22,324.96,314.97,324.94,335.18,295.03,312.78,314.87,303.73,307.62,299.99,,,,,,,,,,,,346.46,331.02,349.00,347.60,349.14,346.33,324.10,317.90,340.06,346.87,340.73,345.39,339.18,347.22,328.90,337.67,345.92,347.23,346.85,349.44,348.75,338.88,348.84,350.27,348.05,352.02,,,,,,338.55,341.56,335.05,334.61,340.61,312.27,324.93,329.18,342.64,,,,,,,,,,,320.65,334.83,,,331.41,331.12
2010-12-13 22:10:13.376000,L5,304.78,324.40,326.91,320.34,305.82,306.59,309.52,311.20,299.81,307.59,322.57,321.19,329.76,342.38,348.73,346.23,344.11,342.65,331.98,325.22,324.76,329.48,325.75,293.24,313.23,301.12,308.20,261.26,308.39,314.62,306.93,311.95,318.55,308.20,,,,,,,,,,315.03,325.08,304.95,308.52,296.88,291.66,298.98,307.06,268.84,,,,,313.72,309.69,301.24,316.84,318.37,328.90,327.20,325.00,311.74,324.35,321.12,316.09,312.72,312.05,309.59,308.64,316.43,324.43,325.30,337.46,344.54,337.65,347.48,315.05,321.00,322.93,314.09,312.36,309.98,327.13,329.98,322.78,321.81,342.73,343.69,345.99,348.94,345.73,339.52,314.18,,,,,,,,,,,,300.55,320.07,343.08,339.81,326.44,333.35,332.68,345.38,342.04,329.54,319.74,343.42,345.62,350.32,342.37,342.32,348.15,351.12,345.71,336.87,316.62,330.21,317.09,,302.20,307.39,330.31,317.33,334.12,350.76,347.75,334.16,330.50,339.11,,,,,272.39,326.47,325.88,314.67,318.39,305.99
2010-12-22 22:04:05.307000,L5,304.97,330.67,348.90,339.79,326.84,328.84,330.57,331.76,329.89,336.94,342.37,331.56,339.09,349.24,349.96,347.74,345.07,344.49,359.43,348.51,356.12,357.27,355.19,323.92,340.95,318.65,322.23,317.90,324.90,320.77,320.59,334.54,340.91,339.54,339.43,326.47,341.04,329.98,325.07,326.32,326.13,324.85,303.85,327.98,345.64,333.63,324.55,318.63,337.46,338.65,348.35,338.44,332.43,318.30,319.91,304.86,344.14,338.11,330.03,345.61,344.17,333.93,330.45,325.42,308.21,327.03,317.49,309.55,322.26,331.05,313.58,284.83,317.19,311.73,328.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.96,271.61,314.67,332.11,299.67,336.25,343.67,303.81,292.76,,350.34,356.33,346.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.28,330.99,344.86,347.23,317.11,322.87
2010-12-22 22:04:29.137000,L5,299.88,326.18,346.39,338.42,322.29,325.12,325.98,329.55,324.98,333.41,338.00,326.64,334.16,344.13,345.69,342.70,342.21,340.79,354.99,343.58,351.93,350.87,351.30,318.30,337.39,315.42,318.43,312.71,320.77,318.97,317.79,332.17,336.87,334.89,336.33,321.46,337.73,325.33,318.93,322.88,321.35,321.25,299.77,324.91,340.54,330.17,320.35,317.48,332.91,334.66,342.54,335.64,327.72,313.53,315.99,300.93,338.17,333.01,324.61,342.78,342.64,331.04,327.21,322.01,307.64,323.62,313.22,305.14,317.44,323.33,314.06,285.81,319.64,311.45,326.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.17,277.74,323.61,332.63,308.81,334.38,342.27,305.01,336.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.43,337.41,336.86,289.05,328.52,339.81,344.29,311.97,318.05
2011-01-30 22:10:20.732000,L5,,,,368.96,357.64,357.23,351.19,346.90,350.04,370.16,381.77,382.72,385.90,389.17,391.99,392.48,382.05,380.76,378.33,384.49,373.01,370.18,368.70,361.94,358.46,347.34,357.18,367.88,365.38,369.52,371.34,373.26,373.56,370.82,353.18,347.29,353.53,352.23,350.29,350.39,365.08,360.53,355.11,362.76,369.17,359.09,361.32,351.84,345.58,348.84,356.55,357.46,358.23,350.71,370.69,375.53,379.01,363.65,349.33,359.78,357.36,354.09,349.19,352.01,362.42,366.62,365.52,362.27,362.98,369.98,366.61,366.76,359.17,358.43,360.03,357.05,359.61,359.65,379.93,375.66,381.93,365.91,368.07,373.09,387.28,370.03,363.21,363.44,368.98,367.33,360.25,362.85,380.95,386.96,395.17,382.72,381.75,388.04,389.41,388.71,374.78,372.27,371.29,368.97,374.33,366.89,369.24,381.53,387.52,385.00,379.74,374.37,381.83,378.42,375.87,367.79,364.53,370.88,369.58,378.40,373.85,387.41,393.58,391.75,387.11,387.97,387.68,387.58,389.85,388.21,379.47,359.73,364.59,360.75,360.75,359.02,363.31,366.68,365.45,372.64,370.36,361.30,368.56,362.16,358.64,385.16,386.66,379.48,374.51,348.91,348.31
2011-02-08 22:04:11.186000,L5,359.16,363.95,370.67,359.92,352.21,349.44,355.74,355.44,354.06,357.75,356.17,353.62,376.64,391.05,390.30,384.33,375.93,378.10,383.16,359.18,361.76,,372.75,364.25,370.41,355.46,367.16,370.37,379.57,384.66,386.78,379.11,371.55,372.59,358.33,346.65,357.52,346.90,351.52,367.38,372.56,364.41,362.06,366.71,378.92,369.71,354.30,341.52,351.22,357.76,364.18,356.50,360.79,370.67,380.09,382.73,358.53,355.26,345.21,355.79,364.14,357.87,360.47,369.74,370.40,368.83,375.18,367.41,365.81,364.36,356.70,355.32,365.41,372.80,368.12,360.64,369.99,381.83,386.61,381.70,378.47,368.78,374.79,366.51,370.98,365.06,367.75,365.28,387.88,373.26,383.22,385.44,388.90,381.59,387.94,381.60,381.67,387.60,386.70,379.06,378.82,376.35,390.52,373.19,376.75,382.15,383.10,382.44,388.91,390.04,383.42,383.03,373.37,369.66,378.87,373.34,380.33,377.04,369.40,375.61,389.79,403.25,396.74,398.53,393.94,391.14,385.71,397.96,401.70,399.77,386.17,369.88,373.07,368.97,364.42,368.94,362.93,365.24,364.71,371.14,370.70,362.17,366.49,356.63,353.23,375.14,378.76,379.73,380.75,365.61,363.18
2011-02-08 22:04:35.159000,L5,359.45,363.71,369.52,359.66,351.42,350.77,355.92,354.24,354.32,356.11,355.93,353.80,376.60,391.59,390.25,384.69,375.91,378.55,382.16,357.79,361.99,,374.64,366.36,370.78,355.74,367.77,371.27,380.78,383.55,386.26,378.13,371.60,372.03,358.58,346.19,356.48,347.21,352.25,367.51,371.65,364.56,362.81,366.50,379.25,371.41,353.84,341.82,350.83,358.49,365.81,355.62,361.32,372.50,383.35,384.16,358.42,355.48,345.78,358.21,366.22,358.83,362.75,371.31,370.16,370.11,376.98,368.65,367.41,364.36,357.24,356.91,367.07,375.09,369.56,361.40,372.31,382.01,388.65,383.31,379.07,370.07,376.56,366.24,372.83,366.08,367.15,366.56,388.23,374.11,384.48,385.00,389.15,384.24,389.16,382.03,382.64,388.97,388.46,383.99,380.00,375.87,394.14,377.39,382.08,383.15,383.62,385.75,389.23,390.87,384.63,385.29,376.66,370.58,381.58,374.07,380.95,379.46,371.55,375.53,392.40,406.62,397.82,400.04,395.95,394.10,387.97,401.50,403.79,401.00,387.85,371.80,374.23,373.00,366.43,373.29,365.87,367.72,367.04,372.91,372.84,365.90,368.16,360.13,355.68,378.11,377.38,381.28,384.86,367.11,362.90
2011-03-12 22:04:07.249000,L5,348.94,362.66,369.84,358.49,356.97,361.59,361.41,375.70,366.20,370.07,359.08,361.69,369.98,378.18,378.75,373.11,373.18,372.78,374.94,366.91,365.14,367.64,368.34,,362.24,354.34,366.93,368.24,372.19,366.01,384.56,376.06,372.18,366.25,363.00,357.60,363.31,,,,,,,,393.77,371.92,356.90,342.76,357.88,369.65,367.94,362.04,363.52,357.99,359.26,366.96,358.03,354.31,360.03,360.66,366.51,359.45,348.06,355.93,361.30,363.86,362.48,352.37,357.02,361.06,358.35,356.79,357.70,363.52,381.54,364.20,363.18,372.33,376.90,364.70,369.52,372.40,388.59,370.75,372.22,385.03,367.28,370.04,378.74,372.13,370.15,385.59,390.48,387.20,398.51,372.63,377.69,396.91,390.44,376.31,379.87,380.76,371.98,376.33,373.59,375.74,370.50,370.07,378.84,375.75,372.83,368.75,374.72,372.93,373.35,373.36,384.49,374.23,373.45,374.11,376.24,390.83,390.76,378.25,374.39,373.77,370.25,379.75,385.35,376.77,367.77,359.42,363.54,359.37,361.41,360.27,363.12,368.62,368.02,368.17,365.15,356.73,367.15,356.58,357.72,376.80,,,399.63,352.79,362.51
2011-03-12 22:04:31.079000,L5,347.87,359.67,372.96,359.04,358.36,360.41,361.89,377.09,365.60,368.19,358.41,360.58,369.39,377.82,377.90,371.19,372.14,371.72,375.62,365.17,364.00,366.77,368.05,,362.27,353.98,363.56,368.25,367.24,365.80,381.18,375.45,373.83,364.13,362.47,356.79,361.83,,,,,,,,395.68,371.25,355.40,340.71,356.63,367.43,368.06,363.57,360.80,360.47,357.64,365.10,357.39,352.67,364.83,359.57,365.09,359.34,348.25,353.94,360.76,364.07,364.15,352.94,355.89,361.53,358.71,355.82,356.56,363.08,379.22,364.85,361.46,371.94,376.85,365.52,368.04,374.33,386.90,369.63,374.03,383.66,366.24,368.43,378.96,370.89,370.82,383.37,389.39,388.93,397.20,374.59,377.36,399.78,389.46,376.10,379.10,380.95,373.52,375.04,373.59,374.56,370.41,368.89,380.35,375.57,375.03,368.53,375.25,371.23,373.49,373.96,383.33,373.24,374.71,371.68,375.47,390.86,392.12,379.29,374.83,372.06,370.08,381.83,383.46,375.71,367.65,358.74,363.20,360.97,361.75,359.66,363.98,368.48,368.15,368.67,365.59,357.59,368.37,357.50,360.29,383.63,,,401.21,351.31,361.99
2011-03-28 22:04:02.070000,L5,343.69,357.17,358.71,355.22,355.76,360.82,,,,,,370.47,367.10,377.80,379.01,367.99,371.90,376.60,,,,,,382.74,380.52,363.55,363.63,368.56,384.86,,378.37,371.47,369.58,379.87,366.59,360.71,381.89,375.16,372.26,367.01,,371.38,353.74,361.02,366.35,358.26,358.54,353.20,364.85,368.79,379.08,365.58,374.66,374.72,363.75,369.84,,,,,,,,,,,,,,,,,,,399.05,381.65,382.38,371.00,366.32,359.57,374.68,368.33,363.00,368.46,376.18,377.51,379.73,384.54,401.93,388.90,388.75,387.06,381.45,,393.64,378.41,376.15,383.21,393.40,393.80,398.19,393.15,380.30,374.09,387.39,380.51,372.25,368.08,380.55,397.06,388.30,389.05,378.73,378.73,393.11,394.47,377.10,381.95,376.45,383.79,386.53,387.84,384.12,377.75,373.55,372.03,376.10,383.04,382.20,380.38,377.44,375.38,383.79,369.97,370.19,375.13,372.92,376.99,376.31,377.95,379.18,365.70,366.70,358.70,358.58,363.05,378.28,,,372.69,362.69
2013-05-11 22:22:18.973000,L8,349.34,325.11,321.40,346.07,349.71,354.31,352.48,345.73,341.94,336.81,344.83,342.13,345.69,362.38,364.39,347.38,341.46,339.64,348.26,340.66,341.79,345.77,345.40,328.95,330.82,329.32,322.32,326.92,338.81,327.03,330.84,331.71,341.55,337.78,345.15,387.13,392.26,376.23,366.77,360.47,367.37,375.87,379.36,387.49,339.93,335.51,329.21,325.30,325.89,333.30,346.93,330.58,330.47,332.36,333.59,341.06,343.17,338.76,346.46,346.27,351.11,346.95,344.89,347.25,336.00,335.13,340.46,338.93,339.37,340.29,344.32,347.46,347.68,343.82,349.16,351.56,351.34,352.07,357.32,360.36,370.71,360.85,351.75,351.65,365.91,355.80,353.13,359.96,366.54,368.72,365.63,373.25,373.72,380.03,379.66,375.71,374.76,376.08,380.65,377.10,376.41,373.70,386.82,381.80,380.16,375.39,378.19,382.00,386.94,382.76,382.28,375.85,383.45,383.15,390.66,384.98,386.54,390.88,391.03,396.92,399.25,408.92,405.83,399.25,397.63,392.97,399.53,404.65,409.21,409.07,397.11,387.48,387.03,385.60,384.75,383.99,391.48,402.94,,,,,,,,341.27,351.04,353.27,347.28,323.15,320.03
2013-06-05 22:16:38.960000,L8,,,,,,,,,,,296.64,293.94,301.66,312.78,314.07,305.59,304.75,303.78,303.59,299.44,302.48,297.16,298.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.84,316.53,317.70,321.35,320.18,302.10,344.66,329.64,332.39,,,,,,
2013-06-28 22:22:20.943000,L8,291.61,306.28,290.68,273.29,304.04,302.74,302.57,306.08,305.33,312.67,320.30,315.89,319.19,331.68,335.78,330.51,327.85,322.49,328.18,319.27,322.49,324.95,324.90,308.70,316.78,301.42,307.50,305.24,317.26,304.17,310.75,314.98,323.10,314.21,309.39,293.69,332.99,301.64,284.14,320.10,314.92,304.64,279.43,337.82,319.65,340.51,303.34,291.52,304.30,314.81,316.51,306.24,304.65,305.80,319.34,299.16,310.04,307.44,344.20,350.18,324.85,318.95,314.00,313.25,305.18,315.97,308.42,308.77,307.31,319.08,313.92,311.18,283.02,311.78,323.45,322.01,332.89,328.83,317.21,309.11,322.21,326.07,328.25,289.16,337.78,329.55,344.41,329.78,342.74,341.27,330.20,339.22,338.36,340.61,347.19,339.16,326.05,348.23,353.36,349.05,344.98,333.51,340.97,348.95,347.63,340.60,342.93,345.22,355.75,353.29,350.55,352.30,355.00,354.85,361.66,355.01,356.70,356.70,351.89,357.68,361.34,359.92,367.01,362.38,365.24,358.22,360.91,362.31,368.75,368.96,363.76,352.92,357.73,354.84,353.44,354.92,359.39,364.32,358.60,356.92,357.88,359.37,383.73,376.67,373.50,307.35,319.25,322.16,312.65,303.30,303.61
