dates,satname,nzd0106-0001,nzd0106-0002,nzd0106-0003,nzd0106-0004,nzd0106-0005,nzd0106-0006,nzd0106-0007,nzd0106-0008,nzd0106-0009,nzd0106-0010,nzd0106-0011,nzd0106-0013,nzd0106-0014,nzd0106-0015,nzd0106-0016,nzd0106-0017,nzd0106-0018,nzd0106-0019,nzd0106-0020,nzd0106-0021,nzd0106-0022,nzd0106-0023,nzd0106-0024,nzd0106-0025,nzd0106-0026,nzd0106-0027,nzd0106-0028,nzd0106-0029,nzd0106-0030,nzd0106-0031,nzd0106-0032,nzd0106-0033,nzd0106-0034,nzd0106-0035,nzd0106-0036,nzd0106-0037,nzd0106-0038,nzd0106-0039,nzd0106-0040,nzd0106-0041,nzd0106-0042,nzd0106-0043,nzd0106-0044,nzd0106-0045,nzd0106-0046,nzd0106-0047,nzd0106-0048,nzd0106-0049,nzd0106-0050,nzd0106-0051,nzd0106-0052,nzd0106-0053,nzd0106-0054,nzd0106-0055,nzd0106-0056,nzd0106-0057,nzd0106-0058,nzd0106-0059,nzd0106-0060,nzd0106-0061,nzd0106-0062,nzd0106-0063,nzd0106-0064,nzd0106-0065,nzd0106-0066,nzd0106-0067,nzd0106-0068,nzd0106-0069,nzd0106-0070,nzd0106-0071,nzd0106-0072,nzd0106-0073,nzd0106-0074,nzd0106-0075,nzd0106-0076,nzd0106-0077,nzd0106-0078,nzd0106-0079,nzd0106-0080,nzd0106-0081,nzd0106-0082,nzd0106-0083,nzd0106-0084,nzd0106-0085,nzd0106-0086,nzd0106-0087,nzd0106-0088,nzd0106-0089,nzd0106-0090,nzd0106-0091,nzd0106-0092,nzd0106-0093,nzd0106-0094,nzd0106-0095,nzd0106-0096,nzd0106-0097,nzd0106-0098,nzd0106-0099,nzd0106-0100,nzd0106-0101,nzd0106-0102,nzd0106-0103,nzd0106-0104,nzd0106-0105,nzd0106-0106,nzd0106-0107,nzd0106-0108,nzd0106-0109,nzd0106-0110,nzd0106-0111,nzd0106-0112,nzd0106-0113,nzd0106-0114,nzd0106-0115,nzd0106-0116,nzd0106-0117,nzd0106-0118,nzd0106-0119,nzd0106-0120,nzd0106-0121,nzd0106-0122,nzd0106-0123,nzd0106-0124,nzd0106-0125,nzd0106-0012
2002-10-21 21:59:36.443000,L7,,,372.91,16.14,101.37,331.55,332.34,326.70,326.40,,,384.36,385.39,383.52,385.22,387.84,392.24,386.76,384.79,381.16,378.07,380.94,378.49,386.42,385.56,389.10,388.80,388.41,391.46,390.43,394.04,392.38,394.52,392.81,390.41,384.02,385.86,386.39,384.06,383.66,381.22,386.41,391.04,387.04,383.35,386.94,385.11,386.93,384.75,377.01,380.37,372.90,376.93,373.92,375.63,373.29,374.14,372.33,365.42,374.78,370.63,372.16,368.79,371.65,379.10,379.38,380.92,372.53,371.68,374.13,374.23,372.20,374.14,377.43,376.17,367.84,369.45,365.95,358.18,364.72,363.08,362.91,367.59,370.98,370.73,369.62,369.80,368.57,367.94,363.02,364.28,366.52,372.65,379.85,373.19,364.88,371.12,372.09,364.95,368.87,361.57,367.19,363.84,350.17,354.73,359.58,416.04,,325.28,323.55,329.25,335.70,337.67,334.33,373.04,,,,,,,,,314.17,
2002-11-06 21:59:41.879000,L7,,,,96.78,,,,,,,,,,,388.28,390.62,391.12,393.41,384.15,393.38,384.76,390.43,380.84,387.35,393.38,393.86,396.18,394.29,390.95,394.68,389.91,397.26,394.45,396.55,393.02,396.72,386.75,394.65,390.84,389.96,388.35,386.76,386.10,390.64,389.74,388.81,388.99,387.74,387.87,377.24,379.43,373.83,377.29,371.56,379.50,371.63,375.76,,,,,381.56,372.41,382.88,382.71,383.49,382.83,380.81,375.81,383.79,394.07,387.88,381.56,385.80,,,376.48,374.49,362.68,369.34,366.61,368.11,369.03,378.66,377.95,378.73,366.69,371.39,371.95,378.46,372.10,370.24,379.39,381.30,375.07,368.51,374.23,400.29,383.37,388.93,391.86,426.02,379.91,401.80,383.11,384.36,383.15,381.68,370.77,366.21,367.83,376.39,377.70,379.56,382.84,374.27,371.41,371.68,376.24,371.89,374.27,371.15,364.92,362.51,
2002-12-24 22:00:09.147000,L7,,,,,88.67,,,,,357.35,352.26,360.37,354.61,348.48,349.50,350.69,344.12,343.23,343.26,342.00,340.46,342.20,306.40,345.32,338.67,342.29,337.08,337.88,347.27,348.13,346.28,348.08,349.84,347.66,344.12,346.78,342.74,345.60,343.24,345.67,341.38,344.19,349.98,349.07,348.02,343.39,349.19,335.37,349.48,344.22,341.82,307.93,338.21,335.95,336.16,335.48,335.91,338.69,335.26,336.62,333.95,332.80,336.41,336.00,343.07,349.13,346.18,337.19,339.31,340.42,343.84,344.19,345.15,346.21,341.88,337.92,336.55,332.18,327.17,331.56,331.57,364.19,358.19,371.26,376.55,375.05,377.23,377.78,372.77,367.30,363.14,368.00,376.59,381.04,380.26,378.16,369.74,363.19,380.44,360.48,363.02,370.00,365.70,368.45,365.13,363.45,337.21,330.36,328.43,332.33,333.23,340.67,409.80,370.77,375.41,373.23,369.34,370.59,370.50,367.38,369.82,385.16,324.54,323.82,354.66
2003-01-25 22:00:18.779000,L7,265.63,235.32,208.50,,82.37,,337.05,331.00,261.49,336.56,335.51,340.02,332.10,332.32,333.50,335.31,335.81,332.31,331.03,326.68,301.16,328.51,326.56,303.24,331.08,328.74,,,,,330.92,341.26,338.38,341.32,336.05,342.91,337.08,334.56,303.82,329.96,334.33,337.92,335.44,337.31,334.07,,,,,,,,,322.01,326.22,328.73,325.60,321.38,322.43,323.93,328.05,321.03,320.93,326.37,329.06,334.19,329.19,325.37,321.39,329.37,327.02,330.93,329.42,326.24,323.71,319.78,320.28,314.44,318.77,319.84,312.89,317.06,319.25,321.80,324.43,324.44,325.74,323.80,322.47,317.81,323.58,323.06,334.83,330.44,328.56,330.02,330.00,321.10,319.67,324.93,327.28,325.71,332.81,331.78,328.09,330.88,326.98,323.05,319.30,321.53,325.88,332.34,337.34,338.28,328.56,326.51,325.48,321.69,327.84,329.65,319.09,329.73,332.14,324.38,341.89
2003-03-30 22:00:31.029000,L7,,366.10,362.11,358.40,21.43,349.25,339.39,336.16,336.07,332.91,331.63,340.12,338.28,338.72,338.93,342.94,343.68,340.10,338.18,335.17,334.13,339.72,339.72,338.01,337.10,334.55,339.80,345.42,342.40,340.32,344.33,346.05,344.18,348.52,342.23,347.90,345.55,340.32,342.61,337.21,341.13,342.85,341.69,341.11,340.95,343.99,343.09,341.39,397.52,371.90,383.55,377.34,,324.24,360.42,363.95,365.01,369.44,374.88,370.84,364.06,359.60,370.60,332.68,376.05,380.84,380.09,364.44,368.66,366.47,366.87,366.53,364.13,375.73,360.86,335.89,356.47,,,,,,303.35,297.72,297.62,300.18,298.56,292.11,291.53,281.53,356.90,290.88,296.91,297.42,288.37,292.24,281.14,336.21,356.07,358.69,368.82,370.29,364.52,368.92,362.47,357.65,369.53,376.84,353.53,362.09,387.61,388.89,362.84,344.20,390.78,370.93,370.71,373.11,,,,,,,337.05
2003-08-13 21:48:45.123000,L5,326.15,325.72,361.71,352.00,355.35,363.29,354.81,351.58,351.90,351.97,348.25,357.13,363.21,359.16,361.22,362.40,360.27,354.38,351.22,357.81,355.37,347.18,353.15,362.04,358.91,359.89,362.00,368.02,355.48,363.64,357.61,358.74,355.97,360.52,362.28,367.08,362.73,362.62,358.25,357.87,364.52,356.01,358.26,356.01,360.99,361.04,362.25,365.81,359.71,359.63,357.15,357.88,355.42,343.98,345.83,345.68,342.52,350.51,348.30,345.72,345.75,343.92,349.00,351.84,357.73,358.76,350.35,345.84,347.96,349.41,344.73,338.05,340.35,346.78,350.69,350.34,342.97,341.00,336.73,336.22,340.92,340.01,340.49,343.95,340.98,346.42,348.90,339.26,342.04,339.51,343.39,349.80,347.13,341.02,340.14,340.42,339.63,333.40,330.58,331.82,334.69,341.53,343.51,343.60,335.48,341.47,335.00,326.14,326.89,325.66,329.40,332.61,339.70,337.93,336.45,338.58,338.91,338.64,339.96,341.00,339.02,335.24,331.05,323.48,353.43
2003-09-14 21:49:18.766000,L5,,,,,,301.74,327.51,337.84,328.02,329.48,330.83,343.01,343.93,325.28,327.18,324.50,329.15,319.64,339.27,342.43,334.95,334.01,332.88,335.70,338.30,329.85,342.55,336.44,349.44,344.20,345.98,343.43,333.21,338.44,335.30,341.34,334.93,332.66,333.79,339.60,341.48,337.45,345.68,341.69,328.26,328.51,333.21,336.91,331.47,333.19,329.67,332.61,336.01,333.12,326.78,332.76,328.77,333.77,328.77,334.36,321.49,322.03,322.41,322.63,339.87,334.51,343.12,332.59,329.37,326.96,336.24,324.51,320.49,313.07,314.87,319.33,319.26,318.11,307.35,318.81,319.64,311.95,311.58,293.86,301.57,293.03,306.40,315.53,313.21,310.30,304.14,320.05,323.17,323.06,328.50,318.63,320.10,305.34,305.96,,,,,,,,,,319.13,306.50,308.35,311.70,313.10,313.18,312.89,304.31,309.77,304.67,313.73,316.74,312.21,311.78,318.85,303.24,322.36
2003-09-30 21:49:30.432000,L5,,,,,,299.33,321.31,323.63,310.61,331.68,284.83,334.75,337.16,341.48,333.61,332.07,336.63,330.33,326.27,341.75,335.16,345.31,337.47,336.98,341.21,,,299.51,327.51,337.88,312.83,318.15,320.64,,,342.10,339.16,336.87,330.85,325.51,327.19,328.46,329.07,325.19,311.30,332.89,339.21,337.65,333.20,331.10,326.87,322.79,319.81,322.29,319.13,322.30,318.35,322.89,330.79,326.41,315.48,,,,,,,,,313.51,333.28,320.34,311.19,325.36,323.23,319.73,317.19,302.00,292.03,303.07,303.37,300.23,302.11,307.22,314.64,314.60,319.20,311.82,310.29,311.53,282.45,305.06,310.97,305.73,308.09,294.11,285.51,,,,,,,,,,,,,,,,,,,,304.80,307.40,304.64,300.92,299.43,303.59,302.52,293.09,
2003-11-17 21:50:09.452000,L5,,,,,,317.54,327.29,344.93,342.23,349.97,342.83,357.64,327.29,325.18,335.36,333.04,333.70,334.01,350.20,349.92,355.36,347.76,348.02,353.49,324.88,326.37,331.38,328.48,332.33,330.91,347.79,353.38,349.99,354.19,356.92,352.46,341.25,326.28,324.59,324.84,328.96,328.67,332.69,352.85,329.76,346.26,353.94,348.43,350.70,325.77,321.79,316.82,320.59,324.41,318.45,335.51,341.00,342.56,344.61,342.49,336.45,336.66,316.51,312.32,324.14,324.15,319.52,319.68,330.94,335.15,337.38,333.08,335.29,333.77,325.62,309.45,308.39,308.34,293.85,303.83,302.50,318.55,321.99,325.78,333.23,331.72,330.85,329.83,295.05,299.87,288.19,305.84,312.72,309.36,309.78,321.88,324.02,322.42,312.94,,,,,,,,,,304.47,315.41,314.58,324.25,329.78,324.06,316.27,316.43,300.45,298.44,304.53,305.64,302.03,303.90,305.77,316.22,331.16
2003-12-03 21:50:19.675000,L5,,,,,295.78,324.23,345.47,347.88,340.56,350.94,338.38,349.64,327.05,338.26,332.07,332.18,343.60,339.80,349.91,353.20,350.37,347.32,358.40,341.46,331.09,326.16,335.78,331.51,338.71,336.00,351.17,355.68,347.81,359.26,356.30,351.32,334.83,330.63,327.86,336.82,331.22,332.14,351.72,357.73,341.14,347.14,351.77,348.45,338.77,327.65,324.91,325.69,326.46,322.11,324.68,340.39,337.43,342.01,347.16,338.68,337.63,310.67,317.72,324.58,328.96,328.21,323.85,336.21,337.27,340.70,344.18,337.62,337.90,336.73,313.11,310.74,312.94,313.36,301.51,310.64,317.02,319.38,324.72,331.02,329.12,330.67,334.62,310.35,307.19,310.63,294.03,315.34,316.74,315.18,330.58,326.60,329.54,322.75,318.99,309.79,322.42,,,,,,,304.03,324.15,320.78,322.51,331.76,333.03,326.45,327.49,290.54,308.85,306.32,309.33,311.57,303.88,305.84,327.85,323.12,332.17
2004-07-30 21:54:28.143000,L5,,,,,309.70,328.79,343.69,337.50,332.13,342.86,341.26,342.78,336.46,341.48,335.11,338.51,351.53,340.72,346.78,343.93,343.98,339.76,337.18,338.51,336.77,330.21,334.95,348.35,352.46,344.42,347.94,352.05,340.98,344.84,341.31,344.75,333.79,336.59,332.97,341.46,345.65,336.54,346.56,347.46,326.54,338.62,333.97,341.28,337.35,332.42,328.94,325.18,333.31,336.61,337.05,335.99,330.85,337.83,337.15,323.16,332.28,320.26,329.48,330.05,328.31,338.45,336.14,340.88,331.25,333.35,339.60,323.70,328.13,327.77,323.98,329.19,320.40,316.75,299.21,318.97,323.45,313.36,315.00,319.52,320.73,322.58,319.69,312.64,314.61,312.11,293.91,322.08,322.60,330.90,325.06,322.54,321.42,313.53,313.17,,,,,,,,,,316.51,308.64,312.23,314.65,313.55,313.95,305.51,306.18,313.76,306.41,310.23,316.87,310.23,316.04,313.65,302.44,330.31
2004-09-16 21:55:41.721000,L5,,,,,,313.31,333.37,330.85,325.04,331.82,326.70,330.63,336.01,326.59,332.53,332.52,333.17,334.84,338.97,335.22,338.27,335.76,333.66,329.34,321.46,322.79,330.34,328.37,332.27,342.26,336.29,340.99,338.64,341.43,340.22,335.43,325.52,327.77,321.20,323.59,328.01,330.71,332.48,335.73,317.35,328.03,334.48,337.69,324.31,324.73,319.77,316.37,319.06,319.87,322.21,321.13,326.04,329.07,329.78,325.49,321.75,310.38,315.54,316.59,323.87,326.52,312.88,319.00,310.14,305.95,322.58,323.60,332.53,320.21,322.28,309.44,312.23,316.65,288.47,276.86,,,,,,,,,,,,,308.18,302.31,290.32,299.83,285.18,288.29,,,,,,,,,,,,,,,,,,,,,,,,,,,306.90
2004-10-18 21:56:23.891000,L5,,,,,305.18,331.98,335.36,332.34,326.67,338.87,340.90,354.35,355.41,350.40,343.22,334.10,346.07,333.37,333.63,336.54,339.09,345.14,348.67,345.75,343.28,347.67,343.82,338.88,338.18,340.75,339.91,334.33,339.63,356.80,354.67,350.89,351.17,340.24,342.06,340.16,333.42,334.54,338.37,337.45,324.61,345.33,352.16,349.04,348.68,350.20,340.78,340.29,328.06,327.92,327.06,324.48,323.24,332.14,345.49,338.10,337.21,337.64,334.23,337.81,338.84,335.65,329.86,329.30,325.90,324.10,327.86,333.88,327.65,329.05,332.67,328.88,323.28,312.76,299.95,315.14,314.53,309.98,309.89,314.73,327.94,330.55,330.19,329.82,323.06,323.51,301.27,312.31,316.84,318.37,317.73,313.77,312.08,316.65,317.35,,,,,,,,,,307.53,310.16,304.22,314.40,329.58,325.02,317.28,318.32,329.56,320.22,320.08,308.49,308.69,312.92,309.19,306.03,331.43
2004-11-03 21:56:42.977000,L5,,,,,290.45,325.61,330.47,327.97,322.37,326.06,329.65,354.12,348.53,348.05,344.60,339.64,342.97,327.70,331.81,336.41,332.43,339.18,344.56,341.12,347.28,340.42,346.52,344.69,332.72,340.28,336.10,332.59,337.56,340.74,351.60,349.30,346.24,341.19,342.95,346.21,331.19,333.58,335.31,333.20,319.57,329.72,343.71,347.98,346.21,338.54,336.75,341.18,326.91,326.36,320.87,319.98,321.30,323.07,326.37,335.55,335.30,328.15,334.78,337.73,340.05,329.57,325.45,318.10,317.05,321.48,315.61,323.85,334.02,329.94,328.52,334.20,327.70,322.90,298.74,310.21,307.66,304.36,306.39,307.07,312.65,326.20,328.54,321.72,317.54,321.51,301.93,320.11,315.18,310.00,310.27,313.73,309.19,298.77,307.62,,,,,,,,,,303.96,302.07,301.23,307.53,312.69,314.62,314.44,315.30,314.63,317.89,321.38,311.32,303.29,304.68,305.83,298.94,321.63
2004-11-19 21:56:55.269000,L5,,,,,,,,,,,,,,332.68,340.60,343.33,349.53,340.65,317.74,315.19,323.01,332.06,335.89,328.53,307.03,,,,,,,,,,,,308.63,329.91,341.65,348.49,346.95,347.05,348.93,322.51,312.52,317.23,326.20,329.11,324.58,330.40,328.94,323.35,324.28,334.06,340.05,339.30,317.30,321.87,316.64,317.95,309.99,306.51,335.74,341.35,343.51,343.02,339.20,334.60,327.82,327.57,334.24,306.90,300.34,290.38,290.80,314.86,304.22,313.95,312.01,327.42,322.23,310.53,303.30,303.44,311.76,312.77,306.29,301.66,307.28,318.82,301.23,326.08,334.10,320.77,322.59,304.60,298.97,293.79,,,,,,,,,,,,,,,,,,,,304.61,310.44,316.66,313.79,311.93,310.68,289.42,
2005-02-07 21:58:15.209000,L5,,,,,316.48,345.65,348.56,351.60,331.90,340.98,303.25,336.94,326.44,323.35,333.42,353.36,356.56,351.97,352.57,347.12,343.79,315.78,316.86,275.94,,,,,,,,,,,,325.24,322.03,328.25,323.94,353.20,349.68,355.93,352.26,351.09,342.53,330.72,327.02,333.25,327.69,326.74,321.30,323.18,338.63,340.97,339.53,339.84,342.57,338.95,321.23,320.93,320.99,310.71,319.07,321.46,335.52,352.17,355.91,349.67,343.68,340.25,328.74,306.53,298.58,299.05,301.25,305.44,301.08,308.26,311.98,322.88,310.27,322.67,314.78,317.20,303.39,283.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.19
2005-02-23 21:58:31.621000,L5,,,,,,312.01,326.96,325.19,306.96,310.24,290.43,321.40,325.51,314.40,324.94,328.73,333.03,331.13,323.53,333.81,318.70,321.89,311.97,321.74,312.84,314.58,325.25,325.16,329.20,331.07,329.75,331.84,322.41,316.78,321.44,316.14,311.59,308.57,315.08,325.15,329.85,328.03,331.30,324.91,302.87,312.77,318.73,323.15,317.82,314.03,313.87,314.33,318.42,321.35,317.83,320.83,316.46,314.46,302.92,310.10,310.83,295.95,307.49,310.54,324.35,325.22,320.05,318.44,311.18,316.18,304.91,301.96,291.21,294.24,299.65,299.04,298.25,302.43,283.41,302.61,296.79,295.48,302.94,299.22,293.44,292.57,296.64,286.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.35,296.94,293.17,280.29
2005-03-11 21:58:44.158000,L5,,,,,290.73,327.21,334.87,331.96,323.10,329.34,323.10,342.09,331.90,331.85,327.99,332.70,342.43,327.89,340.08,331.78,337.05,334.22,333.41,334.96,325.24,323.70,331.06,335.36,331.71,340.44,332.15,337.91,336.40,335.84,338.15,337.45,325.43,325.38,326.99,334.00,330.08,331.00,333.73,335.75,319.55,325.04,334.58,336.33,331.13,323.18,323.19,327.62,322.33,325.92,319.68,322.43,327.45,324.13,327.59,334.23,321.07,319.78,317.14,323.50,329.29,333.51,325.44,320.51,323.62,320.45,317.87,320.35,319.47,318.11,316.84,318.30,310.80,306.18,295.30,307.16,281.02,,285.65,302.90,316.93,316.13,312.58,313.36,301.74,300.94,281.45,304.63,316.73,305.07,307.58,305.60,307.30,305.59,,,,,,,,,,,,,,,,,,,297.28,299.96,299.90,304.97,298.18,304.35,300.16,299.52,297.13
2005-03-27 21:58:51.619000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.67,324.39,316.81,324.48,320.18,326.73,306.48,326.08,340.47,334.69,331.67,327.68,330.74,339.10,340.92,338.58,333.10,329.20,329.60,318.98,326.03,321.65,319.51,309.85,313.25,333.44,340.47,338.34,330.75,329.77,327.28,324.82,320.60,312.19,309.54,308.96,312.68,316.83,327.60,322.99,307.48,325.20,327.66,313.18,317.23,307.50,311.52,313.54,318.58,306.16,306.76,314.42,309.46,317.71,326.96,329.72,320.67,323.66,316.07,311.16,300.27,,,,,320.16,323.94,318.37,321.90,317.11,323.38,319.35,317.58,319.98,321.09,317.44,312.61,307.47,308.64,313.40,321.49,322.27,318.12,321.46,320.26,313.82,
2005-04-12 21:58:55.193000,L5,,,,,304.43,337.43,346.10,330.34,326.97,332.09,318.75,312.92,313.29,333.55,341.86,341.54,350.91,338.95,334.58,339.40,312.82,334.57,336.10,332.77,334.21,337.14,338.38,345.86,344.16,347.05,341.83,331.89,337.37,339.92,337.65,337.30,331.45,339.47,330.69,341.44,342.68,337.87,341.24,332.24,321.72,335.88,338.81,338.98,333.87,331.39,330.62,335.78,333.47,334.18,329.99,326.01,307.33,291.64,280.60,301.60,313.74,298.00,309.65,311.54,321.19,312.72,289.27,294.41,316.84,321.37,328.59,322.40,315.30,,,,,,,,310.79,306.12,307.89,309.45,315.69,318.18,312.72,309.87,311.99,312.66,,,,,,,,,,,,,,,,,,,,,,,,,,,303.23,307.52,310.55,315.11,305.95,307.83,309.51,295.38,267.86
2005-05-30 21:59:15.499000,L5,,,,303.75,337.60,348.13,348.78,346.10,336.39,341.00,335.00,346.60,349.08,340.17,351.72,348.79,355.32,349.09,342.89,347.98,346.91,344.03,344.80,341.33,344.53,344.89,350.46,349.67,357.13,358.88,352.08,354.37,345.85,355.35,349.49,352.70,350.78,341.06,341.49,348.25,346.42,350.02,348.10,347.74,332.74,341.97,341.09,342.83,346.76,340.47,346.80,352.64,337.51,340.56,333.07,338.13,331.32,338.40,339.61,335.41,333.87,330.50,336.98,343.42,338.95,348.23,340.81,336.08,332.86,338.28,343.15,334.20,338.83,330.02,336.35,330.33,330.23,325.50,311.58,324.23,320.36,320.14,317.36,325.27,331.28,330.21,329.87,328.38,317.60,323.49,315.51,324.35,329.21,333.19,324.49,321.55,319.15,319.65,313.23,,,,,,,,,,322.30,318.18,314.01,325.08,327.65,330.68,318.83,312.24,318.23,315.90,315.42,318.22,313.36,314.52,315.94,312.22,327.19
2005-07-17 21:59:35.576000,L5,,,,290.77,338.51,346.71,351.21,354.01,339.62,347.05,340.00,345.48,341.88,334.04,340.89,350.17,352.13,349.45,351.43,348.06,348.05,335.77,337.70,337.95,335.89,328.74,335.84,352.99,359.79,357.43,355.20,352.38,354.44,337.49,351.26,339.18,341.28,343.30,331.75,344.78,345.57,350.77,350.55,347.73,334.12,340.37,342.05,335.20,337.01,335.32,328.50,335.88,338.50,348.81,336.17,339.98,341.67,342.51,337.02,331.09,330.07,320.74,325.98,332.27,340.74,352.90,340.84,340.44,342.43,341.21,338.66,332.72,332.14,328.29,330.58,333.62,321.60,324.52,309.74,324.37,324.61,326.87,326.05,323.30,336.08,339.86,335.94,331.45,324.02,321.27,305.25,328.54,337.02,329.02,329.26,335.46,328.52,324.98,303.41,,,,,,,,,311.15,321.21,325.71,319.85,324.36,324.46,316.49,315.35,302.44,316.26,311.63,314.57,314.30,317.42,322.34,316.22,314.26,333.00
2005-11-22 22:00:23.113000,L5,,,,,,,,,,,,,,,,,,,,,,,359.14,350.89,309.65,321.76,327.97,328.19,332.11,,,,,,,,,,330.68,333.22,328.12,346.50,351.10,356.78,338.12,346.19,353.03,338.30,331.59,341.98,330.04,376.04,368.67,359.62,371.37,361.89,307.98,332.36,337.88,,,,,,,,,,,,,,,,351.38,314.38,306.69,304.78,299.99,318.37,330.79,326.02,324.87,331.10,334.45,332.92,325.37,313.75,314.03,306.24,286.39,311.55,318.25,316.52,317.06,319.98,316.77,334.64,308.14,319.42,317.96,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-17 22:03:57.969000,L5,271.84,254.77,245.17,101.01,,,,,,,,386.49,384.99,383.69,378.11,387.13,386.15,384.63,386.94,384.12,385.86,386.38,380.47,385.66,379.34,383.72,380.02,390.71,387.16,388.73,394.11,383.96,395.30,387.35,388.18,388.72,385.12,385.35,383.12,383.46,382.75,378.58,385.51,382.80,383.61,382.33,378.55,384.05,383.56,378.05,372.43,376.00,373.16,376.14,374.52,376.95,369.72,376.00,376.74,375.26,372.13,370.59,370.18,373.15,379.30,381.54,383.50,380.15,376.56,375.60,374.73,373.48,372.45,374.55,367.04,370.32,362.64,365.93,358.07,359.03,361.98,360.45,359.64,363.83,373.49,374.31,371.12,370.35,372.96,363.86,364.81,370.49,373.46,369.44,372.96,369.28,364.53,362.57,358.24,356.56,355.89,359.21,366.34,362.37,363.37,365.01,366.23,362.54,356.44,355.39,360.34,370.81,371.98,368.93,370.11,362.20,363.68,364.19,361.60,359.10,360.24,360.86,357.96,359.86,386.47
2006-07-04 22:04:41.660000,L5,,,,,311.86,340.73,341.32,335.11,330.18,336.42,339.66,349.20,349.88,346.58,342.17,347.10,347.95,339.69,344.74,340.64,343.67,344.35,340.74,344.40,340.82,337.97,338.70,345.81,342.96,347.66,344.92,343.74,342.18,348.21,353.95,346.18,341.48,340.25,331.64,333.23,337.47,342.87,338.78,339.39,327.93,334.17,333.90,335.93,339.67,330.71,326.82,325.36,327.32,332.96,332.47,335.57,335.61,335.70,334.75,330.00,331.88,330.25,329.82,333.42,336.89,344.93,340.66,332.55,334.70,334.16,336.69,337.84,334.50,329.52,328.57,329.83,323.10,321.36,303.28,316.54,313.27,317.33,315.46,316.18,325.52,325.57,317.74,313.72,313.03,315.35,294.89,320.71,324.60,316.09,320.96,311.80,316.18,305.90,302.19,,,,,,,,,,308.64,304.32,300.97,308.43,310.26,308.22,,,305.92,302.76,305.60,316.09,301.28,303.89,307.10,293.81,327.91
2006-10-24 22:06:02.805000,L5,,,,,,,264.74,331.62,322.68,333.81,326.10,351.62,353.56,350.98,348.02,352.49,346.71,339.71,336.58,341.45,337.74,337.46,342.98,343.07,342.51,342.75,342.90,351.45,340.80,341.89,342.86,339.66,340.88,341.51,353.10,350.34,351.06,343.37,343.56,347.60,341.61,336.59,341.73,337.96,319.19,325.97,328.95,339.80,342.29,337.10,334.83,330.48,338.70,332.29,326.58,321.51,313.47,321.40,317.05,320.11,324.09,318.22,319.43,320.13,331.87,329.08,312.80,306.60,309.95,313.60,303.75,305.16,284.97,,310.91,314.73,310.09,320.42,306.80,303.17,296.58,287.49,287.10,297.34,302.34,309.77,315.19,309.20,301.43,305.14,323.12,322.67,316.47,311.87,303.38,301.02,312.23,304.80,303.47,,,,,,,,,,,,,,,,,,,,,311.17,306.75,313.31,310.94,303.11,323.41
2007-02-13 22:06:47.368000,L5,,,,0.22,,326.01,341.31,329.23,328.28,331.19,277.61,,,,321.31,327.77,335.93,327.17,333.21,343.86,344.19,344.02,344.72,341.22,341.69,330.20,335.50,331.58,340.31,335.15,335.49,333.59,341.35,347.97,348.27,339.22,340.66,338.46,325.61,335.71,333.85,333.14,336.03,333.28,328.02,331.32,328.23,342.03,344.09,338.44,326.70,323.07,324.74,326.71,323.25,320.92,319.52,316.73,333.74,330.98,333.39,329.03,327.81,325.33,329.05,328.79,323.70,325.55,317.66,325.07,329.93,326.14,324.80,326.82,321.30,323.85,313.68,310.87,296.50,306.80,307.97,303.22,309.36,317.66,322.03,322.17,322.70,295.00,309.96,311.67,287.68,296.09,308.08,314.24,312.80,296.45,,,,,,,,,,,,,,,,,,,,,310.54,302.64,302.46,304.99,302.75,305.25,300.64,292.06,
2008-02-16 22:02:22.163000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.87,332.84,336.45,328.97,327.11,324.90,333.56,331.84,323.79,312.73,305.90,307.98,308.08,308.83,311.99,308.41,298.87,289.23,,,,,311.18,327.35,336.18,319.22,317.91,315.91,312.83,315.68,320.96,315.40,310.99,299.78,318.70,311.37,305.35,305.56,306.98,312.62,317.03,314.27,306.16,310.21,311.88,290.73,309.25,318.34,310.09,305.59,310.42,307.14,296.86,,,,,,,,,,,,,,,,,,,303.01,307.24,304.81,307.48,307.59,316.90,307.14,294.33,
2008-10-29 21:55:24.451000,L5,,,,,278.11,322.49,332.07,333.38,323.91,339.05,338.37,347.53,347.96,329.96,333.60,338.79,332.73,333.28,329.03,333.15,341.02,341.13,336.60,336.46,337.08,332.13,329.02,328.04,331.30,342.68,329.49,314.59,311.72,328.11,343.57,332.24,337.62,338.44,303.06,,,,,,,,,,,,,,,,309.24,319.35,319.82,329.54,330.00,329.23,324.24,321.71,322.77,313.69,327.18,327.76,322.68,319.62,317.45,325.18,330.26,327.28,329.06,325.68,315.32,312.99,300.44,299.10,277.23,,,,,,,,317.44,306.76,308.95,305.40,283.62,308.93,314.64,310.10,308.47,306.41,311.42,311.08,306.30,,,,,,,,,,,,,,,,,,,,,,,,,,299.83
