dates,satname,nzd0468-0000,nzd0468-0001,nzd0468-0002,nzd0468-0006,nzd0468-0007,nzd0468-0008,nzd0468-0009,nzd0468-0026,nzd0468-0027,nzd0468-0028,nzd0468-0029,nzd0468-0030,nzd0468-0031,nzd0468-0032,nzd0468-0033,nzd0468-0034,nzd0468-0035,nzd0468-0036,nzd0468-0037,nzd0468-0038,nzd0468-0039,nzd0468-0040,nzd0468-0041,nzd0468-0042,nzd0468-0043,nzd0468-0044,nzd0468-0045,nzd0468-0046,nzd0468-0047,nzd0468-0048,nzd0468-0049,nzd0468-0050,nzd0468-0051,nzd0468-0052,nzd0468-0053,nzd0468-0054,nzd0468-0055,nzd0468-0056,nzd0468-0057,nzd0468-0058,nzd0468-0059,nzd0468-0060,nzd0468-0061,nzd0468-0062,nzd0468-0063,nzd0468-0064,nzd0468-0065,nzd0468-0066,nzd0468-0067,nzd0468-0068,nzd0468-0069,nzd0468-0070,nzd0468-0077,nzd0468-0080,nzd0468-0081,nzd0468-0082,nzd0468-0083,nzd0468-0084,nzd0468-0085,nzd0468-0086,nzd0468-0087,nzd0468-0088,nzd0468-0089,nzd0468-0093,nzd0468-0094,nzd0468-0095,nzd0468-0096,nzd0468-0097,nzd0468-0098,nzd0468-0099,nzd0468-0100,nzd0468-0101,nzd0468-0102,nzd0468-0103,nzd0468-0104,nzd0468-0105,nzd0468-0106,nzd0468-0107,nzd0468-0108,nzd0468-0109,nzd0468-0110,nzd0468-0111,nzd0468-0112,nzd0468-0113,nzd0468-0114,nzd0468-0115,nzd0468-0116,nzd0468-0117,nzd0468-0118,nzd0468-0119,nzd0468-0120,nzd0468-0121,nzd0468-0122,nzd0468-0123,nzd0468-0124,nzd0468-0125,nzd0468-0126,nzd0468-0127,nzd0468-0128,nzd0468-0129,nzd0468-0130,nzd0468-0131,nzd0468-0132,nzd0468-0003,nzd0468-0004,nzd0468-0010,nzd0468-0011,nzd0468-0012,nzd0468-0014,nzd0468-0015,nzd0468-0016,nzd0468-0017,nzd0468-0018,nzd0468-0023,nzd0468-0024,nzd0468-0025,nzd0468-0071,nzd0468-0072,nzd0468-0073,nzd0468-0074,nzd0468-0075,nzd0468-0076,nzd0468-0078,nzd0468-0079,nzd0468-0090,nzd0468-0091,nzd0468-0092,nzd0468-0019,nzd0468-0020,nzd0468-0021,nzd0468-0022,nzd0468-0005,nzd0468-0013
2016-05-12 22:13:44.453000,L8,377.20,385.38,392.79,398.11,385.40,376.65,387.85,384.06,391.74,376.87,396.39,391.47,395.10,388.03,374.95,390.09,383.85,404.55,400.82,394.41,398.15,387.24,389.42,384.01,374.68,379.37,382.59,383.27,386.13,383.04,379.89,374.94,370.58,373.28,381.78,372.97,380.58,369.00,381.68,380.81,375.52,379.65,382.56,391.27,376.98,368.44,365.93,367.59,369.67,370.41,371.02,371.14,375.04,370.36,368.99,368.35,367.12,371.22,371.07,377.83,370.89,368.95,376.88,379.89,368.15,373.31,357.24,359.76,358.98,365.40,365.89,367.22,365.75,368.27,360.87,374.78,362.03,361.38,372.17,367.29,363.19,367.53,362.14,365.17,373.65,384.72,367.91,367.08,369.03,368.58,366.62,374.55,375.21,374.65,370.31,373.09,378.37,367.88,365.88,375.99,371.99,368.93,370.13,397.59,391.84,378.19,386.20,395.97,399.90,385.29,375.37,373.94,388.05,384.88,388.08,384.71,369.63,373.23,372.23,377.13,374.06,376.40,376.41,375.90,377.15,380.22,374.26,392.94,379.84,388.06,385.08,383.02,383.82
2016-06-13 22:13:54.435000,L8,312.63,,,,166.15,174.20,161.03,308.26,309.73,312.38,311.09,290.13,295.11,302.74,315.56,301.50,257.98,,,,,301.69,299.17,305.84,307.61,305.45,313.77,319.61,326.88,328.16,319.49,306.97,213.08,271.96,308.65,305.21,304.38,312.31,314.46,319.03,320.51,320.17,315.81,313.51,313.79,307.86,309.05,306.96,309.75,315.27,317.26,318.78,327.80,322.41,322.58,320.40,318.00,321.82,317.16,319.83,318.86,319.91,322.43,311.42,307.45,306.17,306.25,305.54,302.43,301.96,304.87,304.79,304.81,297.61,302.46,306.70,309.63,310.14,310.12,311.63,312.28,316.65,316.43,314.74,318.13,324.49,320.83,321.33,319.25,317.96,316.65,312.28,308.12,310.19,309.35,307.84,307.91,303.08,306.23,303.45,308.13,310.54,310.42,,,212.12,242.05,218.79,319.11,311.72,313.88,314.90,294.32,308.19,299.62,311.94,317.95,318.35,322.23,323.16,323.07,326.92,326.26,323.25,313.49,311.58,315.89,284.08,270.07,298.25,305.45,,300.03
2016-06-29 22:14:02.852000,L8,369.34,329.36,323.83,368.26,364.02,365.63,387.52,368.07,370.38,367.52,367.26,362.46,375.24,370.41,370.68,374.71,372.56,383.07,372.25,376.34,379.84,371.48,364.75,369.74,374.50,380.25,374.74,381.47,381.96,381.62,379.87,372.26,370.95,365.11,359.08,360.88,364.02,371.87,375.03,372.20,375.27,373.31,369.30,370.40,369.60,366.28,366.02,365.09,366.52,362.35,363.32,365.97,368.32,367.64,365.47,361.23,362.91,366.00,362.99,370.16,366.50,375.99,370.36,379.49,366.10,360.15,357.21,363.20,360.01,367.58,362.38,368.59,366.27,367.50,360.31,375.93,355.72,359.34,361.84,361.89,367.06,376.06,365.37,373.68,371.03,363.61,372.11,365.40,369.32,368.09,359.30,365.13,361.59,370.36,366.85,363.97,362.42,359.88,364.91,368.08,359.12,364.07,366.34,322.65,369.32,370.57,364.00,372.21,370.72,365.79,366.75,364.20,361.04,372.20,373.78,368.86,366.24,369.81,366.90,368.76,368.87,371.26,369.14,365.18,378.54,372.38,380.20,363.51,364.01,368.47,366.14,327.15,367.82
2016-07-15 22:14:10.092000,L8,409.62,421.35,412.72,415.38,438.40,400.79,403.34,409.85,423.42,410.81,405.71,418.45,417.88,430.26,421.19,422.34,419.97,409.60,420.46,424.12,421.65,435.51,428.59,426.72,415.89,430.00,429.50,423.65,420.29,403.48,430.58,419.55,405.74,416.20,404.86,416.33,415.37,417.87,413.82,417.66,420.10,431.64,419.47,429.80,454.99,425.85,432.79,459.99,401.48,409.10,429.41,410.59,407.53,411.03,403.42,401.81,429.08,425.75,411.10,407.49,409.48,415.41,407.74,397.14,391.21,400.91,394.83,386.94,376.38,396.81,396.24,399.73,386.75,401.23,405.71,396.72,401.56,395.24,401.35,388.69,379.35,399.54,392.00,387.39,397.82,405.45,411.77,401.49,405.20,409.14,406.01,376.70,386.83,404.03,407.12,405.24,408.72,394.86,398.51,404.38,404.02,398.89,404.38,419.27,425.55,402.66,413.39,431.96,422.59,414.75,426.88,437.10,434.07,412.50,409.91,404.74,416.45,428.98,421.38,431.90,432.16,418.56,407.29,405.96,398.49,405.22,392.50,430.74,427.26,427.35,421.96,413.48,436.55
2016-09-01 22:14:24.105000,L8,343.02,263.18,276.46,304.01,322.82,321.06,315.75,317.39,315.06,319.04,317.92,310.54,314.93,316.69,322.87,305.65,278.50,205.12,290.65,304.15,293.48,204.84,300.81,311.96,308.56,307.12,318.62,322.08,330.18,332.04,323.65,313.02,237.31,300.53,316.22,314.27,312.17,321.69,323.16,325.08,326.52,327.26,321.39,315.10,319.20,313.80,314.35,314.19,316.05,320.34,322.34,323.49,334.04,332.85,331.61,329.33,329.38,335.58,322.11,329.72,326.29,326.36,330.03,326.76,324.44,319.81,323.33,312.32,310.60,309.57,311.31,309.72,311.34,304.85,309.71,311.22,314.89,317.79,320.35,322.90,321.82,319.78,320.04,318.87,327.24,334.72,335.79,340.88,342.07,339.84,334.34,331.52,341.52,340.14,337.24,331.24,329.16,327.71,326.73,327.03,332.66,328.78,338.08,285.74,251.90,321.88,322.39,318.37,316.74,315.23,326.25,314.62,311.76,319.19,320.97,319.18,323.76,322.96,328.04,331.97,331.33,331.96,332.86,332.64,317.19,323.72,326.75,313.51,317.54,318.54,320.07,,313.72
2017-01-23 22:14:19.080000,L8,403.90,405.52,415.82,409.01,406.06,398.45,394.11,409.61,395.54,395.63,414.89,416.28,400.54,412.33,374.55,404.14,408.50,411.87,404.82,405.04,400.37,401.72,398.82,401.52,413.48,393.80,412.01,393.27,413.66,411.52,409.36,403.57,400.71,396.58,392.87,389.34,405.87,383.53,387.59,411.44,392.49,405.19,408.49,403.02,400.71,371.97,365.52,373.57,387.14,401.15,397.99,400.53,403.75,401.39,395.09,364.95,395.19,398.37,386.27,395.28,389.03,395.27,387.13,374.75,388.82,388.94,355.86,383.53,364.40,362.56,389.79,397.49,381.77,385.44,377.45,377.18,386.13,390.91,387.71,392.91,390.04,387.80,384.62,371.48,397.12,389.24,392.40,393.98,390.31,381.59,396.17,396.68,390.59,393.89,388.89,378.64,391.85,389.42,394.08,402.03,396.95,396.24,404.30,415.34,407.06,404.04,401.60,412.69,395.56,410.62,406.60,408.55,398.42,412.74,409.57,411.76,397.31,399.35,373.52,394.88,400.10,407.77,405.55,401.27,389.17,387.40,390.24,402.48,405.99,411.97,417.23,411.08,398.11
2017-02-08 22:14:10.700000,L8,333.68,268.97,282.52,305.00,319.84,320.69,315.49,321.18,319.83,320.68,321.25,314.49,322.68,318.08,320.66,311.12,304.47,238.99,299.62,309.35,306.30,306.47,304.90,311.91,314.07,309.60,318.59,324.18,332.78,333.80,327.79,312.08,251.71,292.13,310.31,312.38,313.34,319.24,322.51,324.33,324.32,326.81,322.83,315.96,320.71,317.46,313.43,314.92,316.31,319.69,324.22,325.10,333.69,330.74,327.54,324.83,326.50,329.90,323.11,322.70,323.76,325.05,328.97,320.54,318.67,315.14,313.34,314.67,316.08,314.31,313.84,313.59,314.19,313.22,316.83,314.69,316.79,318.40,317.19,318.31,318.24,320.31,318.83,319.85,323.90,331.40,328.12,332.73,333.33,333.15,329.55,328.68,328.33,335.61,331.18,329.21,329.70,332.16,331.49,325.93,330.86,328.52,332.47,287.88,256.50,319.29,320.81,318.62,320.95,319.41,323.59,316.72,314.87,321.43,322.62,321.56,325.10,323.85,328.89,330.85,330.70,330.96,332.85,330.89,324.27,320.87,323.16,316.43,318.64,319.56,324.80,201.27,320.67
2017-06-16 22:13:55.604000,L8,370.17,297.75,409.79,405.89,395.67,389.04,395.63,413.42,415.38,418.19,403.53,399.84,418.40,412.94,411.94,416.63,401.36,386.66,391.65,400.10,409.18,406.76,400.26,379.88,400.02,393.60,414.58,421.02,416.53,397.63,412.18,403.60,416.31,396.38,384.79,389.02,373.27,402.21,407.67,402.05,408.96,394.52,389.58,407.65,397.71,402.29,397.55,400.05,397.42,399.59,397.35,402.70,399.95,401.73,389.60,400.53,397.83,390.40,376.63,379.36,384.75,386.28,391.67,388.91,390.96,388.63,369.30,384.59,392.30,374.66,391.02,373.60,359.56,376.91,383.49,380.61,388.96,394.13,393.74,374.27,385.99,389.40,391.85,398.23,403.01,409.30,395.22,379.49,388.09,396.70,394.06,390.84,379.30,398.28,399.78,390.37,367.48,383.96,375.68,367.62,381.07,382.68,368.67,412.05,415.46,395.69,392.97,389.32,407.54,410.50,402.93,402.02,398.33,409.87,416.34,402.34,378.04,398.48,397.74,403.24,402.40,399.92,401.31,406.11,401.86,396.41,402.80,402.15,408.83,410.93,400.98,405.85,408.93
2017-08-03 22:14:11.719000,L8,347.32,274.20,301.81,328.64,328.21,324.32,332.48,328.35,326.08,323.17,329.52,330.74,331.37,330.88,333.12,324.62,277.07,215.87,294.33,319.94,317.17,310.35,313.39,324.41,320.27,326.29,332.07,336.32,344.88,345.36,338.73,328.43,252.75,318.90,326.75,326.65,328.67,330.75,332.75,333.64,354.32,364.61,334.12,329.76,343.61,344.59,332.36,329.69,334.14,350.59,355.59,354.06,351.94,348.01,354.52,355.90,352.32,350.16,347.96,353.24,354.40,352.62,363.02,353.39,334.02,340.80,335.33,341.40,344.29,336.19,340.54,337.80,349.67,337.36,331.33,339.40,337.68,344.06,344.63,343.09,347.11,348.34,343.79,346.97,342.00,344.57,344.19,342.55,347.28,346.90,351.57,343.43,343.18,345.92,344.99,350.82,342.67,336.88,341.21,339.54,337.73,342.31,342.18,298.64,270.66,326.91,327.01,329.36,334.19,329.55,352.32,347.18,358.70,329.68,333.29,328.54,351.69,356.04,352.72,356.26,357.05,349.96,355.29,355.43,346.92,348.62,353.21,329.46,330.46,327.81,327.63,199.45,328.72
2017-11-07 22:14:29.495000,L8,350.22,372.99,391.52,354.80,360.37,389.39,391.82,398.77,363.91,364.78,366.15,356.10,353.05,369.57,370.00,361.08,361.42,349.18,360.18,395.01,363.45,356.53,357.52,362.48,370.12,368.99,366.25,371.86,375.45,370.76,362.39,366.41,356.07,350.15,353.58,349.16,352.99,354.84,366.50,364.89,358.55,362.11,364.82,359.30,356.97,358.24,355.47,352.60,357.06,347.91,354.93,361.79,361.06,361.44,359.65,350.71,357.68,359.68,366.61,357.30,356.00,359.93,356.41,354.25,345.47,343.28,347.50,344.88,346.03,348.79,361.71,346.28,348.51,348.69,350.74,377.87,345.70,344.33,355.25,351.15,349.17,341.83,349.86,351.68,350.78,350.99,348.64,353.59,381.51,386.47,393.18,348.09,351.29,345.58,348.04,347.15,344.94,346.69,342.72,345.58,343.80,344.45,350.67,378.99,398.82,384.31,387.55,365.67,362.94,356.59,359.86,354.16,347.89,361.85,404.06,412.11,359.90,360.25,353.84,353.50,358.22,361.91,359.73,353.77,365.27,360.13,352.89,355.29,372.20,371.94,369.56,359.19,377.90
2017-12-09 22:14:21.308000,L8,315.14,,,,,,,311.20,301.45,307.80,309.74,292.96,296.97,294.89,309.23,294.57,301.00,227.23,278.51,297.99,305.41,277.67,290.16,308.57,310.84,305.68,317.32,320.88,327.49,329.77,322.58,313.51,307.71,311.04,306.85,298.59,307.61,316.02,319.98,321.06,320.07,321.95,318.01,310.28,315.47,311.16,309.56,310.45,313.34,310.23,313.79,314.46,328.51,324.67,320.72,318.15,316.46,320.81,316.90,317.24,315.70,318.15,323.18,309.21,309.03,307.49,302.45,304.52,306.28,304.24,304.59,304.41,302.17,303.02,305.03,304.35,305.82,305.79,307.39,309.17,305.24,310.02,311.77,312.81,311.62,314.77,314.78,318.94,320.15,315.31,313.19,315.61,316.10,324.01,318.40,319.87,315.45,318.44,317.12,318.56,313.84,315.00,311.70,,,,,,319.48,207.98,320.37,180.19,310.44,303.61,314.90,309.69,317.93,318.71,320.72,322.58,321.95,325.29,326.61,325.34,307.87,313.63,310.36,291.16,,,316.82,,317.36
2018-01-26 22:14:08.959000,L8,327.24,277.69,296.08,285.81,319.65,319.99,316.15,318.59,319.31,318.21,318.55,316.49,320.46,319.22,320.99,319.64,307.40,206.17,275.58,298.10,308.05,300.75,307.80,316.87,314.30,314.66,323.77,328.80,334.37,336.57,328.14,318.74,253.95,301.25,314.34,310.72,315.95,320.75,323.81,327.26,325.99,327.43,325.00,319.05,322.81,317.32,314.42,313.87,316.64,318.76,319.31,320.51,333.69,327.52,326.49,324.40,323.87,331.42,320.63,324.40,323.79,323.93,327.35,316.45,314.82,313.91,310.51,311.68,312.32,310.57,311.86,312.80,309.01,306.68,310.13,310.59,312.26,314.15,313.12,314.41,313.22,319.57,316.71,316.72,322.93,328.07,324.11,328.21,329.31,324.92,323.94,323.62,322.85,324.77,323.68,325.78,324.86,323.53,323.37,320.91,322.18,323.70,325.93,290.90,272.55,319.84,319.07,322.51,320.59,318.05,323.81,317.90,316.02,319.05,322.57,318.90,322.99,323.21,326.98,328.06,324.99,330.74,331.61,329.99,317.10,322.14,320.86,316.61,319.30,319.40,321.09,213.00,320.10
2018-02-11 22:14:02.243000,L8,402.42,424.74,435.28,415.47,414.07,414.71,418.00,417.33,417.45,413.73,416.80,417.35,419.11,415.97,415.26,419.65,428.13,425.58,415.14,417.86,418.64,425.58,409.26,419.82,434.86,429.55,429.67,426.13,483.58,483.74,464.45,455.30,432.34,412.54,449.81,471.16,443.24,453.70,420.13,441.22,459.01,428.99,415.67,517.98,,467.02,429.34,408.34,416.45,436.71,446.31,476.89,410.38,418.54,429.95,,,,,,,513.81,480.52,416.33,402.97,391.94,394.74,392.55,394.59,397.48,398.76,402.50,406.36,414.37,406.35,493.75,474.74,447.97,415.47,406.80,395.16,401.93,399.64,402.98,402.06,406.12,399.60,417.23,426.05,506.12,414.17,466.80,409.70,409.30,402.33,398.89,393.24,395.33,399.87,393.33,405.27,395.44,403.60,428.92,413.08,411.55,418.92,424.00,416.25,410.86,403.36,408.95,412.42,418.00,424.72,427.68,468.59,478.38,450.95,410.14,410.31,412.27,413.22,419.56,477.50,496.07,485.82,409.71,412.04,415.52,408.17,415.63,419.58
2018-03-31 22:13:39.641000,L8,393.11,317.06,320.25,373.76,361.26,391.53,366.65,388.97,371.31,386.93,376.41,365.79,368.90,372.32,367.64,375.08,375.14,372.86,373.31,377.42,394.92,392.54,389.64,387.54,375.47,379.03,380.80,378.32,378.53,384.43,379.13,384.81,381.39,367.11,370.39,368.89,368.44,408.94,377.81,375.98,374.73,412.15,372.77,367.50,405.82,401.42,402.74,406.78,396.68,373.36,363.70,364.45,376.99,365.84,368.56,365.12,362.99,371.11,364.28,364.89,367.47,369.81,369.54,360.48,359.69,386.13,380.10,391.17,387.30,395.13,358.18,397.37,351.56,379.55,370.39,358.27,351.06,394.66,394.50,398.24,374.91,356.58,366.54,361.93,365.43,360.78,365.26,356.70,364.14,368.60,395.54,364.49,358.58,362.48,398.00,390.24,360.73,367.22,385.23,368.34,386.68,371.08,359.74,401.51,365.56,376.81,380.86,358.89,417.83,401.48,395.97,367.24,375.57,369.60,372.59,376.28,406.53,403.28,369.68,398.49,367.87,375.72,378.74,403.97,378.24,365.32,383.82,371.26,371.62,373.45,371.78,362.94,407.84
2018-04-16 22:13:30.411000,L8,345.98,368.46,367.23,337.31,351.86,348.35,362.10,353.51,351.46,354.93,368.00,361.77,371.86,357.19,357.49,361.52,366.75,243.31,359.76,366.21,351.65,322.11,365.07,370.91,371.75,365.05,371.70,369.46,370.97,375.16,363.97,369.76,258.06,291.36,347.85,341.20,359.19,352.74,368.20,365.14,357.88,358.28,356.80,359.68,353.13,356.52,358.06,354.25,356.86,352.00,356.62,360.88,358.71,358.79,349.30,347.92,357.75,355.73,355.69,351.57,352.69,357.04,362.09,357.83,350.34,335.32,343.14,345.10,346.53,347.97,349.56,344.01,343.52,332.18,338.18,340.94,352.29,335.77,345.82,349.50,336.75,353.83,340.75,341.59,354.52,344.28,350.16,351.63,338.18,350.12,343.83,345.31,349.82,349.62,346.24,338.34,344.20,346.14,338.71,337.53,341.37,333.60,345.04,357.48,365.08,359.75,369.41,355.64,364.16,371.97,354.28,348.92,357.83,361.00,354.07,360.63,361.59,349.25,356.25,358.27,362.99,364.11,360.39,361.15,355.26,360.41,356.90,340.68,360.83,362.60,367.98,356.06,360.88
2018-07-21 22:13:25.431000,L8,389.43,392.49,386.64,389.35,389.88,395.28,396.35,382.18,391.70,383.25,392.14,386.73,385.09,386.01,381.90,387.34,386.56,386.14,389.63,398.27,392.28,383.31,386.84,385.12,385.96,390.68,387.07,397.88,400.54,401.82,400.72,381.78,379.69,374.91,375.16,379.87,385.87,381.88,382.66,381.30,388.90,389.70,397.72,383.12,377.30,391.21,377.79,370.87,395.45,377.92,378.75,396.93,397.92,389.09,376.89,386.58,372.29,373.68,371.51,378.46,371.95,382.09,377.65,384.10,382.48,366.97,382.20,371.21,377.73,367.61,385.15,372.19,378.74,374.68,372.09,375.77,375.55,369.62,384.23,376.81,380.51,379.78,372.38,374.45,369.62,372.31,373.13,369.91,379.55,384.08,376.39,373.23,378.50,378.12,390.23,377.43,381.79,385.67,376.50,379.25,377.87,384.06,382.82,392.66,400.53,391.93,388.40,394.75,393.70,387.29,398.80,382.81,380.76,388.78,395.39,388.69,388.33,401.71,378.81,379.78,398.59,383.27,388.69,383.57,379.56,383.95,384.45,387.02,389.63,381.12,382.64,389.38,398.32
2018-11-10 22:14:08.770000,L8,396.73,409.34,410.20,412.59,401.99,400.90,389.91,390.37,403.24,397.16,398.46,385.58,411.81,387.25,390.03,408.26,402.02,413.06,401.46,405.36,386.35,388.46,397.45,381.24,400.20,391.72,392.28,390.29,412.24,411.33,407.71,391.54,396.09,387.18,379.61,375.73,388.71,385.23,394.23,389.83,388.85,394.02,383.12,402.23,388.47,401.97,394.98,376.25,395.12,401.11,384.10,403.40,404.37,399.62,400.59,379.39,396.16,377.67,400.57,385.18,401.76,392.52,382.34,380.61,384.99,383.64,383.66,372.16,385.83,374.54,376.20,370.57,380.95,372.98,378.73,374.37,383.40,372.67,388.80,381.50,388.60,378.02,387.29,391.38,394.01,388.33,381.73,382.29,386.43,381.90,380.52,384.84,382.02,374.68,388.41,378.64,373.35,386.14,381.49,389.20,382.01,390.63,396.20,414.39,391.13,405.20,414.98,403.61,383.46,395.86,396.99,402.97,393.31,393.79,406.40,400.70,397.63,399.39,400.98,402.71,402.78,381.83,388.40,387.00,375.71,378.31,394.07,383.76,399.39,407.23,396.65,412.36,402.01
2019-01-13 22:14:03.173000,L8,375.56,390.52,395.05,381.21,357.27,353.82,386.28,446.41,366.75,398.75,448.43,482.11,478.36,394.35,360.93,366.07,401.10,364.24,367.39,382.43,397.06,364.25,393.24,389.79,387.81,383.43,385.75,374.54,379.08,366.99,367.67,360.87,392.60,355.22,348.53,345.16,353.49,381.26,385.50,360.20,357.14,377.17,360.42,362.41,386.80,400.43,370.08,393.63,349.10,371.68,401.07,368.62,386.10,371.99,368.25,357.25,356.65,355.07,369.57,366.22,364.01,379.14,380.48,379.51,348.31,343.08,348.78,381.88,357.49,353.73,363.55,350.95,367.47,374.03,374.30,377.49,346.89,350.42,369.03,373.35,383.62,354.96,345.92,389.13,384.34,392.09,381.69,374.41,383.58,375.51,375.55,382.69,374.94,384.41,376.34,343.57,371.90,349.61,380.47,371.06,375.46,377.54,371.08,394.77,338.05,379.82,394.34,384.85,387.48,383.10,356.45,354.63,372.87,388.55,406.00,406.66,395.01,354.00,361.35,361.90,375.40,369.65,365.67,385.90,379.08,381.07,385.26,359.10,376.46,378.67,370.61,388.77,393.49
2019-02-14 22:13:57.218000,L8,384.67,403.81,416.61,402.25,402.76,402.43,400.79,398.60,398.76,397.57,402.04,401.45,395.28,400.44,387.80,395.16,410.80,407.69,408.60,398.27,391.45,391.29,387.26,395.08,398.98,386.55,399.45,407.12,406.22,408.54,377.45,400.15,398.66,389.13,360.51,381.12,398.79,391.34,397.88,373.39,383.59,388.74,393.73,380.55,387.69,387.42,390.35,399.12,385.82,361.58,376.22,391.49,383.20,385.58,397.76,379.54,384.90,388.58,390.91,378.33,376.59,391.48,389.48,395.79,386.62,385.44,389.80,389.01,387.71,392.70,383.60,373.48,371.74,369.08,381.11,382.38,383.03,387.32,376.42,366.28,370.48,356.22,381.74,393.28,389.01,383.62,388.51,396.17,383.73,390.33,389.15,385.19,391.32,373.71,371.80,375.41,382.52,384.09,361.39,374.97,380.14,374.26,382.15,412.90,404.78,400.73,396.05,399.66,382.00,381.33,379.05,385.48,399.65,383.83,382.94,383.38,400.12,366.98,382.70,397.44,393.73,390.55,402.40,392.19,385.52,384.54,388.98,392.54,378.66,391.45,376.08,400.47,390.20
2019-03-02 22:13:53.044000,L8,396.54,390.61,393.88,403.17,394.94,390.98,397.49,402.53,393.87,383.14,389.50,390.05,388.47,384.36,382.43,384.03,382.31,381.29,407.63,391.59,391.27,391.87,392.22,395.71,395.00,389.96,389.35,409.16,392.18,391.94,384.39,382.42,376.80,390.44,381.78,379.30,382.70,378.17,385.13,384.83,397.68,394.12,387.58,383.62,384.15,382.24,376.84,376.81,376.73,373.40,376.29,380.23,384.24,384.91,375.49,389.83,378.36,375.42,371.44,371.29,382.24,384.52,373.33,385.13,368.71,368.13,385.51,370.13,388.70,365.55,365.89,366.91,369.64,379.31,374.10,359.92,381.38,368.26,371.10,371.63,379.16,383.05,371.52,393.32,387.60,378.48,379.92,385.57,387.57,392.06,380.77,381.22,391.78,383.25,400.94,383.45,382.68,383.93,378.63,370.69,379.05,376.68,379.53,393.54,388.17,387.95,396.30,399.29,389.32,383.23,395.29,393.82,381.41,391.62,393.77,381.88,375.21,378.47,389.39,390.49,384.85,377.98,389.32,386.75,375.06,372.06,376.34,386.23,389.81,391.82,386.95,393.66,395.48
2019-06-06 22:13:59.042000,L8,395.26,402.37,406.17,403.85,395.19,393.88,394.82,411.70,404.40,410.43,412.27,396.94,411.38,380.88,380.43,412.17,409.35,399.55,407.47,411.06,389.01,392.27,397.13,384.43,393.18,411.78,412.03,413.44,414.61,412.24,405.16,387.15,377.90,389.84,385.59,378.71,393.73,408.00,398.54,386.48,409.45,386.09,391.05,398.09,374.46,374.22,384.96,374.55,382.31,395.59,382.91,387.70,400.85,388.76,375.32,377.23,383.21,373.27,387.74,379.48,389.16,377.30,378.40,384.58,386.58,374.38,385.65,374.04,387.07,361.13,365.49,368.31,370.08,368.53,373.92,360.49,363.53,368.80,391.80,378.66,387.47,382.35,387.16,390.97,388.28,378.83,371.78,379.50,371.54,393.06,386.13,391.66,386.54,382.86,386.83,372.76,371.91,385.71,375.52,384.14,382.10,374.16,386.61,402.66,380.31,387.73,401.12,403.72,408.34,399.61,402.05,406.34,402.88,405.11,402.01,400.37,377.13,381.89,399.61,395.30,400.48,391.58,390.76,377.60,393.41,380.92,379.15,393.85,392.96,413.05,385.13,409.13,411.96
2019-06-22 22:14:04.757000,L8,391.40,396.27,404.94,401.44,394.89,394.77,395.08,396.80,405.82,392.27,389.20,384.18,382.13,382.38,397.19,386.56,388.73,403.27,397.51,394.33,395.24,391.23,392.92,384.59,384.86,388.97,391.98,398.72,398.26,389.86,387.03,401.89,394.53,379.90,382.80,382.48,375.39,386.32,385.77,382.28,391.12,389.33,402.83,385.06,383.49,381.33,373.76,375.56,384.98,384.11,392.93,393.43,379.97,381.11,383.26,373.02,373.10,380.26,379.30,384.99,384.53,382.84,378.16,379.69,370.82,380.24,361.17,377.51,368.29,366.21,369.17,376.07,373.12,379.42,371.66,379.14,387.69,386.70,370.70,380.96,374.87,386.29,386.91,390.03,383.04,389.49,383.83,379.11,380.29,374.66,394.61,381.72,383.26,389.02,382.63,386.42,379.83,379.84,382.90,378.12,375.91,384.00,390.86,404.42,382.15,410.22,396.54,409.36,388.67,395.73,389.52,392.62,393.10,393.13,388.61,393.66,385.49,398.41,390.22,385.73,377.63,380.21,378.19,379.29,380.73,377.25,373.57,382.26,380.68,387.86,398.27,382.09,407.39
2019-09-10 22:14:27.602000,L8,335.79,278.26,298.76,253.38,345.28,347.13,358.70,337.56,349.62,352.02,345.32,338.75,343.37,353.49,351.82,329.40,362.31,237.63,312.27,319.54,319.47,313.73,344.15,341.66,324.53,319.88,334.17,369.24,354.72,366.33,339.39,352.81,355.75,326.49,342.66,335.63,332.43,345.56,344.19,365.51,352.95,352.45,335.38,350.08,361.13,352.36,346.53,349.97,351.72,352.10,346.14,344.56,358.34,348.73,356.09,345.48,350.56,340.30,335.75,346.35,350.68,350.83,343.54,338.01,345.83,341.22,341.24,340.46,336.69,346.40,340.25,348.80,338.36,329.34,336.09,339.37,333.45,333.67,337.67,370.57,345.45,333.88,342.00,340.38,346.41,345.22,337.60,338.49,336.87,340.53,335.62,342.05,343.98,340.67,338.04,333.18,331.31,336.46,340.14,335.88,329.38,331.93,338.97,298.14,313.91,340.53,356.14,342.43,343.57,353.44,353.46,345.73,340.98,358.54,356.44,342.34,355.31,358.25,353.38,348.24,347.95,357.19,351.23,354.49,338.22,336.14,340.38,332.51,336.31,339.81,351.65,214.58,353.92
