dates,satname,nzd0271-0000,nzd0271-0001,nzd0271-0002,nzd0271-0003,nzd0271-0004,nzd0271-0005,nzd0271-0006,nzd0271-0007,nzd0271-0008,nzd0271-0009,nzd0271-0010,nzd0271-0011,nzd0271-0012,nzd0271-0013,nzd0271-0022,nzd0271-0023,nzd0271-0024,nzd0271-0025,nzd0271-0026,nzd0271-0027,nzd0271-0028,nzd0271-0029,nzd0271-0127,nzd0271-0128,nzd0271-0129,nzd0271-0130,nzd0271-0131,nzd0271-0132,nzd0271-0133,nzd0271-0135,nzd0271-0136,nzd0271-0137,nzd0271-0138,nzd0271-0139,nzd0271-0140,nzd0271-0141,nzd0271-0142,nzd0271-0143,nzd0271-0144,nzd0271-0145,nzd0271-0146,nzd0271-0147,nzd0271-0148,nzd0271-0154,nzd0271-0155,nzd0271-0156,nzd0271-0157,nzd0271-0158,nzd0271-0159,nzd0271-0160,nzd0271-0161,nzd0271-0134,nzd0271-0150,nzd0271-0151,nzd0271-0152,nzd0271-0153,nzd0271-0014,nzd0271-0015,nzd0271-0019,nzd0271-0020,nzd0271-0021,nzd0271-0030,nzd0271-0031,nzd0271-0149,nzd0271-0032,nzd0271-0033,nzd0271-0034,nzd0271-0035,nzd0271-0036,nzd0271-0037,nzd0271-0038,nzd0271-0039,nzd0271-0040,nzd0271-0041,nzd0271-0042,nzd0271-0043,nzd0271-0044,nzd0271-0162,nzd0271-0045,nzd0271-0117,nzd0271-0118,nzd0271-0120,nzd0271-0121,nzd0271-0122,nzd0271-0123,nzd0271-0124,nzd0271-0016,nzd0271-0017,nzd0271-0018,nzd0271-0046,nzd0271-0047,nzd0271-0048,nzd0271-0049,nzd0271-0050,nzd0271-0051,nzd0271-0052,nzd0271-0089,nzd0271-0090,nzd0271-0091,nzd0271-0092,nzd0271-0093,nzd0271-0094,nzd0271-0095,nzd0271-0096,nzd0271-0097,nzd0271-0111,nzd0271-0112,nzd0271-0113,nzd0271-0114,nzd0271-0163,nzd0271-0076,nzd0271-0077,nzd0271-0078,nzd0271-0079,nzd0271-0080,nzd0271-0081,nzd0271-0115,nzd0271-0116,nzd0271-0125,nzd0271-0126,nzd0271-0053,nzd0271-0054,nzd0271-0055,nzd0271-0056,nzd0271-0110,nzd0271-0119,nzd0271-0103,nzd0271-0104,nzd0271-0057,nzd0271-0058,nzd0271-0059,nzd0271-0060,nzd0271-0061,nzd0271-0062,nzd0271-0063,nzd0271-0064,nzd0271-0065,nzd0271-0066,nzd0271-0067,nzd0271-0068,nzd0271-0069,nzd0271-0070,nzd0271-0071,nzd0271-0072,nzd0271-0073,nzd0271-0074,nzd0271-0075,nzd0271-0082,nzd0271-0083,nzd0271-0084,nzd0271-0085,nzd0271-0086,nzd0271-0087,nzd0271-0088,nzd0271-0109,nzd0271-0101,nzd0271-0102,nzd0271-0098,nzd0271-0100,nzd0271-0099,nzd0271-0105
2003-09-25 21:31:42.973000,L5,279.94,275.33,272.33,262.54,259.57,259.83,254.38,261.20,247.47,245.90,238.32,219.96,209.66,211.06,303.73,310.02,309.02,300.54,294.14,282.54,279.34,281.50,,,288.79,306.91,302.94,318.83,319.42,336.52,327.50,328.33,333.07,333.80,323.38,320.85,332.16,340.18,365.40,,,,,,,,,,,,,330.01,,,,,235.54,247.07,279.60,292.22,301.84,282.19,273.58,,276.15,289.42,296.20,300.33,308.22,313.11,318.79,324.66,320.58,322.94,319.68,318.67,317.97,,315.42,,,,,,,,267.55,265.00,270.94,312.17,319.56,320.72,319.87,326.45,332.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-11-28 21:32:34.027000,L5,275.95,265.18,262.28,253.35,256.89,248.12,242.27,232.72,228.23,220.33,218.35,208.78,207.18,210.47,298.74,306.36,303.74,292.91,287.10,281.23,274.25,277.12,,,286.46,307.78,307.44,324.19,332.49,356.81,339.02,333.96,340.51,322.53,312.95,318.16,330.40,342.27,356.72,,,,,378.48,401.35,,,,,,,340.97,406.47,425.14,397.81,383.23,228.21,241.59,274.85,284.03,290.83,275.99,282.34,406.56,282.36,295.43,302.51,307.41,314.09,320.21,327.79,329.65,329.70,319.38,314.27,315.11,316.06,,315.11,,,,,,,,256.09,262.51,261.42,314.53,322.99,321.09,321.16,338.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003-12-14 21:32:38.364000,L5,282.99,274.42,267.56,262.74,257.70,257.13,249.05,238.99,234.23,224.84,229.70,220.85,214.14,217.97,302.84,309.28,308.01,295.76,292.05,280.76,278.31,278.35,,,,300.89,301.69,317.03,323.23,353.06,336.67,330.99,337.63,317.26,310.24,313.06,327.57,337.99,352.39,,,,,382.49,401.98,,,,,,,336.10,399.26,425.46,393.67,374.01,237.79,247.33,276.10,288.27,295.46,279.88,283.81,403.66,285.42,297.32,304.10,310.90,315.83,326.97,329.65,333.67,331.47,320.51,318.43,316.19,315.34,,314.60,,,,,,,,264.01,267.67,259.07,317.94,320.12,323.21,322.10,331.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-01-15 21:32:50.035000,L5,284.06,273.83,259.59,254.71,253.87,253.12,246.85,235.69,232.62,228.12,220.81,221.63,211.17,217.58,302.08,303.35,304.82,291.43,290.30,279.73,276.54,272.10,,,,285.65,285.52,304.95,299.98,344.83,332.52,329.97,334.57,339.23,325.66,316.26,325.28,337.04,354.75,,,,,380.08,402.52,,,,,,,323.59,395.77,421.74,410.08,391.71,230.85,245.71,282.24,293.49,303.53,273.10,269.29,392.91,270.07,281.95,298.32,304.87,312.92,323.11,325.13,329.95,330.90,326.22,329.40,323.72,315.47,,310.07,,,,,,,,258.45,267.91,267.76,312.11,320.25,319.22,317.01,322.43,332.51,341.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-02-16 21:33:00.436000,L5,274.00,257.61,251.35,241.42,245.01,242.10,239.12,227.10,224.39,209.00,210.30,201.18,200.68,200.22,299.91,304.21,305.11,290.08,286.14,278.44,273.33,273.37,,,,,,,,353.38,336.43,338.27,345.64,339.59,325.48,327.74,325.30,346.49,356.53,395.82,,,,,,,,,,,,308.45,,,,,223.42,233.94,274.88,284.85,293.02,271.17,269.40,,269.38,278.92,289.85,292.35,297.86,305.47,311.54,319.66,319.05,317.40,315.27,314.18,315.31,,313.63,,,,,,,,254.30,255.23,263.20,311.99,318.66,320.51,315.61,320.51,330.15,336.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-03-19 21:33:10.985000,L5,287.33,273.25,270.28,266.05,266.95,252.70,254.90,261.52,240.59,229.00,222.25,222.07,208.74,210.75,306.85,310.47,313.35,300.14,292.97,284.26,278.88,281.18,,,,308.43,305.91,315.98,318.76,335.34,326.19,323.39,329.43,331.65,319.81,320.03,329.51,345.82,355.18,395.35,,,442.71,392.24,413.28,,,,,,,329.98,396.48,411.48,404.75,390.36,,249.91,293.28,290.76,303.55,279.85,275.63,388.40,273.46,286.25,294.92,299.07,310.46,312.46,317.56,320.99,319.03,313.95,319.19,319.65,317.36,,317.39,,,,,,,,261.27,265.11,271.48,316.50,319.60,319.41,320.15,324.59,342.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-05-06 21:34:22.023000,L5,280.58,272.76,267.21,258.08,255.84,254.17,248.72,249.08,236.86,221.26,228.36,227.88,232.61,231.04,314.47,311.46,309.12,295.70,290.92,283.62,278.60,280.65,,,302.10,318.58,319.95,330.87,332.75,358.76,344.06,338.14,344.63,342.78,324.26,330.77,343.97,355.51,364.80,391.74,413.46,,451.10,388.36,410.24,,,,,,,347.37,414.67,418.82,414.76,395.76,234.96,245.53,288.33,294.09,303.30,274.34,278.51,411.99,275.90,290.60,296.78,309.54,307.85,315.71,323.63,323.85,323.33,327.38,324.64,315.93,317.50,,312.40,,,,,,,,258.76,264.96,287.29,324.05,321.27,329.82,325.82,331.86,341.31,,,,,,,,,,,200.82,195.30,197.59,208.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-06-23 21:35:46.683000,L5,276.15,265.29,257.52,257.67,251.92,250.92,243.02,233.27,228.87,217.51,212.78,205.98,210.45,203.70,304.45,306.72,309.80,299.89,287.74,283.82,282.92,281.55,,,291.75,319.01,323.60,332.48,332.36,346.22,327.09,331.07,338.61,336.41,330.78,336.09,345.68,360.10,375.53,,,,458.12,400.96,415.82,,,,,,,337.64,408.43,421.69,415.79,389.32,222.69,236.48,276.24,287.66,301.00,281.08,277.36,409.57,280.31,285.06,299.75,302.69,312.06,317.41,320.03,325.35,324.19,330.16,322.05,324.89,324.27,,330.19,,,,,,,,249.32,258.57,276.76,323.20,327.20,331.97,335.42,336.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-07-25 21:36:37.854000,L5,272.94,261.16,257.27,252.96,249.59,247.24,245.89,235.48,227.41,217.95,213.33,207.44,201.80,198.14,293.38,303.28,301.57,290.29,287.24,274.69,276.57,273.92,,,305.74,319.96,323.23,331.99,318.47,340.63,328.44,329.52,339.32,349.20,339.32,341.87,349.58,357.83,385.79,,,,,,,,,,,,,335.51,,,,,217.62,226.37,273.12,289.29,290.55,268.39,267.57,,263.92,276.93,291.74,299.94,298.69,308.00,307.42,314.97,310.61,319.40,316.58,308.11,310.83,,313.17,,,,,,,,249.52,252.63,268.37,317.02,316.07,317.46,320.29,325.52,328.21,338.58,,,,,,,,,,187.12,92.57,111.31,164.73,,,,,,,,,,,,,,,,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-08-10 21:36:56.635000,L5,284.66,274.25,267.46,258.63,255.57,254.45,267.34,249.81,258.28,253.01,230.12,218.05,210.44,212.97,303.15,308.39,307.26,299.26,292.57,283.07,279.45,283.28,,,290.58,309.32,311.85,329.12,320.88,326.17,302.72,316.83,326.01,335.11,323.40,331.44,333.40,349.01,369.32,,,,,,,,,,,,,330.81,,,,,228.03,234.06,281.46,292.45,290.11,280.36,275.65,,278.21,291.37,297.92,300.34,309.86,315.79,322.41,324.84,326.49,324.40,322.57,314.55,322.31,,327.73,,,,,,,,251.63,258.11,271.32,315.50,323.74,321.51,326.93,332.30,337.87,,,,,,,,,,,177.46,173.34,97.63,122.57,,,,,,,,178.90,,,,329.30,287.34,306.80,251.16,,,,,229.67,250.75,254.76,242.85,308.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-11 21:37:49.351000,L5,283.70,278.94,279.36,274.21,270.82,266.06,288.58,292.53,276.93,286.35,294.95,,,,325.53,345.82,323.78,321.47,311.42,301.24,296.64,297.47,,,287.77,303.55,311.39,316.27,318.83,336.43,329.90,329.13,327.09,329.28,316.28,319.72,321.53,344.53,367.94,,,,,,,,,,,,,331.97,,,,,253.81,240.71,282.71,304.58,306.33,294.43,279.77,,274.40,285.94,297.63,300.57,,,,,,,,,,,,,,,,,,,260.79,265.92,278.90,,,,,,,,,,,,,,,,,183.78,114.36,113.23,150.26,,,,,,,,175.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-10-13 21:38:32.826000,L5,275.80,260.72,260.13,248.66,249.73,244.87,241.23,232.77,231.09,217.65,219.26,207.32,191.87,200.99,293.89,299.59,298.70,291.07,280.80,266.73,262.79,268.82,,,294.71,305.81,307.44,320.49,320.52,342.26,332.04,335.03,338.04,339.23,328.57,334.22,344.19,344.06,369.57,,,,,,,,,,,,,329.39,,,,,224.70,233.22,281.53,290.85,291.08,265.04,261.32,,262.77,272.07,285.15,288.39,297.63,304.41,314.47,316.39,316.71,318.47,315.12,314.81,316.04,,312.83,,,,,,,,257.42,256.97,275.74,312.47,310.03,312.01,309.61,316.17,325.70,333.62,,,,,,,,,,163.95,72.96,88.37,120.40,,,,,,,,170.87,,,,343.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-18 21:40:42.163000,L5,284.84,272.24,257.72,260.67,250.94,252.38,246.87,235.57,231.03,225.75,216.83,213.12,210.97,213.55,303.96,305.74,305.41,294.10,284.36,278.79,274.71,273.47,,,,293.01,289.93,311.61,303.91,326.88,320.41,321.91,330.62,331.87,323.21,325.03,321.03,324.34,349.04,390.42,,,437.45,396.76,398.57,,,,,,,310.77,391.68,414.32,404.38,388.72,233.85,252.91,283.73,292.24,299.74,276.50,273.35,388.33,271.59,283.92,291.58,295.28,308.65,318.50,321.87,324.66,322.24,327.10,321.62,319.55,318.69,,317.79,,,,,,,,257.19,264.48,277.61,313.60,317.02,321.00,321.20,323.60,335.42,341.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-09 21:41:19.893000,L5,278.29,265.60,252.25,250.92,247.62,245.14,240.09,230.48,226.76,216.67,216.07,208.71,204.72,203.63,297.32,302.04,306.18,295.34,284.89,274.07,271.89,272.47,,,302.42,321.89,319.71,326.48,329.10,347.27,330.91,330.66,342.57,339.10,327.58,334.72,350.26,358.72,370.42,,,,,,,,,,,,,336.15,,,,,218.10,230.00,276.73,282.70,291.49,272.90,269.69,,268.37,279.17,289.12,293.77,300.27,309.00,312.22,317.32,312.99,316.38,313.22,310.75,311.65,,313.90,,,,,,,,247.08,259.97,269.46,313.39,316.77,322.15,312.08,321.06,329.56,340.85,,,,,,,,,,,,,,,,,,,,,,,,,348.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-25 21:41:28.038000,L5,273.48,263.01,255.64,247.99,246.02,243.67,239.86,231.21,224.17,214.76,216.24,208.00,206.07,205.67,299.70,303.03,301.51,291.44,285.98,271.68,271.78,272.37,,,309.08,320.44,320.52,331.06,332.42,350.45,340.41,338.20,347.03,341.67,332.92,340.01,347.32,357.49,380.32,,,,,,,,,,,,,341.15,,,,,218.86,231.22,274.72,283.58,289.95,269.63,271.02,,268.85,278.60,288.13,297.92,301.21,308.67,315.97,312.57,315.87,315.73,311.19,310.35,314.67,,314.99,,,,,,,,246.86,256.65,265.48,308.76,305.02,315.75,315.54,318.81,324.28,339.24,,,,,,,,,,,,,,,,,,,,,,,,,348.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-10 21:41:36.102000,L5,274.35,264.69,252.58,249.32,246.81,240.33,234.25,225.55,217.50,208.66,205.70,204.39,201.12,202.35,300.48,302.20,301.48,292.57,290.82,276.50,272.07,267.96,,,307.07,325.48,314.69,326.54,327.12,346.91,330.51,333.68,346.26,342.90,333.62,334.78,352.39,363.52,367.59,,,,,,,,,,,,,333.65,,,,,215.29,230.42,275.54,287.71,297.88,270.42,271.07,,269.78,279.30,283.68,295.30,300.39,309.06,313.02,320.34,316.43,317.86,313.43,317.87,314.22,,319.90,,,,,,,,250.02,259.81,270.84,308.33,319.62,320.67,315.39,324.36,329.20,333.45,,,,,,,,,,,,,,,,,,,,,,,,,347.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-26 21:41:40.412000,L5,279.27,268.68,258.39,260.35,256.91,253.20,247.41,242.73,235.20,228.23,231.15,227.33,216.26,214.05,308.31,313.95,318.50,314.21,309.33,297.77,298.08,294.09,,,292.66,320.14,320.54,335.17,334.93,352.02,329.58,325.04,335.13,328.39,320.34,324.33,340.92,358.27,367.06,387.59,402.96,,427.45,390.27,395.69,405.32,401.03,412.69,,377.58,368.00,343.39,404.10,416.15,399.96,388.57,229.57,240.82,281.62,297.77,305.14,291.47,301.21,399.50,293.46,305.82,310.03,319.52,320.18,325.34,335.37,345.13,330.02,331.22,338.48,335.82,334.77,358.36,,,,,,,,,253.52,264.75,280.91,,,,,,,,,,,,,,,,,36.97,,,,329.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-12 21:41:47.390000,L5,273.72,260.12,262.20,250.96,249.18,241.59,235.88,228.71,223.69,212.72,214.36,207.97,200.59,201.48,302.86,304.40,308.16,296.37,292.74,277.58,278.65,277.79,,,305.71,320.08,310.90,323.18,324.07,347.89,328.51,337.20,343.54,340.09,327.89,334.25,350.45,358.47,367.96,,,,,,,,,,,,,334.55,,,,,215.33,233.69,278.87,289.51,292.07,267.34,271.54,,276.32,282.57,290.27,300.36,305.05,310.94,318.82,321.15,321.02,320.80,322.37,313.03,323.72,,313.62,,,,,,,,246.18,261.29,271.54,323.52,317.73,324.12,323.30,328.58,334.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-13 21:42:05.358000,L5,276.73,266.72,255.98,253.97,253.40,244.45,242.24,239.73,223.43,216.50,216.97,209.92,200.68,202.24,294.10,298.09,304.55,293.10,289.35,266.42,271.09,270.68,,,301.52,315.97,320.99,329.54,329.35,339.04,318.47,327.46,328.57,328.23,318.37,323.83,343.26,356.85,381.41,,,,,,,,,,,,,337.78,,,,,213.17,229.61,268.23,280.76,288.10,271.59,271.37,,269.94,280.51,288.92,285.16,293.81,302.84,310.87,308.35,308.24,310.98,305.22,304.92,308.20,,308.23,,,,,,,,246.45,252.81,263.27,309.29,314.51,322.37,319.99,323.42,332.30,,,,,,,,,,,121.64,67.25,70.88,117.03,,,,,,,,167.46,,,,,,,,4.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-29 21:42:10.705000,L5,279.37,270.12,259.91,260.45,251.48,252.85,245.16,236.47,233.08,227.95,221.60,209.81,204.94,205.89,295.16,300.81,300.07,289.87,283.68,275.21,272.04,270.73,,,287.57,302.94,303.16,322.15,331.48,347.18,329.26,330.80,333.72,321.83,304.83,310.80,328.86,342.35,362.34,,,,,,,,,,,,,336.07,,,,,226.47,237.01,271.16,279.42,290.47,269.02,271.00,,277.05,284.24,294.92,299.68,306.56,316.91,320.98,317.95,317.45,318.06,309.77,311.42,311.56,,307.59,,,,,,,,254.47,264.03,267.29,308.07,312.62,314.17,317.39,322.26,336.55,,,,,,,,,,,150.79,64.77,79.47,115.74,,,,,,,,166.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-20 21:44:01.121000,L5,283.04,273.01,262.64,257.50,258.29,250.04,246.12,236.80,228.90,218.61,210.86,193.61,204.90,211.58,309.70,311.35,312.49,302.32,294.43,284.95,284.09,289.13,,,,300.48,300.90,317.48,316.16,348.47,331.49,331.52,341.55,336.57,324.56,321.27,333.37,341.85,356.86,,,,451.29,381.05,400.55,,,,,,,328.44,401.94,419.12,402.84,390.53,232.43,246.09,288.69,296.38,305.74,289.28,288.67,398.29,285.32,290.03,302.61,315.19,323.09,330.06,330.03,337.11,339.67,340.03,333.75,334.15,324.51,,321.67,,,,,,,,265.22,272.42,276.61,322.52,326.21,332.41,330.83,334.91,342.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-21 21:44:44.561000,L5,279.33,266.84,262.43,253.12,257.81,251.01,248.34,239.79,236.35,223.94,227.86,217.38,211.89,211.95,304.88,310.01,308.70,296.24,290.54,282.93,280.90,285.40,,,,298.79,297.60,316.71,312.85,341.16,325.57,328.71,334.95,334.04,324.15,323.90,334.28,344.55,359.04,403.27,,,449.28,383.29,405.02,,,,,,,330.33,399.90,417.70,402.55,389.81,236.67,249.83,288.55,291.53,303.26,283.80,280.79,394.60,277.74,289.14,298.51,309.87,316.91,323.66,323.00,329.60,332.13,330.62,330.01,324.41,320.23,,318.12,,,,,,,,263.24,265.07,274.49,320.71,324.42,329.88,328.35,330.91,340.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-03-09 21:45:04.554000,L5,277.78,275.20,262.77,263.85,258.78,255.94,257.38,243.47,244.32,235.64,243.06,236.07,225.46,222.83,309.12,310.25,312.66,308.85,306.89,322.40,306.36,292.65,,,,293.31,289.18,313.11,307.38,338.25,322.11,324.47,333.11,336.40,317.54,316.55,323.48,336.64,349.00,379.54,402.54,,435.97,380.42,397.15,,,,,,,330.48,395.31,409.51,404.94,386.41,240.65,259.60,286.90,307.04,299.36,322.99,298.21,394.13,281.16,308.17,307.31,319.81,325.88,343.11,338.85,346.22,341.75,341.14,341.56,336.79,328.73,,327.62,,,,,,,,263.12,268.64,278.72,335.25,336.61,336.32,,,,,,,,,,,,,,133.71,127.39,144.20,152.96,,,,,,,,,,,,,,,,33.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-10 21:45:40.863000,L5,276.73,270.20,257.92,257.97,251.88,251.44,242.23,234.94,230.92,224.24,223.12,211.75,208.13,207.47,304.63,304.60,305.57,296.60,297.37,284.27,279.41,280.41,,,,315.36,303.11,323.23,324.23,340.40,322.76,327.07,331.42,333.96,324.63,325.00,338.43,349.13,361.58,,,,,395.68,416.17,,,,,,,331.68,399.73,424.09,405.40,392.18,223.53,236.61,279.00,287.82,298.41,276.62,277.38,392.64,278.29,282.66,292.90,300.28,305.47,315.40,320.90,327.02,323.24,327.64,322.62,327.71,323.44,,322.56,,,,,,,,249.87,258.74,267.25,323.52,326.26,327.65,329.93,333.93,341.11,,,,,,,,,,,122.47,92.80,109.51,131.01,,,,,,,,177.43,,,,,,,,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-04-26 21:45:56.580000,L5,285.51,271.53,266.10,254.17,255.78,251.30,251.59,239.78,237.06,232.94,237.86,237.38,226.09,217.65,310.14,316.29,311.26,304.98,299.01,293.24,287.61,282.42,,,,304.85,302.44,326.29,320.57,343.64,326.34,328.67,332.19,332.70,323.02,325.32,338.33,348.11,360.46,406.16,,,443.37,395.09,407.00,,,,,,,334.19,401.26,422.77,405.69,390.64,234.04,242.69,282.67,291.90,302.63,284.50,286.62,392.60,283.10,290.27,298.97,305.30,312.71,323.29,331.80,333.50,327.62,331.98,332.12,330.19,328.37,,333.11,,,,,,,,253.97,263.98,275.36,327.75,336.09,,,,,,,,,,,,,,,138.41,118.02,114.46,141.12,,,,,,,,187.86,,,,,,,,38.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-12 21:46:09.770000,L5,280.27,268.51,260.38,254.52,248.67,241.98,241.86,230.19,229.13,221.55,220.94,215.78,211.79,205.64,305.19,305.70,309.08,297.75,294.80,284.69,282.51,285.58,,,285.53,313.78,313.97,331.35,329.84,349.04,335.42,334.37,342.06,341.47,331.80,327.11,345.20,355.30,367.41,,,,,403.82,417.05,,,,,,,340.81,407.53,427.09,413.05,396.81,225.30,235.26,278.48,290.78,294.37,280.15,274.10,409.06,278.68,287.47,295.55,300.76,308.73,319.73,324.05,324.14,322.00,317.74,318.84,319.20,326.39,,328.31,,,,,,,,252.95,259.01,267.86,320.84,327.07,332.44,,,,,,,,,,,,,,104.36,99.38,102.47,126.44,,,,,,,,174.49,,,,,,,,36.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-13 21:46:37.602000,L5,272.06,255.46,251.07,248.81,243.89,243.79,237.81,225.92,221.51,211.48,210.95,205.66,205.35,201.98,296.67,304.24,302.48,295.06,288.57,280.48,279.62,281.61,,,310.47,328.85,328.89,342.32,335.25,353.76,339.96,339.22,344.45,343.70,330.38,341.18,354.00,364.38,375.95,,,,,,,,,,,,,343.17,,,,,218.39,231.12,273.64,279.64,291.53,277.81,271.93,,274.33,275.54,289.22,295.78,308.81,313.37,319.39,323.45,320.41,318.47,322.68,322.80,320.22,,323.68,,,,,,,,241.56,255.72,265.35,313.75,317.57,328.36,327.20,332.36,332.01,,,,,,,,,,,111.44,102.09,105.30,126.70,,,,,,,,174.71,,,,,,,,15.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-01 21:47:43.231000,L5,285.23,273.59,262.58,259.22,255.29,252.18,247.82,239.92,238.09,227.13,220.01,215.21,212.24,215.17,310.46,313.01,312.94,303.67,301.73,290.66,286.82,288.67,,,282.26,315.20,304.80,330.19,327.37,338.89,316.78,324.02,325.09,334.48,321.29,325.78,337.93,348.84,361.36,,,,,397.39,403.29,,,,,,,324.19,395.63,421.30,405.37,390.04,224.41,240.36,282.52,291.43,300.13,285.57,283.02,387.51,286.64,293.67,299.34,304.29,308.35,320.62,322.45,326.48,324.23,321.11,323.55,321.48,326.66,,328.65,,,,,,,,249.88,263.20,276.86,323.02,328.08,331.76,,,,,,,,,,,,,,130.98,78.28,90.14,122.61,,,,,,,,169.29,,,,,,,,38.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-17 21:47:54.852000,L5,282.79,273.41,261.90,266.28,252.99,252.01,244.85,234.36,232.41,227.33,221.33,210.59,210.05,209.36,310.87,312.20,314.33,306.26,297.90,289.23,285.05,287.98,,,273.44,316.13,309.67,331.72,325.87,335.47,315.71,321.00,321.24,328.01,310.30,324.48,335.88,351.74,367.37,,,,,403.18,408.57,,,,,,,330.88,390.87,412.98,407.93,387.99,225.91,239.37,285.21,292.29,300.79,287.27,283.44,384.70,288.27,289.51,296.62,302.34,308.81,312.95,319.35,324.63,319.55,321.34,319.80,317.98,324.41,,325.64,,,,,,,,252.40,261.21,271.08,324.92,325.96,331.49,333.54,340.26,,,,,,,,,,,,117.95,70.60,79.83,120.42,,,,,,,,170.09,,,,,,,,34.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-06 21:48:41.029000,L5,273.56,265.92,262.45,250.59,251.77,268.57,258.09,233.62,211.16,204.87,186.59,198.68,186.67,192.11,288.58,290.96,299.85,285.61,278.82,276.65,270.71,271.27,,,,283.94,280.41,281.59,284.28,302.81,288.12,286.30,300.27,301.92,288.83,294.84,311.31,320.36,332.29,356.06,422.26,,392.21,358.15,374.27,,,,,,,292.82,367.09,369.85,354.82,353.85,201.95,217.07,271.32,274.21,282.70,271.80,270.48,354.49,271.65,276.57,284.42,289.73,295.21,314.49,297.89,304.11,296.98,305.73,302.68,298.87,301.28,,296.20,,,,,,,,234.67,245.67,257.00,297.93,306.43,308.65,310.42,318.82,326.71,331.86,,,,,,,,,,96.84,87.00,85.22,107.80,,,,,,,,152.52,,,,348.80,,,,20.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-01-07 21:48:55.368000,L5,239.21,229.84,217.12,219.72,213.38,211.47,204.10,193.42,187.66,184.49,184.02,171.80,174.25,179.83,265.12,274.82,273.09,263.94,256.24,247.67,247.82,246.64,,300.94,311.90,333.19,339.97,344.59,342.36,362.54,344.56,345.18,347.91,339.40,338.65,347.88,359.78,371.11,398.31,,,,,,,,,,,,,358.66,,,,,198.67,209.47,262.93,246.80,254.14,248.04,243.97,,249.26,263.20,262.33,273.67,282.62,291.32,294.09,301.02,293.60,299.18,299.08,295.27,302.26,,286.77,,,,,,,,222.06,230.53,242.76,292.07,295.84,302.57,301.37,308.45,312.15,324.00,,,,,,,,,,107.20,87.88,91.26,117.14,,,,,,,,180.45,,,,335.69,336.24,336.81,,27.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.55,,,,,,
