dates,satname,nzd0518-0000,nzd0518-0001,nzd0518-0002,nzd0518-0003,nzd0518-0004,nzd0518-0005,nzd0518-0006,nzd0518-0007,nzd0518-0008,nzd0518-0009,nzd0518-0010,nzd0518-0020,nzd0518-0021,nzd0518-0022,nzd0518-0023,nzd0518-0024,nzd0518-0025,nzd0518-0026,nzd0518-0027,nzd0518-0028,nzd0518-0029,nzd0518-0030,nzd0518-0031,nzd0518-0032,nzd0518-0033,nzd0518-0034,nzd0518-0035,nzd0518-0036,nzd0518-0037,nzd0518-0038,nzd0518-0039,nzd0518-0040,nzd0518-0041,nzd0518-0042,nzd0518-0043,nzd0518-0044,nzd0518-0045,nzd0518-0046,nzd0518-0047,nzd0518-0048,nzd0518-0049,nzd0518-0050,nzd0518-0051,nzd0518-0052,nzd0518-0053,nzd0518-0054,nzd0518-0055,nzd0518-0056,nzd0518-0057,nzd0518-0058,nzd0518-0059,nzd0518-0060,nzd0518-0061,nzd0518-0062,nzd0518-0063,nzd0518-0064,nzd0518-0065,nzd0518-0066,nzd0518-0067,nzd0518-0068,nzd0518-0069,nzd0518-0070,nzd0518-0071,nzd0518-0072,nzd0518-0073,nzd0518-0074,nzd0518-0075,nzd0518-0076,nzd0518-0077,nzd0518-0078,nzd0518-0079,nzd0518-0080,nzd0518-0081,nzd0518-0082,nzd0518-0083,nzd0518-0084,nzd0518-0085,nzd0518-0086,nzd0518-0087,nzd0518-0088,nzd0518-0089,nzd0518-0090,nzd0518-0091,nzd0518-0092,nzd0518-0093,nzd0518-0094,nzd0518-0095,nzd0518-0096,nzd0518-0097,nzd0518-0098,nzd0518-0099,nzd0518-0100,nzd0518-0101,nzd0518-0102,nzd0518-0103,nzd0518-0104,nzd0518-0105,nzd0518-0106,nzd0518-0107,nzd0518-0108,nzd0518-0109,nzd0518-0110,nzd0518-0111,nzd0518-0112,nzd0518-0113,nzd0518-0114,nzd0518-0115,nzd0518-0116,nzd0518-0117,nzd0518-0118,nzd0518-0119,nzd0518-0120,nzd0518-0121,nzd0518-0122,nzd0518-0123,nzd0518-0124,nzd0518-0125,nzd0518-0126,nzd0518-0127,nzd0518-0128,nzd0518-0129,nzd0518-0130,nzd0518-0131,nzd0518-0132,nzd0518-0133,nzd0518-0134,nzd0518-0135,nzd0518-0136,nzd0518-0137,nzd0518-0138,nzd0518-0139,nzd0518-0140,nzd0518-0141,nzd0518-0142,nzd0518-0143,nzd0518-0144,nzd0518-0145,nzd0518-0146,nzd0518-0147,nzd0518-0148,nzd0518-0149,nzd0518-0150,nzd0518-0151,nzd0518-0152,nzd0518-0153,nzd0518-0154,nzd0518-0155,nzd0518-0156,nzd0518-0157,nzd0518-0158,nzd0518-0159,nzd0518-0160,nzd0518-0161,nzd0518-0162,nzd0518-0163,nzd0518-0164,nzd0518-0165,nzd0518-0166,nzd0518-0167,nzd0518-0168,nzd0518-0169,nzd0518-0170,nzd0518-0171,nzd0518-0172,nzd0518-0173,nzd0518-0174,nzd0518-0175,nzd0518-0176,nzd0518-0177,nzd0518-0178,nzd0518-0179,nzd0518-0180,nzd0518-0181,nzd0518-0182,nzd0518-0183,nzd0518-0016,nzd0518-0017,nzd0518-0018,nzd0518-0019,nzd0518-0184,nzd0518-0011,nzd0518-0012,nzd0518-0013,nzd0518-0014,nzd0518-0015
2019-01-27 22:26:45.220000,L8,,,,,,,,,,,,223.03,217.92,223.92,237.25,254.37,255.39,258.05,260.43,276.58,259.37,257.56,255.74,257.07,256.42,258.44,255.35,251.57,243.09,234.24,238.10,239.41,241.08,240.01,245.78,251.37,258.80,256.90,256.71,252.31,262.14,251.52,245.21,244.63,242.35,242.27,242.25,237.66,233.80,234.98,234.74,229.65,229.05,232.62,230.50,228.75,224.98,225.93,219.04,220.84,219.36,217.75,218.94,219.65,219.05,227.53,232.42,238.44,242.29,237.63,235.75,214.29,204.73,230.11,249.16,249.59,248.93,245.45,244.31,251.25,243.88,239.54,240.59,231.03,232.56,229.54,228.88,230.27,231.59,232.01,208.40,203.98,237.24,216.23,268.20,274.40,271.13,270.40,269.82,262.61,266.60,268.37,271.74,268.89,263.49,269.47,279.72,277.52,278.09,275.38,271.08,276.86,280.20,276.04,296.37,288.58,289.94,294.57,300.52,305.51,326.12,309.89,316.94,317.00,329.87,321.80,344.77,322.79,326.60,355.07,298.94,172.54,,,,,,,345.46,296.70,293.60,294.87,341.34,275.80,331.42,266.61,215.02,,331.33,289.17,296.06,292.62,283.35,289.02,295.17,308.32,310.07,312.26,327.77,314.15,317.09,309.91,317.80,325.64,339.04,331.09,337.24,335.97,341.61,333.49,335.14,349.50,335.76,450.89,292.15,,,,167.96,,,,,,
2019-02-12 22:26:43.149000,L8,295.38,255.83,251.75,256.04,256.81,241.41,223.67,259.71,272.65,311.47,303.01,358.07,363.33,366.31,351.87,380.36,386.69,390.74,311.63,352.72,443.35,450.50,382.34,401.77,309.86,313.38,311.23,320.96,395.25,296.12,325.60,324.99,382.14,406.87,481.12,477.84,360.22,473.47,476.88,487.45,520.18,483.16,469.56,486.91,391.86,349.27,428.53,416.60,424.86,463.00,357.34,431.96,381.75,416.07,452.39,471.21,470.33,520.64,359.48,358.13,352.97,341.65,360.37,340.96,341.88,,478.29,518.82,444.21,365.71,374.25,452.85,374.29,474.13,390.06,392.50,386.74,399.50,403.40,387.68,462.74,425.35,402.61,396.60,376.20,427.49,404.41,395.88,473.07,488.52,482.07,487.15,500.83,493.90,500.62,346.28,470.59,495.80,467.75,472.51,492.84,390.00,457.00,423.81,491.52,472.00,414.61,429.82,426.40,438.97,407.64,459.83,440.56,461.49,490.29,520.04,507.19,485.89,496.85,495.45,374.02,382.64,398.91,362.81,483.04,476.19,479.75,469.70,455.93,448.76,507.11,504.20,490.96,412.54,424.12,441.52,510.21,494.06,371.90,375.28,428.54,483.72,368.43,397.81,406.97,414.15,,,,,,504.69,457.30,516.04,475.84,434.38,434.03,488.55,385.36,363.65,343.59,353.06,361.50,366.56,515.88,,,,,,,,,,,365.41,348.07,378.07,379.14,,307.85,324.71,343.46,349.98,362.73
2019-02-19 22:32:52.593000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.87,449.45,448.87,447.30,443.67,458.80,437.07,380.80,378.28,359.53,350.98,393.40,391.68,391.06,363.66,371.35,371.99,375.90,373.33,343.13,338.94,346.93,440.07,438.51,338.30,355.29,354.14,364.92,332.97,333.90,352.61,392.89,397.64,364.52,330.10,326.33,326.91,339.28,399.97,365.82,359.58,390.36,356.34,355.83,418.91,394.50,388.80,405.03,533.53,,400.97,403.87,375.56,421.92,410.11,379.98,400.46,405.90,366.00,420.31,406.83,426.16,450.11,430.67,401.33,404.42,398.19,396.46,407.37,391.01,392.27,387.19,394.09,379.62,395.85,394.57,392.30,344.66,362.86,303.42,301.86,298.91,300.39,304.24,308.86,313.01,324.92,322.54,328.27,415.74,325.58,376.88,384.73,388.46,397.13,404.69,392.91,373.85,382.93,381.57,385.15,392.81,392.11,459.96,475.64,481.14,,,,,,,,,,
2019-03-07 22:32:47.610000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.81,217.75,214.04,216.09,218.08,220.01,207.64,228.47,225.51,225.80,218.83,212.64,207.88,213.50,174.91,175.02,,,,,136.15,238.84,241.39,214.94,212.84,209.95,233.35,244.54,248.08,245.20,241.30,237.28,241.51,259.50,266.25,255.79,252.47,240.16,251.25,260.13,250.67,264.25,263.66,261.87,265.90,247.50,192.37,220.45,140.61,,,,,,,,,,,241.04,233.56,251.52,244.64,213.10,259.44,244.89,167.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-16 22:26:33.688000,L8,190.58,195.79,203.04,190.14,193.71,198.18,159.01,,,,,241.51,229.84,234.47,244.40,290.57,294.23,284.09,268.10,276.10,285.29,276.49,282.53,274.60,264.34,266.20,267.28,271.36,265.25,262.72,271.52,263.44,267.45,262.02,263.03,263.24,267.76,267.20,262.42,272.57,269.97,268.72,269.45,267.88,259.57,270.29,270.69,270.39,270.25,273.60,259.32,257.47,258.02,253.35,257.19,258.70,260.02,256.61,266.60,254.38,262.08,274.78,250.64,265.94,251.55,258.19,274.77,259.11,282.92,272.87,256.50,225.99,237.08,284.24,262.22,253.50,274.56,246.08,247.06,262.69,255.15,259.50,257.71,249.46,246.69,232.36,235.49,246.90,236.76,262.11,272.21,241.24,289.30,296.18,306.19,279.38,272.37,273.08,270.47,261.40,267.31,270.78,273.49,267.70,263.71,270.68,278.92,283.99,284.95,286.02,280.52,292.78,291.05,286.08,288.31,291.10,287.25,293.95,299.02,297.14,316.55,309.44,287.74,283.82,324.56,327.08,331.47,314.84,316.30,323.61,318.01,325.07,334.23,328.23,329.79,328.22,326.00,295.17,293.49,299.40,300.26,506.29,486.57,484.20,481.22,479.21,305.18,298.47,299.96,297.59,294.33,296.71,293.10,297.94,309.06,324.98,322.24,321.81,338.76,320.05,311.52,310.05,323.25,307.81,306.62,312.02,308.59,302.80,313.63,303.35,314.55,314.55,374.73,471.14,484.05,227.82,233.94,226.17,224.97,509.89,,234.81,220.81,210.28,210.37
2019-04-17 22:26:24.837000,L8,242.00,248.97,249.57,247.42,241.74,280.21,297.55,287.46,236.64,256.55,273.41,325.19,324.18,364.30,337.89,312.81,346.77,328.43,298.46,331.64,308.66,322.19,314.07,316.41,289.27,285.63,296.59,291.58,295.98,285.21,319.57,316.52,319.13,319.99,310.83,310.78,303.79,313.71,303.09,300.75,318.88,326.16,325.65,316.85,319.29,320.91,311.75,346.36,314.87,335.14,334.88,378.25,392.16,391.01,369.61,339.36,342.14,315.96,309.87,318.06,323.53,344.58,369.74,392.65,349.04,345.64,379.77,386.19,406.97,397.61,392.05,397.54,383.95,394.13,392.40,389.92,376.42,362.64,353.03,352.26,345.49,345.34,352.44,306.40,270.57,317.83,259.74,277.17,326.82,322.59,345.80,368.51,356.48,425.67,367.42,359.20,355.28,338.85,333.07,329.22,343.13,282.27,283.36,271.79,283.22,287.10,287.69,303.62,343.00,295.76,357.70,359.13,299.54,399.76,395.24,398.93,421.17,422.90,394.11,379.69,336.68,406.68,407.26,348.86,359.34,386.30,386.09,352.02,365.51,373.43,373.96,353.18,365.05,371.09,384.28,393.82,405.50,397.22,388.06,321.96,336.58,330.98,340.94,334.84,325.54,327.27,314.63,322.47,323.43,309.71,321.23,314.13,317.10,339.72,348.28,366.79,373.77,373.18,377.44,331.70,327.43,347.34,361.83,359.15,354.10,352.16,344.24,346.00,346.47,332.78,349.01,346.00,381.80,506.80,512.38,307.96,312.88,305.46,345.03,,287.59,292.97,335.45,311.93,317.87
2019-05-19 22:26:35.528000,L8,179.68,185.77,191.65,179.37,,,,,,,,220.29,228.80,226.95,232.81,207.30,272.70,269.51,272.12,273.31,268.78,267.87,259.47,266.93,257.80,263.78,258.56,257.85,253.62,248.56,249.10,237.01,242.27,252.81,244.78,249.11,251.55,253.22,251.74,262.66,263.86,259.31,248.47,261.90,261.30,264.52,176.91,178.14,177.13,168.09,169.68,181.21,151.21,247.14,250.71,254.66,261.41,209.15,182.97,208.49,163.47,148.93,154.94,162.95,165.27,169.71,188.12,238.40,237.28,231.94,223.93,221.91,225.83,232.38,233.58,232.85,232.12,230.81,239.78,253.01,251.56,248.14,246.28,233.10,231.03,224.33,229.02,229.59,231.18,236.39,203.57,202.72,223.69,255.54,266.12,262.67,260.63,260.98,258.62,255.43,255.80,261.90,261.02,257.85,259.13,260.69,276.27,277.58,271.66,266.86,270.60,272.40,269.29,265.42,271.43,270.63,279.93,278.76,279.24,277.57,267.75,269.23,271.25,260.62,258.77,260.87,265.32,258.17,260.13,262.94,266.09,266.22,270.25,276.52,278.41,275.74,286.19,292.63,293.13,292.27,283.09,295.62,291.48,265.79,280.36,290.13,284.26,275.31,280.10,277.48,277.70,278.21,278.02,276.00,293.17,292.52,299.24,303.36,303.06,302.70,291.80,293.98,298.40,298.59,292.54,302.68,294.90,298.25,301.20,298.93,297.55,305.70,329.20,400.91,342.54,331.07,282.87,280.78,279.41,403.32,251.60,272.28,372.44,383.28,304.05
2019-06-20 22:26:49.743000,L8,,,,,,,,,,,,,178.86,185.05,170.44,194.11,190.09,186.64,199.52,204.13,196.24,186.65,179.90,178.37,174.26,186.45,198.31,165.66,189.96,168.95,176.21,172.39,174.38,177.59,175.06,177.22,175.78,168.72,171.38,172.88,165.85,161.39,164.27,154.60,152.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.94,165.04,214.69,197.65,193.44,155.16,,216.91,265.51,251.82,237.95,236.42,230.68,232.13,246.29,247.81,241.25,241.27,245.00,247.73,265.05,260.96,255.87,256.16,246.55,245.53,259.07,251.17,245.44,253.76,249.69,251.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-22 22:26:57.421000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.82,215.63,225.73,234.93,228.06,231.80,226.90,218.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.53,228.43,220.95,221.00,202.66,159.85,,,,,,226.69,224.78,209.92,216.90,,,,,,,238.09,226.52,260.60,244.61,220.51,201.88,172.62,150.35,256.00,268.49,247.17,228.37,250.44,240.86,218.38,230.33,218.55,171.09,233.37,244.64,238.32,240.36,246.48,240.01,264.65,265.08,180.73,,256.07,258.04,231.39,218.00,235.22,213.38,196.94,162.54,162.45,164.51,,,254.88,271.29,299.17,,,,,237.02,,,,,
2019-09-08 22:27:12.355000,L8,230.64,240.31,245.67,214.12,260.82,262.61,270.52,236.55,256.43,169.12,,291.76,302.50,297.11,293.23,296.91,291.71,293.98,288.53,279.36,289.89,279.17,269.80,276.41,284.52,273.42,268.55,263.68,263.42,262.74,256.86,260.68,260.12,257.91,258.66,265.69,262.19,266.17,271.29,273.12,265.99,258.51,260.64,270.34,273.57,259.25,258.60,263.96,270.41,267.09,262.14,266.73,259.22,253.79,254.43,230.09,254.74,259.00,260.87,255.93,251.17,240.01,247.66,255.73,258.23,245.87,267.28,240.91,243.94,243.47,238.97,228.62,241.38,230.75,245.45,247.53,245.94,242.43,253.03,266.76,258.35,260.64,258.03,255.15,252.81,238.45,240.82,251.66,241.54,237.98,215.30,218.92,231.36,276.93,304.97,271.08,271.16,270.70,266.80,259.86,265.24,275.89,269.01,267.42,266.55,266.58,282.28,286.36,286.83,290.30,278.43,291.14,291.48,286.31,292.29,295.12,288.57,301.83,299.91,293.38,290.09,292.10,281.74,290.20,273.79,282.00,281.29,284.37,279.73,283.29,284.17,283.72,285.35,293.42,293.61,284.84,306.29,302.23,299.95,301.47,290.97,304.76,311.96,299.22,312.49,305.91,298.34,292.76,291.51,292.97,287.91,290.76,288.61,292.75,307.42,311.23,313.48,318.26,329.91,313.35,305.41,305.27,306.37,310.66,301.69,297.26,294.70,289.35,301.15,297.35,297.42,305.40,347.32,441.80,469.71,291.81,289.49,294.29,296.42,492.81,,,,194.98,285.33
2019-11-02 22:33:32.255000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.28,367.43,385.16,331.19,354.52,374.17,398.95,385.60,382.16,459.44,469.56,478.83,474.01,493.00,481.07,483.93,404.35,404.05,416.25,412.87,407.84,392.57,378.38,515.98,518.92,508.46,507.20,513.85,523.18,514.04,470.98,504.30,440.89,443.77,421.82,,,,,,,509.38,488.08,481.17,484.90,497.01,495.27,488.43,489.94,473.48,455.79,494.16,476.25,465.88,440.74,401.86,400.72,400.19,396.38,393.43,408.10,438.19,454.98,456.22,433.43,443.19,406.38,457.98,439.77,462.30,,,,,,,,,,,,,,
2019-11-11 22:27:19.914000,L8,235.44,156.76,242.14,245.68,252.69,251.13,249.29,248.96,248.50,252.98,260.49,290.81,294.81,291.78,296.64,292.25,287.84,290.60,288.08,284.96,303.08,279.46,277.36,285.90,279.76,281.29,271.45,271.35,263.80,279.17,289.32,269.35,326.43,272.57,336.00,335.25,317.14,329.17,308.88,294.79,267.68,272.38,311.37,331.27,309.11,320.16,309.65,300.97,270.42,266.85,264.43,277.19,270.40,264.45,269.63,269.80,265.71,259.95,309.24,324.26,313.00,309.03,357.88,342.61,344.28,324.10,330.95,331.38,334.15,372.41,329.61,373.45,356.54,351.24,319.18,306.14,300.55,293.03,290.95,284.64,283.73,333.20,328.97,311.38,307.22,308.32,332.40,302.99,300.63,331.92,298.32,344.02,373.86,344.39,399.30,345.36,392.07,329.22,334.37,329.70,341.54,319.59,324.13,312.33,321.88,319.12,330.51,338.83,340.33,345.46,349.46,300.66,345.54,355.95,333.75,351.91,348.19,351.98,358.53,372.68,368.43,375.53,358.71,351.55,349.12,351.86,345.01,347.29,343.11,345.48,348.34,358.12,363.86,354.86,363.01,371.78,359.92,363.39,365.24,367.31,371.19,390.42,378.71,378.49,378.52,370.91,325.29,314.03,348.54,357.25,376.84,362.09,341.51,350.85,369.14,319.10,374.41,381.44,387.81,374.68,379.14,373.34,387.74,372.42,371.78,373.43,370.72,379.86,382.38,367.21,375.89,380.07,462.40,475.28,475.23,289.39,284.75,279.24,289.96,500.67,272.87,,228.65,273.49,288.38
2020-01-14 22:27:08.860000,L8,,,,,,,,,,,,,,,,191.34,246.27,306.04,264.00,266.72,279.07,264.96,272.21,268.46,259.72,249.81,230.98,243.76,,248.60,248.59,229.86,271.02,249.51,246.68,258.23,258.77,258.67,256.52,253.75,263.86,212.66,271.21,278.79,270.13,246.47,226.47,223.12,247.15,246.52,239.13,227.32,232.25,242.09,244.98,230.97,227.96,227.10,225.00,228.49,229.91,227.28,228.54,228.68,233.05,234.79,241.10,244.18,,,,,,,,,239.86,246.63,273.44,273.13,279.55,281.84,238.27,227.96,229.69,229.72,229.67,234.98,240.21,194.29,175.05,200.01,226.08,209.37,258.23,262.74,269.18,266.89,264.55,262.35,262.32,266.04,269.31,253.98,257.54,274.47,274.00,277.50,273.09,270.15,276.86,281.01,264.96,275.84,287.69,185.34,,298.24,300.79,277.94,289.24,290.20,284.10,284.78,294.64,316.91,332.64,317.18,322.54,321.20,320.81,328.07,324.05,329.31,333.71,330.66,315.09,299.17,295.87,295.66,300.62,293.30,292.23,287.98,292.77,288.55,288.69,281.88,284.37,284.96,279.57,280.49,279.85,286.75,293.46,304.26,305.48,304.81,322.06,310.84,312.38,304.64,315.10,326.37,312.53,318.99,317.32,309.42,322.00,335.00,326.89,365.43,404.07,484.26,417.17,,,,,,,,,,
2020-04-19 22:26:32.106000,L8,178.64,185.38,197.49,189.55,184.79,195.04,189.15,192.47,250.99,243.94,255.72,230.04,220.88,222.38,237.20,272.62,284.95,280.87,270.56,279.13,263.25,270.58,271.50,270.12,270.21,261.87,263.49,258.93,252.27,263.22,253.85,260.10,250.84,249.22,251.47,249.74,260.67,258.26,265.54,255.89,253.22,259.24,254.25,257.90,251.16,259.59,259.32,252.82,258.56,249.83,257.58,255.91,255.45,246.41,252.11,246.13,248.26,253.43,250.29,250.58,242.52,237.49,243.18,243.74,250.09,250.94,259.98,238.86,247.90,254.03,262.22,225.39,234.41,238.58,240.55,245.62,237.78,241.37,254.68,258.77,255.56,258.59,259.88,246.90,233.35,232.04,232.15,242.95,233.30,241.54,210.09,231.57,225.43,253.69,271.37,265.88,271.02,276.40,263.95,268.93,271.88,273.79,269.61,263.52,265.49,262.01,277.27,279.01,279.75,279.96,279.64,279.15,285.03,278.39,279.67,285.55,287.87,286.92,293.14,286.58,277.76,292.90,276.84,274.01,273.76,282.43,280.73,277.78,273.60,277.65,284.69,281.59,283.32,297.67,290.54,284.34,296.73,299.46,295.86,298.22,290.84,299.74,297.74,290.37,297.51,298.44,287.95,284.24,287.11,284.20,282.54,283.16,279.36,286.56,299.27,301.66,307.72,310.71,316.28,310.73,300.11,302.64,303.29,310.63,352.94,359.81,300.34,303.24,296.35,299.66,298.73,307.93,336.77,407.65,407.73,217.23,219.99,218.07,217.47,465.42,,,,,179.01
2020-05-21 22:26:24.857000,L8,,,,,,,,,,,,220.76,185.84,196.76,230.25,211.64,237.41,259.90,258.12,276.90,224.51,210.27,257.92,189.79,189.83,198.99,259.00,257.57,230.52,182.55,197.85,204.70,208.86,197.21,189.59,196.62,252.73,245.99,252.01,228.00,257.85,239.38,228.10,222.71,223.35,251.76,168.47,173.89,171.01,169.83,170.87,176.52,212.72,209.57,217.91,207.85,199.20,201.45,198.40,,,146.36,156.09,161.49,155.39,152.41,171.46,213.85,222.38,215.79,211.25,205.44,193.37,216.76,223.92,230.88,230.26,230.51,232.88,235.21,236.20,229.70,230.58,226.08,222.24,221.91,218.71,219.26,225.36,205.95,197.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.81,258.47,291.23,207.53,,245.63,279.85,284.47,287.01,288.71,292.22,294.82,296.32,293.41,291.34,297.90,301.67,224.75,219.28,,,,195.60,214.20,275.57,327.58,222.17,281.89,264.60,275.69,276.50,277.91,287.44,298.90,298.44,303.62,312.44,298.57,302.79,321.60,,,,,,,,,,,,376.79,413.89,,,,153.29,412.36,,,,,
2020-06-06 22:26:32.121000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.23,221.84,214.05,215.01,,203.51,234.96,227.73,236.35,235.14,,,,,,,,,,,,,,,,,,,,,,,240.45,231.83,251.60,245.88,213.41,200.12,250.46,262.25,254.75,266.76,241.06,223.57,227.96,,,,,,,,,,,,,,,,248.82,246.92,211.81,192.20,155.78,,,,,,,,255.71,287.01,292.22,,,,,,,,,,
2020-06-22 22:26:41.227000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.29,226.01,222.49,218.16,187.53,176.06,209.29,234.77,241.07,215.94,245.80,246.35,264.12,255.21,231.95,270.96,270.87,276.62,265.23,274.40,254.13,241.78,252.66,243.86,218.15,223.17,157.09,249.20,240.76,252.05,245.45,248.66,261.93,266.91,276.47,278.35,210.91,145.14,271.00,273.41,251.66,239.17,249.86,238.37,234.47,215.93,206.94,208.62,192.84,226.79,259.39,266.18,,,,,,,,,,,
2020-08-25 22:27:04.745000,L8,241.86,247.46,252.89,255.51,279.99,252.72,266.14,275.67,270.64,272.75,,258.38,267.84,264.36,258.84,272.96,271.89,267.76,308.26,311.28,249.31,283.73,284.01,281.74,276.36,279.64,272.07,287.73,281.28,275.27,270.03,272.58,271.29,269.92,276.82,284.48,271.92,278.19,269.71,272.60,277.29,274.87,268.52,269.22,265.64,271.34,264.93,263.22,264.25,268.19,268.67,271.35,264.90,261.67,264.34,268.38,269.66,243.68,256.72,253.82,243.16,261.20,262.92,257.55,252.93,254.44,255.60,250.52,247.59,288.13,303.11,226.94,252.46,244.38,248.52,483.83,489.35,465.45,508.47,505.45,496.52,503.56,461.86,467.80,487.47,415.04,295.22,323.06,,,,,441.14,526.59,510.47,309.29,277.25,275.46,272.47,270.89,276.31,279.74,272.07,268.82,269.96,277.19,284.23,283.47,290.13,289.17,283.79,295.47,288.60,282.84,289.11,288.69,290.66,293.34,297.60,291.42,285.85,292.81,280.15,272.83,271.81,281.02,279.87,279.23,280.86,280.16,285.68,293.45,286.20,294.77,295.87,286.69,304.39,302.70,310.92,299.72,294.07,305.85,306.10,297.76,311.19,305.43,296.99,291.28,291.35,293.01,287.96,289.14,287.47,292.37,307.66,314.30,312.07,317.08,332.95,313.60,304.27,307.63,307.06,309.99,305.47,300.85,305.25,302.04,306.39,309.37,309.17,318.15,494.40,,,208.33,231.59,223.57,266.79,,,,,,299.34
2020-09-10 22:27:11.587000,L8,184.95,198.60,197.28,,,,252.68,262.85,264.82,261.66,,257.63,267.97,265.12,248.36,273.80,270.79,275.43,271.18,271.74,270.60,266.49,268.22,267.80,274.38,264.86,267.00,263.79,259.67,263.51,258.62,276.74,271.29,266.14,260.25,266.85,278.49,266.35,265.46,276.23,268.86,270.95,266.97,255.22,271.91,269.44,266.23,259.60,264.59,261.00,256.37,250.76,248.39,246.43,252.13,230.99,219.65,218.08,216.53,245.89,246.73,240.06,248.68,244.90,247.62,249.44,253.42,248.70,245.78,244.94,243.36,225.75,226.31,232.28,248.49,250.13,246.68,243.33,248.12,266.83,254.71,258.27,258.85,250.48,252.31,233.81,236.47,250.88,240.35,247.91,292.41,302.53,305.48,304.77,310.10,272.55,270.31,269.34,269.61,260.15,266.44,273.33,268.55,266.66,270.06,278.28,283.26,284.26,285.07,289.33,279.77,292.65,291.36,284.51,286.01,292.34,287.99,292.44,300.74,291.10,287.08,289.49,279.40,277.21,273.37,283.76,283.25,284.13,284.56,281.92,284.49,286.15,292.51,295.04,294.17,287.55,311.47,301.64,300.44,299.93,291.41,303.97,305.26,296.68,312.08,305.61,296.48,293.38,294.27,293.32,287.42,290.52,286.62,291.56,307.83,314.98,313.06,318.44,339.64,313.93,304.61,305.71,306.26,457.15,439.35,465.46,475.63,480.67,492.96,293.97,301.70,310.49,488.78,,,,,195.92,221.80,,,,,,
2020-10-12 22:27:18.337000,L8,,,,,,,,,,,,173.43,226.12,232.88,271.56,278.58,305.03,299.98,286.34,279.69,281.86,282.74,283.21,276.35,276.23,270.74,268.14,269.48,261.45,257.06,267.30,268.73,262.29,261.66,267.50,270.38,267.14,265.50,264.57,267.42,265.82,262.02,259.50,263.12,259.09,270.63,259.56,257.58,265.23,262.97,265.22,256.35,256.69,254.20,262.18,260.74,254.20,252.84,253.25,250.65,241.32,248.54,242.96,246.09,240.27,249.93,253.13,254.90,253.65,245.79,249.14,222.98,246.64,247.88,249.82,266.80,251.07,276.71,248.79,258.27,249.90,251.77,249.99,247.81,234.90,235.04,232.50,237.52,235.39,233.21,219.51,236.46,270.54,295.47,278.70,306.80,274.78,270.19,273.34,263.79,265.33,273.35,273.74,269.05,268.70,268.55,275.08,281.60,278.44,277.51,277.71,279.16,288.70,284.06,280.72,283.70,285.04,282.79,295.55,289.89,293.87,302.94,282.82,278.28,287.71,361.26,352.56,351.69,308.86,303.07,301.85,322.76,341.95,323.67,312.33,302.49,311.76,297.70,297.60,295.90,292.21,301.95,301.77,297.15,299.65,300.51,297.97,295.40,290.53,296.08,290.09,293.87,289.73,298.39,304.50,317.18,316.06,317.46,330.61,320.10,312.97,308.25,310.88,315.33,307.53,306.99,307.07,303.48,317.26,309.02,309.54,363.95,402.50,466.09,459.11,,,,155.70,489.90,,,,,
