dates,satname,nzd0460-0000,nzd0460-0001,nzd0460-0002,nzd0460-0027,nzd0460-0028,nzd0460-0029,nzd0460-0055,nzd0460-0056,nzd0460-0057,nzd0460-0058,nzd0460-0059,nzd0460-0060,nzd0460-0061,nzd0460-0062,nzd0460-0063,nzd0460-0064,nzd0460-0065,nzd0460-0066,nzd0460-0074,nzd0460-0075,nzd0460-0076,nzd0460-0077,nzd0460-0078,nzd0460-0079,nzd0460-0080,nzd0460-0081,nzd0460-0082,nzd0460-0083,nzd0460-0084,nzd0460-0085,nzd0460-0003,nzd0460-0004,nzd0460-0013,nzd0460-0014,nzd0460-0015,nzd0460-0016,nzd0460-0017,nzd0460-0018,nzd0460-0019,nzd0460-0021,nzd0460-0022,nzd0460-0023,nzd0460-0024,nzd0460-0025,nzd0460-0026,nzd0460-0030,nzd0460-0031,nzd0460-0032,nzd0460-0033,nzd0460-0034,nzd0460-0035,nzd0460-0036,nzd0460-0037,nzd0460-0038,nzd0460-0039,nzd0460-0040,nzd0460-0041,nzd0460-0042,nzd0460-0043,nzd0460-0044,nzd0460-0045,nzd0460-0046,nzd0460-0047,nzd0460-0048,nzd0460-0049,nzd0460-0050,nzd0460-0051,nzd0460-0052,nzd0460-0053,nzd0460-0054,nzd0460-0067,nzd0460-0068,nzd0460-0069,nzd0460-0070,nzd0460-0071,nzd0460-0072,nzd0460-0073,nzd0460-0011,nzd0460-0012,nzd0460-0005,nzd0460-0006,nzd0460-0007,nzd0460-0008,nzd0460-0009,nzd0460-0010,nzd0460-0020
2023-03-03 22:26:48.484000,L9,331.34,233.47,,,,,,,,,,,,,,172.09,183.92,187.44,221.98,246.85,259.44,263.62,272.06,280.76,265.78,272.21,276.90,284.00,283.70,283.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.66,433.87,463.15,468.97,,196.60,197.29,199.99,214.97,212.34,206.30,,,,,,,,,,
2023-04-03 22:32:28.643000,L8,412.22,191.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11 22:32:38.249000,L9,408.94,251.35,198.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.48,173.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-06 22:26:13.368000,L9,339.56,293.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-22 22:32:13.277000,L8,420.74,371.25,189.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.25,168.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-23 22:25:53.612000,L9,314.64,257.39,175.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01 22:26:11.433000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.43,158.97,167.00,190.42,197.57,195.16,,,,,,,,,,
2023-07-25 22:26:10.029000,L9,407.25,359.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-01 22:32:27.816000,L9,365.87,234.79,186.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-02 22:26:25.468000,L8,,,,,,,,,,,,,,,,,,,,,,228.47,245.20,251.63,260.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-02 22:32:42.433000,L9,380.07,346.61,168.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.30,338.52,343.12,371.11,371.15,365.80,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10-21 22:26:44.047000,L8,300.30,243.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11-30 22:26:52.584000,L9,307.00,229.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-26 22:26:35.161000,L8,334.92,235.83,185.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-21 22:26:42.391000,L9,,,,,,,,,,,,,,,,,167.07,173.18,,,,233.34,240.53,256.08,247.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.41,166.77,184.17,181.77,198.88,208.53,214.73,,,,,,,,,
2024-04-05 22:32:21.617000,L8,447.19,217.13,171.24,,,,,,243.60,245.75,232.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-06 22:26:33.586000,L9,327.60,282.17,165.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.67,440.46,459.36,472.80,,,,,,,,,,,,,,,,,,
2024-04-13 22:32:39.661000,L9,405.18,252.02,176.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08 22:26:10.629000,L9,338.82,278.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02 22:31:58.457000,L9,407.10,331.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03 22:25:52.921000,L8,341.94,282.07,184.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10 22:32:08.834000,L8,425.45,223.76,180.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-19 22:32:26.985000,L9,466.76,227.75,206.81,,,,,,257.97,313.39,259.08,,,,,,,,,,292.80,377.61,317.62,,,,,,,,204.59,201.48,216.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.72,200.92,203.16,,,,181.46,198.56,
2024-09-13 22:26:24.477000,L9,333.83,236.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-14 22:32:47.788000,L8,347.16,188.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-11-15 22:32:45.004000,L8,,,,,,,,,,285.52,261.07,253.93,236.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-25 22:32:56.091000,L9,370.93,242.70,175.87,,,,293.07,248.53,205.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.52,297.33,,,,,,,,,,,,,,,,
2025-01-10 22:32:53.155000,L9,427.37,197.06,175.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-11 22:26:40.025000,L8,321.01,261.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-03 22:32:49.616000,L8,404.93,224.92,179.94,,,,,,,,,,,,354.04,361.77,352.74,329.21,347.29,358.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.42,384.45,402.65,407.88,,,,,,,,,,,,,,,,,,,,,,336.12,,,,,,,,,
2025-03-24 22:26:27.066000,L9,,,,,,,,,,,,,,,436.04,447.53,503.11,510.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-10 22:32:08.338000,L8,468.00,226.79,172.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-18 22:32:16.634000,L9,416.06,333.86,187.25,192.82,169.83,212.64,,,,,,,,,,,,,427.82,382.61,,,,,,,,,509.33,431.07,176.61,169.47,,,,,,,,328.01,321.04,309.68,325.27,,177.51,,,,,,383.94,383.62,393.85,409.46,373.14,440.07,412.50,426.04,416.91,365.37,354.37,339.16,271.40,,275.55,342.04,,,,,,,,,,,402.35,,,,,,,,,
2025-05-19 22:26:00.604000,L8,,353.97,304.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-05 22:32:28.587000,L9,364.20,215.17,172.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-22 22:26:26.923000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.50,165.99,182.88,181.53,190.95,194.28,,,,,,,,,,
2025-09-07 22:32:57.830000,L9,,,,491.42,492.59,478.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,544.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
