dates,satname,nzd0415-0000,nzd0415-0001,nzd0415-0056,nzd0415-0057,nzd0415-0058,nzd0415-0002,nzd0415-0003,nzd0415-0045,nzd0415-0046,nzd0415-0047,nzd0415-0110,nzd0415-0111,nzd0415-0041,nzd0415-0042,nzd0415-0043,nzd0415-0044,nzd0415-0093,nzd0415-0094,nzd0415-0095,nzd0415-0019,nzd0415-0020,nzd0415-0061,nzd0415-0062,nzd0415-0063,nzd0415-0066,nzd0415-0067,nzd0415-0068,nzd0415-0069,nzd0415-0070,nzd0415-0071,nzd0415-0075,nzd0415-0076,nzd0415-0077,nzd0415-0078,nzd0415-0079,nzd0415-0080,nzd0415-0081,nzd0415-0082,nzd0415-0087,nzd0415-0088,nzd0415-0089,nzd0415-0090,nzd0415-0053,nzd0415-0054,nzd0415-0055,nzd0415-0050,nzd0415-0051,nzd0415-0052,nzd0415-0100,nzd0415-0101,nzd0415-0102,nzd0415-0103,nzd0415-0104,nzd0415-0105,nzd0415-0099,nzd0415-0059,nzd0415-0028,nzd0415-0029,nzd0415-0004,nzd0415-0092,nzd0415-0005,nzd0415-0013,nzd0415-0014,nzd0415-0015,nzd0415-0016,nzd0415-0021,nzd0415-0022,nzd0415-0091,nzd0415-0009,nzd0415-0010,nzd0415-0011,nzd0415-0018,nzd0415-0097,nzd0415-0098,nzd0415-0060,nzd0415-0072,nzd0415-0064,nzd0415-0065,nzd0415-0024,nzd0415-0025,nzd0415-0026,nzd0415-0085,nzd0415-0086,nzd0415-0027,nzd0415-0012,nzd0415-0035,nzd0415-0036,nzd0415-0037,nzd0415-0038,nzd0415-0039,nzd0415-0040,nzd0415-0073,nzd0415-0074,nzd0415-0023,nzd0415-0096,nzd0415-0006,nzd0415-0007,nzd0415-0008,nzd0415-0017,nzd0415-0109,nzd0415-0084,nzd0415-0106,nzd0415-0083,nzd0415-0033,nzd0415-0034,nzd0415-0048,nzd0415-0049,nzd0415-0107,nzd0415-0108
2024-05-11 22:06:51.721000,L8,354.20,386.48,,,,378.63,390.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26 22:13:12.000000,L9,348.75,387.43,,,,377.42,399.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27 22:06:40.812000,L8,345.48,383.81,,,,370.45,389.63,,,,,,,,,,,,,,,389.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.84,,,,,,,,,,,,,,,,,,,394.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03 22:12:53.454000,L8,344.06,386.52,,,,370.49,389.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.84,314.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.07,380.78,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04 22:06:59.762000,L9,341.25,385.94,,,,373.35,387.61,338.51,,,,,,,402.40,377.83,,,,,,,,,,,,,,,,,,287.52,320.37,330.68,290.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-11 22:13:06.058000,L9,342.98,382.57,,,,371.41,396.24,,,,,,,,,,,,,,,410.03,302.03,,,,,,,,,,,289.50,399.09,331.95,382.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-20 22:06:42.803000,L9,336.16,385.96,,,,378.72,403.86,351.25,370.09,,,,,,,379.12,,,,,,,,,,,,,,,,,,,,,,,374.12,353.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-06 22:06:56.889000,L9,348.36,386.34,,394.76,302.95,377.58,395.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06 22:13:21.243000,L8,346.91,386.55,,,,374.17,395.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.60,285.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23 22:07:23.350000,L9,342.74,383.91,,,,373.12,393.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31 22:07:27.249000,L8,346.65,386.47,352.95,,,377.29,395.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.18,328.33,316.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07 22:13:42.876000,L8,345.94,387.08,348.63,,,375.15,385.30,330.48,,,,,,,402.36,384.78,325.87,379.35,331.41,,355.45,,,,,,,,,,,,,,,,,,,,,,,325.36,310.35,,,,,,,,,,,,,,,284.06,,,,,,337.79,393.54,,,,,,,,,,,,,,,,,,,,,,,,,,,380.78,383.20,,,,,,,,,,,,,,
2024-09-08 22:07:23.874000,L9,366.72,387.12,,,,374.07,383.79,339.10,307.11,,,,393.88,361.90,380.23,375.12,,,,,358.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.34,393.05,,,,,,,,,,,,,,,,,,,,,,,,398.36,,,378.60,,,,,,,,,,,,,,,
2024-09-23 22:13:42.496000,L8,363.56,387.60,,,,379.23,393.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-10 22:07:34.230000,L9,370.32,386.72,,,,381.22,394.87,,,,,,,,,,,,,,,,408.48,399.10,389.17,395.91,392.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.51,402.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-26 22:07:48.055000,L9,372.78,388.77,,,,377.21,389.37,,,,,,,,,,,,,,,,405.39,398.53,388.04,396.68,390.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.33,396.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-20 22:13:58.906000,L9,,,,,,,,,,,,,,,,,,,,,,,,395.18,385.71,388.74,387.49,380.23,376.44,389.13,,,,386.96,384.49,373.98,345.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.11,382.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-21 22:07:40.724000,L8,376.55,377.28,351.50,297.87,308.78,372.59,386.81,,,,,,,,,,,,,,,,,393.30,383.02,392.19,384.37,380.05,379.06,389.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.83,378.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-21 22:14:01.037000,L9,368.71,380.45,353.33,,,361.92,381.69,,,,,,,,,,,,,,352.60,,,391.75,383.48,389.71,385.28,380.84,380.21,390.03,,,,,,,,,,,,,351.17,345.61,354.97,405.83,384.26,326.95,,,,,,,,,,,375.54,,,,,,,343.58,389.73,,,,,,,,,,391.85,374.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-22 22:07:37.432000,L8,370.53,380.98,357.73,,,366.85,383.26,,,,,,,,,,,,,,,,,394.87,386.62,390.05,384.40,382.28,380.81,389.59,,,,,,,,,,,,,367.65,357.73,362.81,406.96,393.56,371.11,,,,,,,,,,,,,,396.02,,,,,391.01,,,,332.28,,,,,,389.65,383.32,326.23,324.62,,,,,383.05,,,,,,,,,376.16,,,,,,,,,,,,,,,
2025-02-07 22:07:41.096000,L8,370.01,380.93,,,,374.76,388.02,,,,,,,,,,,,,,,,,393.97,384.81,390.22,384.42,382.18,379.81,390.29,,,,,,,,,,,,,369.67,351.12,,,394.93,348.76,,,,,,,,,,,,,,,,,,,392.25,,,,,,,,,,387.77,385.37,328.17,329.47,,,,,,,,,,,,,,380.67,,,,,,,,,,,,,,,
2025-02-14 22:13:48.235000,L8,368.82,382.06,350.42,347.68,,373.99,380.60,352.30,398.86,344.67,,,,,,384.32,,,,339.99,360.34,,,394.79,384.37,393.66,386.39,382.79,381.10,389.79,,,,,,,,,,,,,319.51,346.84,316.05,,,,,,,,,,,,,,378.98,,,,,,,366.79,392.10,,,,,,,,,,391.41,392.49,,,,,,,,382.18,278.62,376.89,,,,,,378.63,,,,,,,,,,,,,,,
2025-02-23 22:07:31.324000,L8,,,,,,,,,,,,,,,,,,,,,,,,397.74,387.30,396.56,385.07,383.89,384.51,394.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.74,,,,,,,,,,,,,,,,391.91,396.88,,,,,,,,,,,,,,,,,,338.72,355.78,,,,,,,,,,,,
2025-04-03 22:13:28.093000,L8,352.25,380.67,,,,351.43,352.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-11 22:13:41.465000,L9,354.20,394.19,348.22,,,382.08,391.97,,,,,,,,,,,,,335.17,380.58,,,,,,,,,,,,,,,,,,,,,,358.25,332.38,303.61,,,,,,,,,,,,,,,,,,,,,352.21,397.17,,,,,,,,,,,,,,,,,,,,,,,,,,,270.27,,,,,,,,,,,,,,,
2025-04-12 22:07:12.262000,L8,352.60,386.21,,,,380.89,387.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-05 22:13:12.411000,L8,349.26,391.60,348.87,,,379.38,390.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.91,335.65,305.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-06 22:07:18.415000,L9,350.78,392.94,,,,380.75,394.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-21 22:13:15.852000,L8,347.57,395.86,,,,381.44,395.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-22 22:07:07.693000,L9,345.00,391.45,,,,376.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-05-29 22:13:15.546000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.82,376.62,311.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.38,391.10,,,,,,,,,,,,,,,,,,413.88,,,,,,,,
2025-06-14 22:13:23.039000,L9,352.46,390.86,,,,386.19,397.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.55,379.39,312.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-23 22:07:18.159000,L9,,,,,,,,356.07,395.16,,,,,,395.30,382.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.14,310.19,357.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-06-30 22:13:31.549000,L9,330.58,385.61,,,,376.71,389.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-09 22:07:21.145000,L9,337.48,384.84,,,,375.71,385.61,,,,,,,,,,307.96,327.51,336.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.40,,,,,,,,,,,,,,
2025-07-16 22:13:36.776000,L9,336.65,388.45,,,,376.10,393.28,352.82,397.38,,,,,,396.35,378.81,,,,,,,,,,,,,,,303.53,,,,317.69,325.95,326.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.00,398.58,,,,,,,,,,,,,,,,
2025-07-17 22:07:28.672000,L8,321.97,377.20,,,388.81,360.15,365.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.87,,,,,,,,,,,,,,,,,,,339.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-24 22:13:41.747000,L8,341.51,391.41,,,,378.04,391.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.57,389.56,319.04,352.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.80,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-25 22:07:30.261000,L9,350.54,390.73,,,,376.75,389.39,,,,,,,,,,312.58,384.68,336.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.34,,,,,,,,,,,,,,
2025-08-01 22:13:42.728000,L9,348.38,394.77,,,,386.23,403.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.15,378.69,311.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.85,384.72,,,,,,,,,,,,,,,,,,402.62,,,,,,,,
2025-08-25 22:13:51.713000,L8,357.46,400.07,,,,396.06,397.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-26 22:07:45.199000,L9,352.39,395.45,,,,384.95,396.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.84,362.91,,,,,,,,,,,,
2025-09-02 22:13:59.297000,L9,366.90,397.80,,,,390.41,397.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-18 22:14:01.612000,L9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.28,366.80,386.01,332.65,336.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.85,,,,,,,,,,,,,,372.45,,,,,,,,,,,,,,,,394.67,,344.54,,,,,,
2025-10-05 22:07:52.590000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.01,332.27,345.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-28 22:14:05.445000,L8,322.23,376.52,,,,366.48,312.29,,,,,,,,,,,,,,,,389.14,395.24,384.42,392.57,391.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.28,,348.47,,,,,,393.37,,288.50,,,,,,,,393.02,395.36,353.25,,,,,,,,,,,,,,,383.60,,,357.70,281.66,,,,,,,,,,,
2025-11-14 22:08:00.303000,L9,,,,,,,,,,,,,,,,,,,,,,,395.13,398.49,390.20,396.32,392.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.35,385.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
