dates,satname,nzd0279-0000,nzd0279-0001,nzd0279-0002,nzd0279-0003,nzd0279-0004,nzd0279-0005,nzd0279-0006,nzd0279-0007,nzd0279-0008,nzd0279-0009,nzd0279-0010,nzd0279-0011,nzd0279-0012,nzd0279-0013,nzd0279-0014,nzd0279-0015,nzd0279-0016,nzd0279-0017,nzd0279-0018,nzd0279-0019,nzd0279-0020,nzd0279-0021,nzd0279-0022,nzd0279-0023,nzd0279-0024,nzd0279-0025,nzd0279-0026,nzd0279-0027,nzd0279-0028,nzd0279-0029,nzd0279-0030,nzd0279-0031,nzd0279-0032,nzd0279-0033,nzd0279-0034,nzd0279-0035,nzd0279-0036,nzd0279-0037,nzd0279-0038,nzd0279-0039,nzd0279-0040,nzd0279-0041,nzd0279-0042,nzd0279-0043,nzd0279-0044,nzd0279-0045,nzd0279-0046,nzd0279-0047,nzd0279-0048,nzd0279-0049,nzd0279-0051,nzd0279-0052,nzd0279-0053,nzd0279-0054,nzd0279-0055,nzd0279-0056,nzd0279-0057,nzd0279-0058,nzd0279-0059,nzd0279-0060,nzd0279-0061,nzd0279-0062,nzd0279-0063,nzd0279-0064,nzd0279-0065,nzd0279-0066,nzd0279-0067,nzd0279-0068,nzd0279-0069,nzd0279-0070,nzd0279-0071,nzd0279-0072,nzd0279-0073,nzd0279-0074,nzd0279-0075,nzd0279-0076,nzd0279-0077,nzd0279-0078,nzd0279-0079,nzd0279-0080,nzd0279-0050
2023-12-13 21:54:22.355000,L9,,,,,,390.00,411.23,424.32,401.89,414.43,428.66,424.73,404.62,417.80,400.89,,396.55,388.23,359.60,354.60,354.10,341.34,342.56,344.80,341.10,342.93,338.57,339.39,342.39,344.39,343.01,346.65,347.94,354.38,357.80,352.33,353.07,359.18,368.18,371.15,382.96,390.42,395.83,389.51,386.87,378.80,371.62,365.49,363.40,360.95,347.33,345.42,345.77,341.74,341.06,341.27,335.03,331.63,330.67,333.30,333.99,332.40,333.68,335.30,338.44,339.36,341.35,345.28,347.07,8.71,348.40,363.24,369.03,155.46,380.21,377.24,375.04,370.31,366.70,352.28,357.52
2024-01-06 21:54:09.654000,L8,393.85,389.99,380.00,381.52,379.69,380.80,378.10,393.55,401.60,415.40,423.34,410.24,403.06,395.95,386.48,381.69,373.98,367.67,361.35,355.06,346.88,341.61,362.49,320.33,276.74,,301.45,327.83,345.43,341.82,341.63,345.74,346.81,353.44,350.83,348.71,343.15,349.35,366.58,369.19,371.77,384.08,391.90,386.79,382.04,375.64,365.05,366.57,359.12,356.65,341.46,344.11,344.02,341.38,340.06,338.39,333.86,332.75,331.93,332.79,332.98,334.24,334.73,335.91,337.97,337.11,343.94,346.37,350.35,26.48,349.46,363.77,371.08,377.61,25.17,66.79,100.21,119.58,127.93,353.49,350.76
2024-01-22 21:54:08.036000,L8,,,,,,,,,,,,,,,,,,,,,,,,,,,360.24,365.65,365.93,346.13,349.74,351.64,349.42,354.09,356.77,355.28,356.19,361.95,372.02,373.17,379.55,389.77,397.50,394.02,389.30,381.72,375.53,370.00,365.64,360.47,351.32,348.21,348.80,345.85,341.02,341.65,337.36,336.15,333.09,333.99,335.07,336.31,334.76,336.99,340.63,337.71,344.86,346.62,348.44,352.88,298.09,363.62,370.59,377.79,380.74,376.99,374.57,369.89,365.58,351.67,356.71
2024-02-07 21:54:10.708000,L8,375.32,374.25,373.73,371.74,371.84,371.03,365.64,382.00,395.11,407.53,414.39,401.41,395.60,390.67,383.25,376.29,365.76,362.01,352.78,348.17,339.80,336.45,330.65,333.68,337.65,,,,,,,,334.56,349.02,330.87,348.10,,,,,,,,,,,,328.13,327.62,345.10,327.29,338.41,337.28,335.65,,,241.88,306.66,280.63,316.41,315.06,317.86,324.76,325.08,328.77,326.70,327.42,330.95,335.55,341.66,52.05,153.88,352.86,365.07,13.82,59.95,93.01,113.83,119.96,126.67,337.00
2024-02-23 21:54:07.048000,L8,,,377.80,376.43,376.33,378.49,377.73,390.05,399.64,412.65,419.26,407.15,399.07,393.91,383.27,379.09,368.81,365.60,355.55,352.16,344.75,340.08,335.62,337.19,337.55,337.47,336.02,337.27,340.08,341.27,341.40,344.70,345.12,351.16,351.13,350.09,347.40,349.78,368.59,365.52,379.09,387.21,390.29,389.17,384.98,375.21,368.57,363.74,359.96,357.70,344.69,345.94,346.58,341.49,339.78,340.58,336.03,332.31,331.76,333.17,334.24,334.02,333.51,336.12,339.70,337.57,345.58,346.34,348.38,352.62,350.67,364.48,370.49,378.48,381.43,377.69,376.79,372.05,368.52,354.54,351.19
2024-03-26 21:53:40.766000,L8,,,377.42,373.79,377.83,381.37,377.74,391.92,401.41,414.87,421.51,408.30,401.64,396.24,382.93,380.21,370.47,365.64,357.10,351.96,341.59,339.62,340.31,338.10,338.17,340.50,336.11,338.05,340.84,342.18,341.07,343.41,345.70,352.15,353.56,350.96,355.08,353.05,369.95,370.00,380.68,388.27,393.74,391.95,388.44,379.91,371.51,368.12,363.87,360.05,349.20,349.33,348.11,346.00,341.18,342.41,337.61,334.35,334.67,335.82,336.11,335.30,334.78,337.93,342.72,340.39,347.29,348.76,352.68,356.38,352.24,367.70,373.80,381.02,21.50,62.17,98.10,118.67,371.71,357.59,353.28
2024-04-03 21:54:04.700000,L9,,,379.69,385.86,381.86,383.49,385.33,393.55,401.48,418.90,424.64,410.55,402.38,398.35,389.16,383.63,370.86,368.43,360.79,353.76,349.46,343.10,340.64,339.86,341.37,343.11,338.01,340.84,344.21,345.27,344.26,346.70,347.79,353.19,355.47,353.19,358.66,361.99,372.88,372.27,381.09,390.61,394.87,394.15,388.95,381.63,374.63,368.56,363.79,361.33,350.91,349.36,350.30,347.65,343.23,342.46,338.95,336.80,335.73,337.34,336.88,338.16,338.71,339.79,342.36,342.90,349.52,350.66,17.74,15.04,332.65,370.32,117.36,381.19,384.71,381.07,381.25,375.66,371.39,357.18,356.26
2024-04-27 21:53:28.829000,L8,,,,,,396.15,409.41,393.82,403.11,419.76,426.15,434.81,433.22,424.07,396.71,403.09,386.63,372.80,370.77,374.40,355.69,348.71,344.52,349.20,343.56,345.70,340.82,341.78,346.36,348.62,347.49,350.72,349.87,354.13,356.56,356.00,359.28,364.14,373.17,374.73,384.54,390.87,395.79,395.86,390.51,384.65,376.68,372.02,366.48,362.66,352.13,350.60,351.59,345.43,343.11,343.44,339.84,336.98,335.12,337.08,337.82,337.61,337.85,338.50,343.95,344.74,350.54,25.65,353.68,358.59,356.10,367.13,373.67,380.69,383.43,381.24,381.49,374.88,371.64,360.42,357.75
2024-05-05 21:53:40.756000,L9,,,399.30,386.04,382.37,384.50,384.66,393.47,400.56,417.60,425.25,410.04,403.52,396.73,388.73,381.97,370.85,367.89,362.54,353.89,349.45,342.93,340.52,339.40,340.22,343.08,337.00,339.10,343.56,344.01,343.72,348.12,347.93,353.58,355.70,352.37,354.36,360.68,369.75,369.41,380.94,388.42,396.41,392.85,386.94,380.12,371.06,367.90,362.69,359.48,347.65,347.59,348.77,344.02,340.76,341.05,337.80,333.66,333.67,334.30,334.90,334.64,334.90,337.42,341.75,341.40,344.83,30.05,349.88,9.93,276.84,362.74,372.57,379.34,382.70,379.35,376.24,271.11,369.08,354.82,355.53
2024-05-29 21:53:06.794000,L8,376.25,372.88,381.06,372.00,379.00,380.91,377.68,386.95,397.14,398.72,326.76,344.77,388.69,383.53,374.06,371.72,359.85,355.97,348.51,344.98,338.78,338.73,339.51,336.88,336.30,340.28,338.10,332.80,340.17,341.24,338.97,340.40,343.05,349.00,350.60,348.25,347.51,350.18,366.11,368.37,283.64,377.73,391.35,390.17,368.81,,,,,,,356.01,349.74,351.58,337.17,,,334.84,330.35,327.20,331.56,331.09,332.88,333.19,323.81,307.43,315.54,328.34,327.87,323.82,,,,,297.35,338.46,364.19,,,,
2024-06-14 21:53:11.479000,L8,,352.57,340.41,334.22,343.71,,,,,,,335.42,386.83,377.29,366.37,361.16,332.93,348.87,330.24,334.71,326.95,303.87,289.65,307.88,312.41,323.43,294.01,283.56,277.58,303.91,299.23,279.88,293.23,310.97,271.91,,,,,,,,,,,,,,,,,,,,268.14,277.92,233.33,256.26,252.66,,,,,,,,,323.83,318.24,321.59,,,,,1.51,38.73,68.16,102.09,108.00,71.06,
2024-07-24 21:53:29.540000,L9,,,,,400.77,413.41,411.32,397.66,402.22,420.42,426.22,412.35,411.53,402.24,394.80,384.14,377.21,370.10,365.46,354.43,348.02,348.54,346.42,343.46,339.85,346.59,337.75,338.48,343.07,342.80,341.05,344.97,347.75,354.27,352.90,350.16,351.10,354.20,369.22,368.63,376.41,385.46,392.92,391.98,385.07,376.83,372.39,366.17,363.04,359.19,347.27,347.37,346.58,344.73,342.42,341.84,336.84,337.32,336.12,335.75,335.60,336.33,337.35,338.45,342.28,341.67,345.68,348.30,15.98,10.34,352.71,366.65,373.45,380.19,14.91,59.75,91.76,123.15,120.45,131.20,354.44
2024-09-02 21:53:56.133000,L8,363.00,369.39,360.60,358.66,359.91,360.73,336.55,,,,,339.47,385.53,373.17,357.75,357.12,325.76,342.80,319.17,329.33,326.30,312.12,253.43,,,,,,261.72,303.49,313.77,319.11,299.88,314.00,272.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-10-04 21:53:56.894000,L8,,,,,,389.37,398.34,403.05,425.84,,,,,,,,,,,,,,,,,,370.17,362.30,348.39,369.46,343.79,348.18,350.17,355.18,355.17,351.79,351.30,356.98,369.60,372.99,380.14,389.41,396.52,393.80,387.05,377.72,374.74,369.46,363.47,357.73,348.71,345.65,345.91,343.76,339.75,338.07,334.68,333.53,332.70,333.28,333.61,334.32,334.80,335.59,338.06,337.17,341.23,343.56,346.97,349.29,347.78,359.96,367.86,373.91,378.07,374.78,373.26,369.56,364.90,351.93,354.24
2024-10-12 21:54:03.231000,L9,,,,,,406.13,391.56,395.55,401.86,410.34,424.09,411.20,400.44,394.95,384.86,380.78,369.36,367.13,357.83,353.58,351.43,342.51,340.15,337.06,339.21,341.15,336.35,336.66,341.14,339.14,340.82,344.52,346.50,349.80,349.04,349.26,343.21,347.96,365.87,365.30,373.73,383.46,390.53,386.24,382.42,372.79,363.54,360.69,356.00,354.42,339.22,344.16,343.57,339.34,339.50,338.62,332.70,331.56,332.09,332.22,333.05,330.70,333.47,335.83,336.91,336.52,342.72,343.24,346.62,8.78,347.89,362.38,369.65,375.08,21.07,64.00,88.89,114.77,365.71,351.77,346.15
2024-10-20 21:54:09.288000,L8,,,,,,401.70,409.36,415.61,427.87,434.90,450.28,411.63,404.51,419.18,384.91,382.71,370.07,368.98,360.39,377.16,362.76,359.86,343.20,337.36,341.81,343.41,337.23,339.62,344.07,344.54,341.75,345.38,349.09,353.44,352.42,351.56,349.54,354.20,367.35,370.84,379.22,385.29,393.26,389.08,387.65,377.16,368.42,367.29,360.30,357.23,346.35,349.58,345.40,343.04,341.67,341.12,336.69,334.83,335.15,334.89,335.12,333.79,335.06,338.31,340.18,339.28,345.34,346.41,349.92,352.42,351.63,366.97,373.52,378.59,16.88,59.44,95.30,116.37,126.97,354.15,352.90
2024-12-23 21:54:07.651000,L8,,,,,,,401.27,427.33,432.57,443.92,417.53,401.83,394.26,378.85,,307.52,332.43,363.57,376.90,367.97,353.69,342.39,341.94,345.03,341.99,344.18,339.66,340.16,344.65,344.03,344.62,347.13,348.32,354.99,355.29,353.60,359.22,363.14,370.15,373.70,382.50,388.39,395.71,392.73,389.03,382.61,375.03,371.80,365.54,362.59,352.26,351.64,350.64,345.64,345.01,344.76,340.20,338.45,336.32,337.85,338.72,337.57,337.46,339.73,341.52,343.07,348.45,351.49,354.04,358.04,353.04,370.46,376.67,380.90,382.64,380.60,382.03,377.95,373.56,356.46,360.94
2025-01-24 21:54:03.936000,L8,,,,,,,385.27,389.80,402.72,418.17,422.86,408.07,399.44,396.40,385.30,377.48,369.19,366.38,355.05,352.50,346.93,340.77,333.52,336.14,337.31,337.49,334.81,335.90,338.48,337.63,340.40,344.84,345.73,351.24,352.70,349.34,344.75,352.02,363.93,366.85,376.74,385.00,393.14,386.46,382.90,375.45,367.30,364.35,361.07,356.69,343.73,344.32,345.62,341.18,339.84,340.63,335.09,331.97,332.34,334.05,334.47,332.49,333.48,335.19,339.39,339.93,343.51,347.27,349.04,354.11,350.09,365.10,371.42,373.45,21.20,66.98,99.29,117.64,370.42,354.55,356.02
2025-02-09 21:54:06.396000,L8,,,,,,,,,,,,,,414.62,383.20,381.46,370.39,370.72,383.87,367.46,355.67,343.01,338.84,337.42,339.70,340.82,336.22,338.36,341.65,339.86,342.08,345.39,346.20,351.14,352.30,350.90,350.54,355.83,367.70,368.52,380.52,387.47,392.37,389.69,386.46,378.25,370.64,365.66,362.44,359.22,347.58,347.54,347.59,342.35,341.18,340.32,336.36,333.52,333.54,334.85,335.30,334.71,334.70,335.62,339.45,339.33,345.47,348.05,350.91,354.59,331.11,132.58,372.71,378.80,382.04,379.27,378.08,374.15,370.98,356.36,355.55
2025-02-25 21:53:55.074000,L8,,,371.86,378.23,378.88,376.19,371.88,387.86,399.17,412.39,419.26,403.45,398.15,393.70,384.02,371.61,368.04,364.21,353.80,350.32,340.69,337.59,331.16,334.58,335.13,333.17,334.42,333.49,335.07,335.52,338.91,341.70,342.30,348.94,349.83,346.72,341.18,349.26,363.35,365.43,373.19,384.56,392.31,384.10,383.16,372.94,364.83,363.03,359.48,356.09,341.30,344.93,346.19,339.82,339.28,338.80,334.46,332.92,331.55,333.31,333.69,331.95,333.27,335.35,338.70,338.83,344.59,347.51,348.38,352.72,349.95,366.64,372.39,376.89,20.53,66.85,97.69,116.45,129.28,352.46,353.97
2025-03-13 21:53:52.779000,L8,,,,,,,,,,401.48,416.96,404.87,390.33,381.18,372.78,375.58,356.59,344.25,355.59,346.37,339.36,336.23,330.76,333.93,332.42,337.95,333.80,333.89,336.88,335.37,343.58,346.90,340.15,345.85,343.71,343.50,335.52,342.28,358.55,356.76,278.60,377.25,386.01,379.99,376.12,365.09,359.83,355.69,351.84,351.13,330.12,339.73,341.16,335.26,334.75,336.61,329.92,326.83,328.47,328.88,328.01,327.58,329.32,332.04,335.02,333.75,338.72,28.83,20.31,40.52,53.25,359.62,367.85,374.61,376.47,21.36,57.95,27.66,366.56,349.26,344.63
2025-03-21 21:53:56.134000,L9,,,,,,383.11,385.88,394.95,404.50,420.59,426.43,411.63,406.30,397.39,385.33,382.03,379.37,368.35,360.06,357.50,359.29,361.47,340.59,341.15,341.55,343.49,341.75,339.74,343.49,344.65,344.17,346.59,349.79,355.48,356.21,353.85,359.90,364.16,371.28,374.62,382.04,388.66,396.87,395.72,390.83,383.77,376.37,372.57,367.69,362.78,353.07,353.53,351.30,347.59,345.14,344.19,341.20,339.53,337.79,339.28,338.77,338.80,339.33,341.40,343.98,344.69,348.93,353.72,357.47,360.83,354.92,370.72,377.40,383.17,384.94,382.26,382.25,379.35,375.48,361.13,360.79
2025-03-29 21:53:43.953000,L8,381.33,385.84,370.29,375.68,377.32,376.43,377.13,389.62,398.09,410.48,420.25,406.12,398.17,390.80,382.09,372.00,365.89,362.51,352.90,348.14,338.32,338.84,330.80,332.90,336.13,336.47,332.54,334.64,339.11,335.26,338.15,342.04,345.81,349.32,348.89,347.31,350.46,352.14,366.32,370.26,374.42,384.83,393.60,388.65,385.85,377.23,368.35,368.68,363.25,358.79,347.69,347.89,346.76,344.96,343.59,340.56,337.37,335.65,335.60,336.30,335.45,335.71,337.38,337.91,340.63,340.37,347.03,350.21,351.98,355.21,331.72,370.43,378.03,381.07,21.45,67.09,98.88,118.73,371.53,356.19,354.56
2025-04-06 21:53:55.722000,L9,,,376.64,381.87,378.41,380.81,377.42,391.06,401.49,414.77,420.90,408.01,399.39,395.75,382.95,377.96,369.07,364.15,354.63,352.53,341.49,340.75,333.34,336.01,336.37,337.13,335.08,336.52,338.62,337.92,340.52,342.86,345.83,351.53,350.39,348.80,349.32,349.64,364.38,367.20,379.96,383.30,392.20,387.69,382.99,377.30,370.23,367.71,362.55,358.94,345.90,347.11,346.71,343.14,340.22,341.48,336.61,332.82,334.66,335.36,335.33,333.99,334.01,336.77,340.17,340.44,344.41,348.11,350.92,11.42,349.03,364.60,372.39,378.83,381.34,379.18,377.38,374.47,371.90,356.97,354.70
2025-05-16 21:53:29.263000,L8,,,377.93,381.36,383.85,381.76,375.91,393.50,401.57,417.76,423.23,409.87,400.63,395.23,383.53,379.09,369.16,365.66,354.18,352.42,341.08,340.85,339.35,336.83,339.01,341.04,335.76,338.39,341.64,342.23,340.82,342.84,347.22,352.91,352.51,350.50,355.30,355.39,368.43,375.18,382.18,388.58,394.79,394.50,389.71,381.00,372.55,370.93,366.89,360.72,353.40,350.80,347.10,345.75,342.54,342.43,337.58,337.22,336.16,338.87,335.27,335.66,335.69,338.81,343.81,340.65,346.10,349.57,354.11,9.43,303.35,367.39,375.63,381.76,22.95,64.28,97.43,117.53,127.74,356.45,354.23
2025-05-24 21:53:33.573000,L9,369.68,377.05,371.73,372.68,376.03,376.86,375.86,391.11,399.30,408.12,421.64,407.41,399.12,389.60,381.03,375.75,366.92,361.45,354.36,349.48,339.10,338.35,334.43,334.67,335.51,337.49,334.10,334.47,339.06,342.14,338.56,341.85,346.78,351.44,351.21,350.72,353.07,354.96,366.19,371.80,383.83,385.34,393.91,392.03,386.39,380.54,372.86,371.88,363.14,358.91,353.78,349.36,349.81,345.77,343.53,343.31,337.83,336.15,336.45,336.73,336.70,336.48,336.44,338.74,342.62,343.23,347.06,350.11,355.88,6.85,353.53,370.13,377.76,382.31,20.54,65.55,96.02,118.20,374.18,357.14,357.16
2025-06-01 21:53:32.696000,L8,,396.38,382.02,390.54,388.17,385.66,379.97,394.16,401.26,420.47,425.34,409.43,400.66,397.77,384.99,379.33,369.59,366.59,354.28,353.03,344.38,341.24,340.23,338.03,340.03,341.03,336.08,337.08,342.21,343.28,341.99,343.64,347.16,352.96,354.13,350.64,357.72,357.53,368.02,372.92,382.35,388.30,396.97,394.62,388.50,381.03,373.59,371.97,366.81,361.21,353.68,349.96,348.13,345.85,343.26,344.48,338.19,337.14,336.21,337.83,335.74,335.13,336.09,339.01,343.57,341.57,347.62,351.97,356.59,10.10,348.69,368.46,376.56,381.38,19.45,64.95,94.28,121.48,123.58,357.10,358.31
2025-06-17 21:53:44.413000,L8,,,380.07,384.88,388.79,384.97,384.84,393.81,403.99,420.46,424.92,410.05,407.01,418.95,384.92,381.33,369.88,367.30,356.41,352.96,347.16,341.48,341.24,339.91,340.92,344.11,338.43,340.32,344.12,345.52,350.90,347.64,348.72,354.37,355.33,356.36,357.54,358.89,372.91,376.59,382.44,390.30,395.77,395.70,390.22,383.05,374.49,372.50,367.42,361.95,354.29,351.88,350.98,348.17,345.53,344.21,339.98,339.83,338.95,340.33,337.97,337.36,341.48,341.00,344.88,345.24,351.05,26.67,356.20,15.99,351.27,139.23,379.09,384.28,385.58,381.94,383.19,378.84,374.15,357.70,356.78
2025-07-03 21:53:50.337000,L8,337.83,362.88,353.76,352.46,352.09,,,,,,,334.63,386.35,312.17,,,,294.98,315.51,260.71,310.47,299.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.62,66.48,99.64,100.99,114.50,
2025-07-27 21:53:57.133000,L9,,,,,,,,,,,,,,,,389.67,388.42,377.67,379.23,375.51,,372.50,371.93,372.02,353.46,348.57,369.45,342.14,349.92,349.22,345.94,347.69,349.27,353.80,355.02,350.94,356.89,360.23,372.26,377.72,384.91,390.19,396.92,394.09,389.16,382.33,374.39,370.15,366.63,363.55,352.48,350.96,349.08,347.51,342.87,343.26,339.37,337.92,336.78,337.96,336.53,337.02,335.75,337.99,343.05,343.64,348.93,23.13,356.19,361.19,354.05,369.25,375.69,381.92,386.60,382.43,382.52,377.04,374.24,360.72,355.89
2025-08-12 21:54:07.863000,L9,,,409.46,395.84,400.13,403.14,390.87,397.23,406.48,422.02,431.56,414.31,415.86,400.51,400.33,401.84,390.97,369.61,371.45,358.42,355.11,349.85,351.02,356.33,344.09,347.26,338.08,341.09,346.17,346.78,347.94,348.83,352.22,354.87,356.29,354.22,358.84,364.25,372.41,375.56,382.40,390.53,398.38,397.61,390.88,383.68,377.32,373.40,366.74,362.34,353.50,350.32,350.28,348.01,344.86,343.41,341.43,340.80,338.43,338.44,337.22,337.84,339.86,341.04,343.68,344.72,349.46,353.09,355.52,361.91,356.31,370.50,377.91,383.96,19.78,62.30,93.41,125.13,121.14,360.83,361.55
2025-08-28 21:54:11.481000,L9,,,,,408.99,411.55,417.04,422.12,427.65,436.88,440.29,434.97,423.31,423.33,408.28,402.85,389.31,381.14,376.48,361.81,358.99,360.42,354.78,351.51,350.87,364.76,369.00,363.73,357.39,360.31,362.65,367.84,375.65,382.80,385.72,379.01,390.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.50,20.52,35.98,40.67,144.55,120.53,156.97,181.69,214.70,238.25,256.65,272.96,271.76,
2025-09-29 21:54:20.978000,L9,,,,,384.83,383.40,386.20,394.03,403.47,420.96,425.96,411.12,401.41,395.60,384.24,378.18,370.06,368.03,355.46,352.22,349.73,340.18,339.64,338.02,338.53,340.60,336.88,339.27,342.48,344.94,343.31,347.18,347.61,352.73,354.37,352.40,352.61,355.27,368.44,371.44,382.85,387.54,395.73,394.12,388.52,381.61,372.57,369.51,366.77,360.50,350.97,348.90,349.49,344.59,343.58,343.61,340.43,338.29,336.77,337.92,337.87,339.01,337.20,339.06,343.89,342.64,348.73,351.24,356.22,359.18,357.78,369.86,377.95,383.23,386.93,384.72,382.11,377.21,375.17,301.36,357.10
2025-10-07 21:54:20.022000,L8,381.35,388.35,378.70,381.16,381.37,381.64,380.54,391.05,402.11,419.16,426.32,411.21,399.46,393.10,382.54,375.30,369.68,366.33,354.52,352.54,345.21,342.03,337.86,337.87,338.99,338.10,335.96,336.55,340.23,340.07,342.43,345.26,346.70,351.84,350.35,350.54,349.76,351.58,364.77,368.91,379.79,383.49,391.60,389.91,384.68,376.67,367.79,365.40,362.08,357.61,347.31,344.45,345.38,341.82,339.98,339.78,335.90,333.27,333.09,333.83,334.15,333.53,333.87,336.84,340.20,339.37,346.01,24.09,352.20,9.77,352.68,365.62,374.14,379.38,22.24,62.50,88.17,119.55,125.96,356.33,352.06
2025-11-08 21:54:21.556000,L8,,,,,,,412.07,395.88,405.78,424.09,427.64,437.14,434.03,419.06,384.59,408.38,370.97,376.43,360.23,355.04,362.44,360.79,352.02,346.76,342.15,343.03,337.42,339.88,343.47,345.45,343.45,346.27,349.05,353.56,350.96,355.51,350.68,352.40,368.04,373.53,382.00,388.15,393.14,392.18,386.65,380.48,371.14,367.71,366.06,359.80,350.45,349.32,349.19,343.89,342.58,343.60,340.21,338.15,337.11,337.83,338.72,337.82,338.07,340.26,343.69,344.26,351.60,352.16,356.20,359.36,362.52,373.31,379.81,384.37,16.30,60.69,93.79,124.51,119.52,362.23,354.07
2025-11-16 21:54:25.566000,L9,,,,,,384.69,386.34,394.59,403.85,420.92,427.12,412.23,408.13,396.49,385.32,381.82,370.83,369.74,362.71,355.31,,,,,,,337.28,338.34,344.09,345.27,342.98,345.98,348.65,353.17,352.22,357.50,351.50,354.65,368.73,371.95,380.80,389.06,394.27,393.48,386.15,377.50,372.48,367.48,365.05,358.31,350.51,347.55,348.74,344.89,343.46,342.54,337.33,337.44,337.24,336.85,337.99,337.52,338.89,340.07,341.46,341.59,348.27,351.57,356.81,358.23,356.72,371.79,379.82,383.31,181.24,381.57,382.07,378.94,375.54,358.27,356.97
