dates,satname,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0045,nzd0513-0046,nzd0513-0043,nzd0513-0044,nzd0513-0039,nzd0513-0040,nzd0513-0041
2013-06-05 22:16:38.960000,L8,,,,,,,,,,,,,,,,,,,,,,298.65,296.20,307.05,321.38,326.93,290.25,,,,,,,81.81,126.47,138.59,145.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.40,305.13,313.71,324.43,311.32,304.68,288.15,296.06,273.12,,,,,302.45,289.82,318.81,328.21,325.95,329.97,,,,,,,70.41,92.03,,,,,
2013-06-28 22:22:44.910000,L8,,,,,,,,,,,,,,,278.93,304.30,313.15,305.29,320.95,325.43,308.75,304.04,308.30,317.02,322.68,327.91,317.50,,,,,,,322.63,325.16,326.49,334.77,337.00,338.74,336.39,326.31,,,,,297.63,307.48,318.57,317.86,310.11,316.97,,317.33,337.75,301.98,309.70,269.42,332.88,335.35,326.01,313.18,335.44,349.50,332.10,277.04,293.79,285.00,323.83,328.03,318.90,321.71,334.48,340.46,330.75,306.03,335.38,317.71,299.85,259.60,322.09,305.34,249.17,330.73,327.67,335.04,335.27,338.04,,,,,,,,,,,,,
2013-07-23 22:16:34.633000,L8,,,,,,,,,,,,299.75,308.68,289.57,299.05,319.73,328.36,324.45,330.39,332.61,315.66,309.03,334.44,329.02,329.39,337.03,319.92,,,,,,,107.81,327.78,323.13,331.53,335.02,337.26,304.25,,,,,,,,,,,,,317.70,280.51,,299.87,338.54,324.05,335.50,323.28,,,,,,,281.34,314.23,324.64,313.48,322.96,327.87,309.05,301.27,289.79,293.69,289.02,296.89,242.15,,,303.24,290.46,324.67,332.30,332.08,336.18,,,,,,,72.56,95.59,,45.79,,,
2013-08-08 22:16:37.441000,L8,366.27,359.97,358.98,356.19,355.34,355.06,354.99,353.08,349.33,341.11,341.10,340.78,345.67,348.92,341.13,341.29,341.59,345.11,347.05,351.38,350.66,349.11,348.62,352.48,358.46,351.71,348.38,346.56,346.64,351.21,362.79,362.25,361.00,357.81,355.76,351.45,360.19,362.96,362.67,360.39,363.89,365.41,366.39,365.42,367.32,363.82,359.34,358.91,353.59,351.67,354.13,360.96,372.62,375.05,372.07,369.23,361.07,361.95,367.41,372.05,382.16,385.48,378.66,364.45,358.63,346.24,332.22,353.12,362.78,363.83,367.75,370.03,374.90,370.16,367.14,364.43,367.40,339.38,296.09,343.98,353.28,356.31,354.29,351.15,355.02,357.35,356.05,365.05,369.75,372.27,370.25,367.99,363.25,353.21,354.60,,191.76,339.70,,
2013-08-31 22:22:50.245000,L8,368.65,363.08,360.11,361.16,358.28,358.36,356.29,352.96,356.18,339.90,334.75,339.03,344.26,342.63,338.68,339.45,340.15,342.88,345.61,349.40,347.31,343.72,346.63,352.01,356.46,354.62,348.07,345.19,343.48,348.04,357.37,360.55,360.22,349.80,344.98,347.98,357.28,357.82,359.16,359.58,361.74,362.08,360.15,363.69,365.41,357.06,356.24,357.60,352.74,351.37,354.97,359.99,369.76,369.57,368.79,366.81,359.91,361.93,366.21,370.45,380.70,381.54,374.97,360.09,354.33,343.62,324.05,350.55,361.12,365.47,367.19,368.55,373.62,369.51,363.05,362.01,366.13,337.62,294.74,343.08,352.05,354.94,353.43,349.33,351.02,357.39,352.15,361.51,367.15,369.24,368.78,363.71,361.44,342.90,345.66,,,333.23,,
2013-09-25 22:16:28.938000,L8,366.55,358.84,358.83,354.62,358.06,353.74,355.41,352.18,351.75,339.74,334.85,338.61,344.39,343.29,335.91,333.95,338.77,342.02,345.44,351.18,347.67,342.91,345.54,348.84,349.20,349.11,344.92,342.79,339.57,344.62,352.29,356.10,355.88,346.39,342.55,343.20,352.53,353.80,354.91,357.60,359.36,358.52,356.70,357.61,356.89,355.48,354.11,352.60,352.03,351.03,355.76,359.96,364.66,365.24,363.09,364.69,357.55,362.11,362.66,368.44,377.93,377.43,372.69,357.22,351.16,340.11,312.52,348.63,360.45,362.85,363.86,366.01,371.53,367.85,359.10,358.75,357.81,334.49,291.14,338.47,348.55,350.40,349.81,347.76,348.19,353.01,350.08,357.32,361.40,367.08,365.08,357.31,357.57,,344.15,,,,,
2013-10-02 22:22:40.460000,L8,361.42,358.26,356.46,352.29,352.67,349.98,346.19,349.16,345.90,338.00,331.58,332.75,343.43,340.61,334.86,333.32,337.88,338.35,340.67,346.06,341.76,341.12,341.90,349.00,352.97,351.70,343.02,342.52,335.53,336.40,349.67,353.85,351.48,344.86,340.15,340.92,352.73,353.14,355.44,356.14,357.93,355.97,356.83,358.06,358.02,353.67,351.48,350.20,349.59,349.62,353.78,359.88,365.59,365.65,363.35,363.29,357.57,361.04,362.75,365.12,374.52,374.12,370.33,355.34,347.76,334.15,307.94,345.61,351.23,359.92,358.24,360.71,367.33,363.98,357.30,356.33,355.16,327.28,287.82,335.84,347.41,350.06,350.59,346.16,348.68,353.15,346.63,357.60,360.43,365.88,363.38,360.26,355.83,,336.98,,,,,
2013-10-11 22:16:29.291000,L8,369.33,368.56,364.34,361.24,360.13,359.07,356.33,356.02,357.02,346.56,341.95,340.70,346.61,345.29,341.61,340.09,341.54,346.40,351.86,355.14,351.21,344.93,348.38,354.68,356.27,356.00,349.01,346.33,345.02,350.23,354.56,354.31,362.34,353.98,347.07,349.03,358.44,359.64,358.87,359.50,362.35,361.65,363.33,363.52,364.66,358.15,358.68,359.75,356.46,355.94,358.73,365.95,370.45,373.88,370.95,369.91,364.14,367.06,370.95,370.70,380.90,380.67,374.19,367.09,356.92,343.67,323.29,353.45,363.34,366.71,368.72,371.48,375.15,371.09,364.65,362.33,363.05,340.09,296.67,344.68,352.99,355.48,355.12,351.86,353.21,351.37,351.15,362.59,367.90,372.40,372.72,364.92,361.41,338.65,350.23,,,327.23,,
2013-10-18 22:22:37.411000,L8,386.05,368.56,362.29,359.89,357.17,352.77,357.34,354.15,350.97,340.71,338.41,338.24,342.52,341.38,337.90,333.84,338.87,340.95,343.21,349.30,345.57,343.63,347.28,355.32,359.47,381.68,,,,,,,,348.20,341.47,342.38,349.78,352.11,353.62,355.40,356.83,353.22,355.56,357.64,355.04,352.83,352.76,353.82,352.62,351.44,356.28,363.86,371.07,373.32,370.49,367.13,362.46,365.49,371.93,370.89,380.79,384.00,380.10,369.80,376.35,,,,,,,,,,,,,,,353.20,355.60,356.51,354.29,350.33,352.24,356.03,351.90,,,,421.92,407.38,361.75,340.10,346.92,,,324.98,,
2013-11-12 22:16:19.914000,L8,371.74,364.51,363.59,358.29,361.77,357.92,355.98,352.68,349.44,340.91,340.71,339.59,344.96,342.15,338.64,334.51,339.16,341.75,342.86,349.59,344.17,343.41,345.44,349.33,349.62,349.82,345.89,345.59,341.03,346.47,354.51,357.00,356.91,347.96,342.49,345.20,352.73,355.48,357.11,358.20,361.30,355.71,359.42,359.74,360.06,356.18,356.20,354.90,351.97,351.44,355.57,362.01,367.11,371.01,367.67,366.44,362.63,364.84,369.54,365.59,378.66,378.34,373.76,358.20,353.49,340.82,317.14,351.98,358.54,366.69,363.75,368.43,372.65,370.27,361.80,360.18,359.05,332.92,295.62,339.05,352.42,351.22,352.01,348.64,351.33,353.76,350.14,359.13,363.07,367.68,365.61,358.79,357.38,,342.44,,,,,
2013-11-19 22:22:25.407000,L8,373.64,361.67,356.76,353.87,356.83,353.92,351.02,351.41,349.13,341.04,337.86,337.98,342.32,341.32,336.84,334.15,338.31,339.36,342.26,348.53,341.35,342.21,343.11,349.00,349.32,348.03,343.74,344.07,340.62,345.11,353.19,354.12,354.90,346.66,340.90,346.70,352.20,355.03,356.50,357.79,358.94,356.61,358.38,359.14,359.64,357.31,356.85,357.42,353.64,352.32,355.74,361.23,368.22,370.84,368.04,366.28,361.32,365.53,369.66,367.65,377.60,379.00,373.35,358.50,352.38,342.11,319.49,352.01,359.76,367.46,365.36,368.37,374.17,369.83,364.10,360.19,360.41,335.07,293.39,340.42,351.56,354.50,352.21,349.16,350.50,356.41,350.25,357.73,360.88,366.08,362.46,356.19,355.22,332.39,342.81,,,318.95,,
2013-12-30 22:16:01.055000,L8,354.52,365.71,358.52,358.63,360.26,355.85,350.31,351.81,350.33,341.60,339.68,339.46,343.56,341.92,338.63,336.55,338.62,340.91,344.66,349.62,343.03,342.09,345.19,349.76,350.94,351.11,344.74,344.99,339.40,347.17,355.48,356.05,357.17,347.69,340.44,344.75,352.14,353.75,356.46,357.67,361.41,359.64,359.71,361.46,364.38,359.04,359.53,360.66,359.24,357.95,358.81,365.21,368.83,372.99,370.31,366.47,357.64,362.41,369.17,376.13,379.53,388.20,,,,,350.86,352.30,366.01,353.13,364.03,370.52,376.85,381.96,326.28,354.86,,,,,,,364.28,262.25,354.98,358.17,346.32,360.27,361.99,366.50,363.16,356.26,357.06,,341.46,,,,,
2014-02-23 22:21:32.043000,L8,328.91,339.75,340.30,339.94,339.39,337.37,335.68,332.56,327.50,320.55,317.54,310.51,321.97,319.47,315.52,318.81,317.62,322.14,323.99,326.19,319.06,318.37,321.11,326.98,326.85,330.73,323.62,320.64,314.59,306.38,296.25,,,317.68,311.79,320.43,325.68,329.03,335.19,335.37,337.23,313.67,308.77,315.43,297.92,307.13,331.25,334.19,338.07,337.41,341.99,337.41,340.75,351.91,348.73,345.12,340.10,344.92,347.54,342.22,331.54,341.44,357.08,344.01,324.45,312.03,,326.91,341.12,349.62,348.23,342.01,350.48,343.04,341.46,333.19,327.01,302.20,271.39,,321.45,323.91,323.32,325.48,279.30,268.43,272.87,,,,,,,,,,,,,
2014-03-11 22:21:19.920000,L8,320.80,336.01,339.98,339.16,337.54,336.17,334.78,330.35,329.05,316.66,,281.06,315.70,315.74,304.37,314.22,315.96,321.65,321.87,325.29,314.64,315.66,320.95,325.76,324.56,330.35,322.59,313.92,297.78,300.30,295.10,,,156.75,195.26,181.16,324.59,326.85,332.32,333.51,335.88,305.31,296.32,306.88,295.83,302.95,325.76,333.33,337.55,335.19,341.18,335.56,336.62,348.49,349.19,344.35,339.20,343.87,345.55,341.82,325.79,337.10,356.80,343.41,321.19,309.60,,324.59,339.42,337.21,346.48,336.16,345.73,338.96,339.53,327.94,322.17,304.28,269.99,244.41,310.40,271.17,322.70,325.07,329.90,334.65,327.46,,,,,,,111.85,109.23,,,,,
2014-03-20 22:15:01.497000,L8,374.01,360.50,357.81,354.06,356.69,352.85,354.35,351.11,348.31,339.10,334.01,337.48,342.91,341.20,336.64,333.70,337.41,338.46,342.10,348.87,340.94,340.78,343.43,344.32,347.41,348.96,343.52,341.81,335.68,345.61,352.18,356.40,355.55,348.28,340.95,343.08,349.38,354.11,354.66,358.78,361.76,361.73,357.90,360.23,359.42,355.91,356.78,353.40,353.88,351.65,355.46,359.93,365.41,367.70,365.37,365.33,356.99,362.08,365.00,367.00,378.79,379.89,375.22,359.79,352.95,342.48,317.51,349.03,362.54,365.60,366.02,367.20,373.39,370.13,363.94,360.27,359.55,332.78,292.77,335.86,350.01,350.54,351.50,348.01,349.17,353.97,349.02,357.80,359.52,366.22,363.64,357.19,357.54,,342.74,,,,,
2014-04-21 22:14:29.865000,L8,310.14,325.64,332.60,319.44,292.18,277.05,329.94,312.92,295.38,,,,,275.51,285.38,312.21,313.50,320.60,321.61,312.18,303.42,305.41,311.87,313.24,321.12,326.35,320.63,,,,,,,,,,,,,,,,,,286.02,296.35,308.13,324.53,318.51,309.14,320.17,,,,,,338.61,336.85,336.28,327.83,,,,,,,,,,308.06,325.05,331.47,335.32,328.62,308.80,305.19,298.53,240.51,266.31,,,,262.17,318.41,277.95,333.57,277.14,,,,,,,,,,,,,
2014-05-30 22:20:22.872000,L8,354.98,345.46,360.84,352.26,324.54,337.04,354.01,353.49,337.77,333.66,342.72,348.02,346.66,349.29,339.85,341.28,338.62,343.03,350.04,354.61,352.06,353.17,348.50,353.06,355.57,352.91,349.07,345.13,346.84,350.46,361.18,362.72,361.67,353.96,348.33,348.55,360.62,362.37,362.34,363.33,367.22,365.15,364.07,369.25,367.47,364.72,358.47,357.94,349.54,332.79,354.60,343.15,368.25,370.74,371.80,369.07,357.59,360.23,366.62,368.20,382.56,383.01,377.04,362.43,359.73,347.61,325.95,351.73,362.27,359.63,370.69,371.10,376.16,374.17,368.44,363.77,366.30,332.47,319.75,343.94,354.25,355.88,356.07,351.43,354.04,356.37,350.96,364.19,366.39,369.92,370.69,369.98,362.66,350.18,350.25,,242.93,342.27,,
2014-07-17 22:20:39.943000,L8,,,,,,,,,,,310.69,300.40,307.28,326.44,303.16,317.59,318.29,323.08,326.85,334.62,314.02,312.52,328.28,325.48,327.10,336.63,322.02,309.98,300.02,,,,,39.74,79.43,50.30,139.34,118.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.01,317.02,321.93,314.74,317.19,323.27,300.34,296.80,288.02,294.96,282.77,272.24,250.37,,,,291.18,322.01,329.67,332.19,330.09,,,,,,,,,,,,,
2014-08-02 22:20:46.799000,L8,315.70,319.91,341.49,340.25,284.99,271.15,330.80,328.58,306.07,267.01,305.38,305.63,317.63,329.13,316.71,320.94,325.21,324.74,330.00,334.93,319.42,322.92,326.78,329.29,332.28,335.23,327.30,323.14,320.93,302.05,300.66,,,106.17,120.03,117.36,148.49,126.01,,,,,,,,298.99,306.90,324.51,318.64,308.85,316.63,,,,,,,,,,,,,,,,280.50,323.66,328.10,312.28,322.68,327.14,310.09,298.84,284.50,293.23,313.89,299.48,265.85,,,,281.23,323.98,331.21,333.41,334.31,,,,,,,75.30,97.99,,,,,
2014-08-11 22:14:39.696000,L8,329.13,337.29,341.46,340.73,342.84,341.68,337.75,340.60,338.20,328.11,324.34,323.32,327.08,330.27,322.39,324.53,328.93,332.34,337.07,347.00,335.24,336.94,341.09,345.70,352.83,349.35,344.50,347.55,344.97,351.71,356.21,363.92,359.11,346.15,331.70,352.40,365.38,363.93,361.97,361.81,368.56,367.36,372.44,,,,,,,,,,,,378.44,372.84,366.37,370.04,371.95,376.22,396.41,380.93,378.10,370.90,,,,,,,,,,,,,,,,,,,351.07,346.76,356.37,346.26,351.48,362.69,370.68,355.46,352.74,367.25,362.09,322.70,340.54,,,,,
2014-08-18 22:20:51.886000,L8,318.33,333.30,342.13,341.07,332.59,332.32,336.43,329.49,322.20,270.30,321.24,309.76,317.85,331.60,319.03,321.22,325.12,325.10,329.12,332.92,321.13,326.30,327.59,328.37,329.20,334.99,325.41,324.11,319.90,,,,,112.09,122.82,130.57,148.24,127.01,,,,,,,,296.51,314.96,324.16,326.85,323.54,322.87,332.83,319.84,345.77,335.56,,,,,,,,,,,,273.30,319.51,330.42,327.02,336.68,326.66,304.94,297.97,290.48,295.34,293.39,292.09,266.28,,,,274.92,323.94,330.56,261.01,271.99,,,,,,,72.86,94.06,,,,,
2014-09-03 22:20:54.579000,L8,358.93,358.22,357.85,356.37,355.49,351.39,348.16,349.98,347.37,342.18,335.49,338.78,344.47,345.45,339.75,338.07,339.20,341.83,343.36,350.24,345.35,343.58,346.47,348.18,349.46,349.68,347.50,346.43,346.98,350.41,358.65,359.68,360.40,349.89,343.69,346.06,352.63,355.38,356.56,358.55,362.06,360.82,359.08,360.98,362.40,357.34,357.10,354.62,352.87,352.56,355.39,361.46,368.38,368.61,368.75,366.62,359.33,361.01,366.21,371.40,381.12,380.21,375.37,359.07,355.07,345.83,327.98,350.99,360.48,363.32,365.58,368.57,373.12,370.85,365.34,362.09,363.70,335.68,294.21,341.25,351.08,352.70,353.53,351.53,352.34,353.57,351.11,361.36,365.47,368.53,366.31,364.59,359.60,346.25,349.45,,,335.62,,
2014-09-19 22:20:54.477000,L8,360.04,359.47,357.03,353.33,352.72,351.67,348.59,349.89,347.07,339.50,334.09,338.09,342.37,343.16,338.05,336.58,338.77,342.31,343.50,349.57,344.20,343.24,346.54,347.63,348.65,350.00,345.86,345.80,343.69,348.10,356.85,359.07,360.54,350.61,342.79,349.91,354.32,357.54,359.14,359.79,362.67,362.00,360.96,360.34,361.22,357.41,355.93,355.18,351.43,351.32,355.41,360.29,367.43,366.86,367.38,366.97,358.96,362.38,365.93,369.37,381.83,380.86,374.91,359.21,354.95,345.90,331.83,353.19,361.71,362.64,363.69,368.18,374.34,372.47,367.04,363.04,362.93,336.73,295.70,343.66,351.10,353.44,352.97,348.99,349.73,354.16,353.93,362.56,365.03,369.42,367.49,363.14,359.47,344.14,349.58,,,330.25,,
2014-09-28 22:14:44.621000,L8,330.04,342.06,341.95,340.94,342.47,342.04,336.85,334.21,336.99,329.14,322.06,311.07,322.46,329.62,319.98,321.47,327.09,324.70,330.33,329.37,327.23,330.02,325.13,329.54,331.46,331.27,326.86,324.69,320.57,297.69,,,,,,,,,,,,,,,,299.64,324.91,325.26,337.75,329.86,342.47,340.42,339.23,350.38,349.04,,338.74,344.36,343.17,336.82,,,339.02,328.72,319.47,311.68,278.15,325.05,331.47,327.39,343.06,329.17,317.10,326.11,290.64,297.33,309.72,311.30,268.16,246.38,,,,323.17,329.65,335.26,331.26,336.46,345.41,349.23,348.53,341.35,,,,,,,,
2014-11-06 22:21:01.126000,L8,380.80,358.24,353.86,352.52,358.45,351.91,347.38,351.52,347.99,340.10,334.57,336.10,340.04,341.78,335.77,333.30,337.35,338.62,341.87,347.42,340.77,341.84,343.31,347.55,348.07,348.13,342.74,342.47,339.24,344.70,353.51,354.22,355.05,348.50,341.40,344.52,351.55,354.37,355.54,357.53,360.70,357.99,359.01,359.13,359.10,356.54,354.67,353.37,352.00,350.05,354.32,359.82,366.11,366.37,366.31,364.04,359.27,363.01,367.35,365.31,376.16,376.82,371.86,357.62,352.18,343.25,318.76,350.65,359.13,366.74,363.68,368.03,373.05,370.72,365.22,361.01,361.32,334.44,292.75,339.78,350.92,349.62,350.87,346.65,347.50,352.61,348.91,358.48,361.83,367.70,364.67,358.78,355.48,333.08,343.41,,,,,
2014-11-15 22:14:49.314000,L8,,,,338.01,356.23,346.41,343.59,343.62,342.65,341.21,331.90,334.04,337.37,340.04,334.97,331.96,333.64,334.11,340.33,346.28,337.08,335.60,335.43,335.30,347.60,346.11,339.49,339.67,334.24,338.83,349.11,350.61,350.52,325.97,330.83,340.15,344.00,345.25,348.47,319.05,,,,,361.19,352.79,346.50,351.93,343.75,345.19,351.12,392.28,341.97,,,,,,,,373.64,379.21,366.85,347.74,341.67,330.78,305.33,340.44,347.04,372.03,360.25,362.73,368.62,363.00,363.72,356.59,354.60,329.16,288.51,333.93,344.13,345.69,346.53,340.87,342.36,348.93,343.92,354.17,360.23,362.58,357.80,353.58,350.80,,152.69,,,,,
2015-01-02 22:14:38.674000,L8,363.33,361.70,355.60,353.04,356.67,353.14,348.27,351.31,347.62,341.02,333.96,336.37,338.49,340.98,336.11,332.78,337.03,335.75,342.69,348.11,342.13,341.18,342.21,345.37,347.91,349.61,342.89,341.22,337.42,342.65,351.46,353.73,353.52,346.93,341.11,341.83,350.17,353.40,355.47,357.01,359.72,355.24,357.12,361.03,359.09,358.49,356.88,357.23,355.80,354.05,355.87,361.30,366.99,370.16,368.63,366.18,360.86,365.36,368.53,366.92,377.55,379.04,375.36,362.70,352.42,341.70,317.25,348.41,361.41,365.94,366.81,366.27,374.65,371.15,366.71,361.84,365.27,334.16,297.03,337.69,352.95,357.39,351.95,351.84,353.76,357.80,349.59,358.54,359.29,363.96,361.65,355.71,355.02,328.90,343.87,,,,,
2015-03-14 22:20:23.206000,L8,318.68,340.56,338.22,338.85,337.23,332.96,334.47,329.95,325.50,315.31,,284.68,309.89,315.61,316.24,319.52,316.58,321.72,321.72,326.33,317.16,316.77,321.85,327.75,327.27,328.87,322.18,,,,,,,,,,,,,,,,295.35,306.39,298.66,299.69,324.74,332.81,338.76,335.15,341.64,335.51,336.92,349.49,347.94,343.84,260.79,345.52,343.23,338.30,323.81,340.22,360.88,344.78,321.65,297.85,,324.33,340.46,287.51,348.26,338.16,350.73,342.85,338.04,333.04,314.00,246.40,229.32,,310.23,319.58,237.36,322.04,329.17,335.07,320.96,,,,,,,,,,,,,
2015-04-15 22:20:10.505000,L8,316.73,333.27,335.57,331.61,326.53,328.91,332.84,323.72,315.36,259.87,292.30,295.52,313.09,321.94,315.54,315.33,316.84,321.18,323.71,326.81,315.19,313.43,322.18,320.50,325.85,329.31,321.26,,,,,,,,,,,,,,,280.32,289.59,304.43,300.49,299.65,316.39,327.90,332.21,327.89,335.34,330.04,324.91,346.44,344.29,343.03,339.83,340.69,341.59,335.46,329.44,338.09,357.41,336.84,299.71,297.81,,324.39,338.00,333.83,346.39,335.32,345.91,340.17,338.11,333.03,301.51,297.01,269.62,,310.02,313.94,309.32,320.87,327.36,333.24,327.64,,,,,,,,,,,,,
2015-05-01 22:20:00.344000,L8,318.81,338.28,340.99,339.03,300.58,312.51,335.03,336.84,314.96,285.29,300.63,304.11,322.17,328.88,316.71,320.66,323.25,324.42,328.66,331.40,324.50,318.46,324.61,328.17,333.52,337.36,325.17,321.41,,,,,,187.16,203.73,,,,,,,,,299.81,294.97,301.08,311.46,328.32,331.56,320.52,336.99,,,343.76,343.64,345.45,342.34,345.51,340.52,344.18,327.18,340.55,357.77,340.11,323.53,301.47,278.06,286.87,337.11,335.85,342.99,336.47,346.60,340.26,339.85,333.43,315.64,302.55,269.65,,305.79,314.06,313.92,327.14,332.28,337.23,330.62,,,,,,,86.66,227.56,,,,,
2015-06-27 22:13:58.027000,L8,,,,,,,,,,,298.31,302.03,309.83,319.58,306.87,313.31,316.13,318.50,328.96,333.25,314.67,305.69,328.71,322.29,326.82,336.74,316.49,,,,,,,,,,324.52,332.99,331.86,333.68,312.96,,,,,,,,,,,,,,,302.58,296.47,322.20,320.63,321.24,,,,,,,,318.38,321.74,309.57,314.38,326.01,317.13,305.64,286.08,302.41,276.82,,,,297.04,303.84,308.06,318.28,325.60,323.05,335.93,,,,,,,70.61,87.15,,,,,
2015-07-04 22:20:14.053000,L8,,,,,,,,,,,306.62,299.61,307.33,327.67,307.11,316.36,316.38,321.52,325.16,331.47,314.78,307.29,326.82,321.14,325.35,331.99,312.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.63,295.04,329.21,323.21,320.37,,,,,,,,315.17,323.35,321.10,315.28,327.48,312.63,305.51,293.61,299.02,280.45,,,,,,303.85,319.75,328.98,258.84,330.82,,,,,,,,,,,,,
2015-07-29 22:14:13.585000,L8,,,,,,,,,,,300.18,300.03,308.57,328.23,303.96,318.94,321.23,323.73,328.53,333.23,314.78,310.14,321.05,319.32,328.69,335.63,320.70,,,,,,,57.99,87.14,91.22,140.87,121.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.21,324.99,313.02,316.25,322.88,313.52,295.58,285.52,299.14,280.50,283.13,251.11,,,,268.65,318.50,327.31,329.23,330.16,,,,,,,,,,,,,
2015-08-21 22:20:33.210000,L8,316.66,329.57,339.50,331.90,303.12,323.13,334.36,320.88,312.83,262.79,307.65,295.51,310.20,328.32,312.10,318.88,318.28,322.27,326.07,328.59,312.42,311.48,321.05,321.52,323.01,333.56,322.84,320.38,296.13,,,,,103.97,106.70,93.39,140.01,120.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.75,327.78,318.05,327.38,321.30,322.49,286.75,285.47,288.36,285.99,,,,,,,316.01,323.20,325.86,328.58,,,,,,,73.58,93.90,,,,,
2015-10-08 22:20:48.527000,L8,,,,,,,,,,,313.96,320.48,322.53,312.04,316.04,321.63,326.54,327.79,332.17,333.34,326.23,316.52,320.51,326.40,334.76,332.94,328.46,325.87,322.62,326.21,307.58,299.51,,334.80,325.96,328.89,335.67,337.05,343.92,339.83,336.81,,,288.55,292.30,303.51,324.74,322.33,326.39,326.00,331.78,335.36,342.49,342.27,343.73,338.65,338.29,338.85,337.70,340.06,327.56,331.26,348.91,330.21,320.87,307.18,256.77,326.17,337.61,342.54,345.05,342.33,346.99,342.55,328.68,335.37,332.77,312.89,273.59,248.28,304.95,305.61,307.41,322.64,313.25,329.00,,,,,,,,,,,,,,
2015-10-17 22:14:38.194000,L8,330.76,342.52,341.91,341.58,341.79,336.87,336.88,333.24,337.06,329.73,322.42,317.54,321.55,329.41,319.50,321.75,325.39,326.43,330.67,328.96,327.25,321.13,326.56,328.71,330.93,328.45,325.80,324.58,320.34,304.53,298.28,,,332.10,322.93,324.82,330.46,332.54,343.88,337.92,,,,,,,,,,,,,,341.30,340.72,331.57,337.71,337.16,338.29,336.50,323.75,266.61,340.35,328.74,319.06,302.89,,316.92,312.85,330.65,324.95,310.97,344.67,342.65,317.95,324.60,311.46,310.42,271.08,245.25,308.59,274.40,312.33,322.11,329.05,333.27,328.90,,,,,,,,328.06,,,,,
2015-11-18 22:14:44.822000,L8,328.01,340.14,339.48,338.26,339.45,334.34,335.27,330.47,332.82,320.78,316.56,314.36,322.95,327.68,318.10,319.74,318.11,322.88,324.45,327.97,318.53,319.96,323.38,323.79,326.81,323.61,323.13,322.74,315.48,304.29,290.87,,327.79,327.74,319.58,325.39,331.11,331.20,341.79,336.76,,,285.84,297.58,295.32,302.38,320.50,313.30,316.42,316.47,328.15,299.10,337.92,338.68,339.91,333.56,335.25,338.73,336.08,335.38,317.13,266.21,,,,,,323.79,324.11,340.64,339.94,340.70,350.78,342.94,334.89,329.16,314.21,308.84,269.82,,312.00,317.33,314.17,320.45,325.80,330.20,327.25,336.75,329.97,341.34,342.64,341.75,331.86,107.13,316.33,,,,,
2015-12-20 22:14:45.217000,L8,383.35,358.63,354.22,353.51,355.66,352.10,350.23,349.66,348.88,342.06,336.00,336.47,340.03,342.32,336.50,334.60,336.17,339.60,342.64,348.14,339.96,340.56,343.81,343.59,347.08,346.99,342.60,340.98,338.04,341.77,342.57,347.73,356.28,351.97,347.64,351.51,355.48,356.77,359.84,359.62,356.20,353.35,347.51,350.95,350.66,342.39,342.44,341.69,342.94,340.22,344.94,349.53,358.16,358.41,358.12,351.39,349.62,354.75,353.39,355.61,362.54,365.72,365.19,342.50,339.53,326.51,313.74,342.82,352.85,361.75,357.81,359.67,369.03,366.69,358.21,357.31,354.28,337.01,297.19,321.42,333.86,336.16,338.32,339.81,342.31,341.12,343.90,355.87,355.42,360.06,361.97,359.78,356.95,343.70,350.41,,,338.71,,
