dates,nzd0513-0000,nzd0513-0001,nzd0513-0002,nzd0513-0003,nzd0513-0004,nzd0513-0005,nzd0513-0006,nzd0513-0007,nzd0513-0008,nzd0513-0009,nzd0513-0010,nzd0513-0011,nzd0513-0012,nzd0513-0013,nzd0513-0014,nzd0513-0015,nzd0513-0016,nzd0513-0017,nzd0513-0018,nzd0513-0019,nzd0513-0020,nzd0513-0021,nzd0513-0022,nzd0513-0023,nzd0513-0024,nzd0513-0025,nzd0513-0026,nzd0513-0027,nzd0513-0028,nzd0513-0029,nzd0513-0030,nzd0513-0031,nzd0513-0032,nzd0513-0047,nzd0513-0048,nzd0513-0049,nzd0513-0050,nzd0513-0051,nzd0513-0052,nzd0513-0053,nzd0513-0054,nzd0513-0055,nzd0513-0056,nzd0513-0057,nzd0513-0058,nzd0513-0059,nzd0513-0060,nzd0513-0061,nzd0513-0062,nzd0513-0063,nzd0513-0064,nzd0513-0065,nzd0513-0066,nzd0513-0067,nzd0513-0068,nzd0513-0069,nzd0513-0070,nzd0513-0071,nzd0513-0072,nzd0513-0073,nzd0513-0074,nzd0513-0075,nzd0513-0076,nzd0513-0077,nzd0513-0078,nzd0513-0079,nzd0513-0080,nzd0513-0081,nzd0513-0082,nzd0513-0083,nzd0513-0084,nzd0513-0085,nzd0513-0086,nzd0513-0087,nzd0513-0088,nzd0513-0089,nzd0513-0090,nzd0513-0091,nzd0513-0092,nzd0513-0093,nzd0513-0094,nzd0513-0095,nzd0513-0096,nzd0513-0097,nzd0513-0098,nzd0513-0099,nzd0513-0100,nzd0513-0033,nzd0513-0034,nzd0513-0035,nzd0513-0036,nzd0513-0037,nzd0513-0038,nzd0513-0045,nzd0513-0046,nzd0513-0043,nzd0513-0044,nzd0513-0039,nzd0513-0040,nzd0513-0041,satname
2021-08-05 22:20:52+00:00,,340.4,357.17,336.695,298.75,279.105,353.145,337.3666666666666,292.74,334.985,334.14,297.56,326.935,339.24,330.59000000000003,331.13,328.15,332.69,,332.77,324.67,313.88,,321.99,325.9,331.8,334.735,344.12,342.46500000000003,348.475,347.52,357.41499999999996,362.45000000000005,364.61,365.4,,,370.25,367.93,367.08,371.79,364.46,359.41,362.47,,,335.93,337.23,,,,,,,,,,,,357.65,365.58,,,343.3,347.19,335.67,311.86,323.38,323.23,336.82,321.54,314.83,304.47,286.3,286.97,288.55,323.67,327.46500000000003,282.08,322.88,338.555,346.08,283.0,,345.66,349.33,335.6,364.875,363.83000000000004,366.76,369.42,,,,341.65,,,341.29,,,L8
2021-08-14 22:14:45+00:00,,340.4,357.17,336.695,298.75,279.105,353.145,337.3666666666666,292.74,334.985,334.14,297.56,326.935,339.24,330.59000000000003,331.13,328.15,332.69,,332.77,324.67,313.88,,321.99,325.9,331.8,334.735,344.12,342.46500000000003,348.475,344.775,357.41499999999996,362.45000000000005,364.61,358.015,,,370.25,367.93,367.08,371.79,364.46,352.63,362.47,307.33,310.1,325.74,337.23,311.8,299.52,308.15,,,,,,,,,357.65,365.58,,,343.3,347.19,335.67,311.86,323.38,323.23,336.82,321.54,314.83,304.47,286.3,286.97,288.55,323.67,327.46500000000003,282.08,322.88,338.555,346.08,283.0,,345.66,349.33,335.6,361.74333333333334,363.83000000000004,366.76,369.42,,,,334.775,,,338.415,,,L8
2021-08-30 22:14:49+00:00,,340.4,357.17,336.695,298.75,279.105,353.145,337.3666666666666,292.74,334.985,334.14,293.195,321.80333333333334,339.24,330.59000000000003,331.13,328.15,332.69,,332.77,324.67,313.88,,321.99,327.01,330.305,330.96666666666664,332.68,342.46500000000003,348.475,344.775,357.41499999999996,362.45000000000005,364.61,358.015,,,370.25,367.93,367.08,371.79,364.46,352.63,362.47,307.33,310.1,325.74,337.23,311.8,299.52,308.15,,301.95,,319.67,,,,,357.65,365.58,,,343.3,347.19,335.67,311.86,321.83500000000004,322.175,326.89,322.995,308.26,301.845,281.975,285.725,285.845,315.505,320.5933333333333,276.05,322.88,338.555,346.08,270.90999999999997,,345.66,349.33,333.265,361.74333333333334,363.83000000000004,366.76,369.42,,,71.41,334.775,,,338.415,,,L8
2021-09-22 22:21:05+00:00,,340.4,357.17,336.695,298.75,279.105,353.145,337.3666666666666,292.74,334.985,334.14,293.195,321.80333333333334,339.24,330.59000000000003,331.13,331.85999999999996,332.69,,332.77,324.67,313.88,,321.99,327.01,330.305,330.96666666666664,332.68,340.54333333333335,348.475,345.3533333333333,355.40333333333336,361.57,362.63,357.77,359.9,,370.25,367.93,363.355,365.235,359.83,352.83666666666664,357.725,330.38,310.1,332.01666666666665,337.23,311.8,299.52,308.15,350.56,301.95,,319.67,,,,,357.65,365.58,,,343.3,347.19,335.67,301.96666666666664,321.83500000000004,322.175,326.89,322.995,308.26,301.845,281.975,285.725,285.845,315.505,324.7075,278.86199999999997,321.02666666666664,338.555,346.08,270.90999999999997,,345.66,349.33,333.265,360.875,363.83000000000004,366.76,369.42,,359.09,71.41,335.93,,,339.54333333333335,,,L8
2022-01-28 22:20:55+00:00,,,,322.84,290.14,267.81,,311.39,292.74,,,293.195,308.58500000000004,328.27,317.93,318.83,328.525,330.69,,332.77,324.67,313.88,,321.99,327.01,330.305,329.6933333333333,332.11,336.75,342.98,346.26666666666665,351.38,359.64,359.88,354.91,358.63,363.66,367.3,366.12,359.74,358.74,354.49,350.9533333333333,353.45500000000004,338.31333333333333,328.87,335.6533333333333,349.27,329.355,323.275,328.645,350.56,301.95,,340.365,,350.88,,357.79,358.97,364.2,,,,339.98,329.16,291.515,321.83500000000004,322.175,316.28999999999996,322.995,308.26,301.845,281.975,285.725,285.845,329.8566666666666,322.445,274.93,318.635,337.2,342.18,294.9166666666667,338.76,341.23,344.38,337.47,358.27666666666664,360.32,364.27,364.37,360.67,359.34,71.41,334.8566666666666,,,338.91333333333336,,,L8
2022-02-06 22:14:44+00:00,,,,,,,,345.91,,,,288.83,311.54,341.77,338.63,332.92,338.79999999999995,338.63,,,340.25,339.04,,342.82,338.24,339.2,337.3933333333333,335.37,335.8833333333333,342.895,346.605,351.28,358.82,359.0466666666666,354.9175,357.44,362.35,367.11,365.025,360.09,358.95666666666665,354.8566666666666,351.63,353.0566666666667,342.61,335.52666666666664,335.6533333333333,348.775,335.6566666666667,331.17,335.9166666666667,350.56,301.95,,347.18666666666667,,350.88,,357.79,359.055,363.65999999999997,,,343.82,339.95000000000005,327.265,292.66333333333336,330.005,321.12,307.03,324.45,332.28999999999996,299.22,277.65,284.48,320.62,340.90666666666664,329.1775,280.4475,318.635,335.905,341.125,313.96666666666664,337.9,340.345,343.33500000000004,340.2966666666667,358.325,358.9,362.38,363.305,358.405,358.18666666666667,71.41,334.625,,,338.05,,,L8
2022-02-13 22:20:52+00:00,,,,,,,,345.91,,,,288.83,311.54,341.63,339.41499999999996,333.32000000000005,338.8766666666666,338.63,,346.57,340.19,339.505,,342.82,338.24,342.90333333333336,339.5875,337.09749999999997,335.6625,342.8533333333333,348.1975,351.31333333333333,358.97,358.8925,356.22999999999996,357.3725,362.24,367.1333333333334,365.40000000000003,360.2225,359.735,355.92499999999995,353.805,353.98,354.88,349.44666666666666,347.57666666666665,349.37999999999994,347.7766666666667,347.6066666666666,350.5933333333333,350.56,301.95,,347.18666666666667,,350.88,,357.79,359.45,363.65999999999997,,,343.82,340.4266666666667,327.94666666666666,294.3025,333.49666666666667,321.12,307.03,324.45,342.8733333333333,299.22,277.65,322.45000000000005,333.6466666666667,345.375,330.166,282.224,317.49,335.7733333333333,341.37999999999994,320.8275,337.91333333333336,340.46666666666664,343.57,341.3025,359.265,358.57,362.09,363.18333333333334,358.9266666666667,357.8825,71.41,336.32,,,338.0625,,,L8
2022-03-09 22:20:49+00:00,,,,,,,,345.91,,,,,,341.63,339.41499999999996,332.94666666666666,338.8766666666666,338.63,,346.57,340.19,339.505,338.85,342.82,348.36,349.95000000000005,344.61,341.995,335.658,342.8533333333333,348.38800000000003,351.31333333333333,358.652,358.67600000000004,356.138,357.196,362.3775,366.7925,365.47,360.24,359.858,356.288,353.88800000000003,354.144,355.16600000000005,349.9875,347.5025,348.955,347.33000000000004,347.1775,350.5933333333333,350.56,,,360.94499999999994,,350.88,,357.79,359.45,363.65999999999997,,,343.82,339.945,327.1675,294.52200000000005,339.6233333333334,,,,363.4649999999999,,,360.42,358.90000000000003,358.05333333333334,335.7,288.2,307.22749999999996,335.7733333333333,340.4225,340.73,337.51,339.8925,342.74,344.24,359.27,358.6975,362.375,363.1,358.9425,357.828,,335.62600000000003,,,337.92999999999995,,,L9
2022-04-10 22:20:41+00:00,,,,,,,,345.91,,,,,,341.63,339.41499999999996,332.94666666666666,338.67499999999995,338.63,,346.57,340.19,339.505,338.85,342.82,348.36,349.95000000000005,344.61,341.995,335.3975,342.8533333333333,349.614,353.17,358.3625,359.03799999999995,357.08599999999996,356.52,363.404,367.264,366.24,361.67,361.164,358.082,354.85200000000003,354.435,355.6,349.9875,348.48,348.955,347.33000000000004,347.1775,350.5933333333333,,,,360.94499999999994,,350.88,,357.79,359.45,363.65999999999997,,,343.82,339.945,327.1675,297.934,339.6233333333334,,,,363.4649999999999,,,360.42,358.90000000000003,358.05333333333334,335.77,288.274,303.8633333333333,336.10249999999996,340.4225,340.73,337.51,339.8925,342.74,344.24,360.536,360.05,362.375,363.1,358.9425,358.502,,335.78000000000003,,,338.614,,,L9
2022-05-04 22:20:37+00:00,290.98,314.08,327.49,324.53,326.32,326.87,327.87,325.84000000000003,257.25,,,303.92,321.42,337.55,334.2233333333333,330.6675,335.51,333.83500000000004,334.26,343.705,337.82,336.92333333333335,335.665,337.655,342.58500000000004,346.67333333333335,342.30600000000004,339.206,332.216,342.8533333333333,349.614,353.17,358.3625,359.03799999999995,357.08599999999996,356.52,363.404,367.264,366.24,361.67,361.164,358.082,354.85200000000003,354.435,355.6,349.9875,348.48,348.955,347.33000000000004,347.1775,350.5933333333333,,,,360.94499999999994,,350.88,,357.79,359.45,363.65999999999997,,,343.82,339.945,327.1675,297.934,336.19750000000005,338.1,339.98,350.07,358.7166666666667,,351.33,353.95500000000004,353.4166666666667,353.685,330.5133333333333,286.0916666666667,288.46750000000003,331.86199999999997,335.8,326.64,337.51,339.8925,342.74,344.24,360.536,360.05,362.375,363.1,358.9425,358.502,,335.78000000000003,,,338.614,,,L8
2022-05-05 22:14:18+00:00,290.98,314.08,327.49,324.53,326.32,326.87,327.87,325.84000000000003,257.25,,340.74,321.685,321.42,338.38,335.67499999999995,331.442,336.3025,336.3433333333333,338.355,343.705,339.59,338.4425,335.665,337.655,342.58500000000004,346.67333333333335,343.24333333333334,339.9883333333333,333.755,344.7725,350.3233333333333,354.1,359.488,359.72499999999997,357.4816666666666,357.22999999999996,363.76666666666665,367.50499999999994,366.77,362.49,361.6466666666667,359.27,355.145,355.9,355.6,349.9875,348.48,348.955,347.33000000000004,347.1775,350.5933333333333,,,,360.94499999999994,,350.88,,357.79,359.45,364.49333333333334,,,343.82,340.064,328.164,298.65166666666664,337.5,338.1,339.98,350.07,358.7166666666667,,351.33,356.44000000000005,353.4166666666667,354.812,331.66428571428565,287.2014285714286,285.31000000000006,332.6616666666667,336.84166666666664,326.64,337.51,339.8925,342.74,344.24,361.4583333333333,360.8433333333333,363.726,364.26,360.646,359.14166666666665,,337.0566666666667,,,340.455,,,L9
2022-05-28 22:20:18+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,325.84000000000003,301.01,338.63,340.985,330.2033333333333,333.53,340.07,336.93199999999996,331.442,336.92600000000004,337.8125,340.62333333333333,343.705,339.59,338.4425,335.665,337.655,342.58500000000004,346.67333333333335,343.24333333333334,339.9883333333333,335.51571428571424,346.148,350.3233333333333,355.27,360.39833333333337,360.3385714285714,358.7471428571428,359.15333333333336,364.28285714285715,368.07,367.31142857142856,363.34000000000003,361.6466666666667,359.27,355.145,355.9,355.6,349.9875,348.48,348.955,347.33000000000004,347.1775,350.5933333333333,,,,360.94499999999994,,350.88,,357.79,359.45,364.49333333333334,,,343.82,340.4216666666667,329.17833333333334,299.54857142857145,337.5,338.1,345.915,350.07,358.7166666666667,,351.33,358.7025,353.4166666666667,356.19166666666666,333.47749999999996,287.855,290.955,332.6616666666667,336.84166666666664,326.64,337.51,339.8925,342.74,344.24,362.18142857142857,361.90285714285716,364.845,364.26,362.3733333333333,359.70714285714286,,338.45,,,342.20285714285717,,,L9
2022-06-05 22:20:51+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,325.84000000000003,301.01,338.63,331.29333333333335,325.6225,327.48333333333335,338.44666666666666,333.91166666666663,329.2316666666667,335.19166666666666,334.684,338.2175,341.97666666666663,336.946,333.468,335.665,334.2633333333333,339.37,344.73,340.7557142857143,336.0628571428571,335.51571428571424,344.82166666666666,345.03142857142853,348.7633333333333,359.2814285714286,360.3385714285714,358.7471428571428,359.15333333333336,364.28285714285715,368.07,367.31142857142856,363.34000000000003,361.6466666666667,359.27,355.145,355.9,355.6,349.9875,348.48,342.916,347.33000000000004,347.1775,350.5933333333333,,321.27,,349.50333333333333,,350.88,,345.595,351.155,356.5775,339.53,348.92,336.41999999999996,334.2142857142857,324.2371428571428,299.54857142857145,335.62166666666667,331.415,336.39000000000004,333.1,351.14,311.76,342.83,358.7025,342.375,352.59999999999997,328.49888888888887,285.6688888888889,290.955,328.5571428571429,332.94571428571425,326.64,337.51,339.8925,342.74,342.902,362.18142857142857,356.94,364.845,361.8233333333333,362.3733333333333,359.70714285714286,78.25,338.45,,,342.20285714285717,,,L8
2022-06-21 22:21:00+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,325.84000000000003,301.01,338.63,319.65250000000003,321.656,323.7875,336.2885714285714,330.30571428571426,329.2316666666667,332.7471428571429,332.3666666666667,336.57,340.505,333.85833333333335,329.92,335.665,331.23,336.58,343.348,338.5625,336.0628571428571,335.51571428571424,344.82166666666666,345.03142857142853,348.7633333333333,359.2814285714286,360.3385714285714,358.7471428571428,359.15333333333336,364.28285714285715,368.07,367.31142857142856,363.34000000000003,361.6466666666667,359.27,355.145,355.9,355.6,349.9875,348.48,335.77,347.33000000000004,347.1775,350.5933333333333,,321.27,,349.50333333333333,325.2,350.88,,338.3633333333333,345.554,356.5775,339.53,348.92,336.41999999999996,334.2142857142857,324.2371428571428,299.54857142857145,333.98285714285714,328.54,336.39000000000004,326.8066666666667,345.694,313.445,337.0233333333333,358.7025,333.842,349.235,323.558,283.506,290.955,324.815,329.51,323.64166666666665,337.51,339.8925,342.74,342.902,362.18142857142857,356.94,364.845,361.8233333333333,362.3733333333333,359.70714285714286,76.91499999999999,338.45,,,342.20285714285717,,,L8
2022-07-15 22:20:36+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,325.84000000000003,301.01,338.63,319.65250000000003,321.656,323.7875,336.2885714285714,330.30571428571426,329.2316666666667,332.7471428571429,332.3666666666667,336.57,340.505,333.85833333333335,329.92,335.665,331.23,336.58,343.348,338.5625,336.0628571428571,335.51571428571424,344.82166666666666,345.03142857142853,348.7633333333333,359.2814285714286,360.3385714285714,358.7471428571428,359.15333333333336,364.28285714285715,368.07,367.31142857142856,363.34000000000003,361.6466666666667,359.27,355.145,355.9,355.6,349.9875,348.48,335.77,347.33000000000004,347.1775,350.5933333333333,,321.27,,349.50333333333333,325.2,350.88,,338.3633333333333,345.554,356.5775,339.53,348.92,336.41999999999996,334.2142857142857,324.2371428571428,299.54857142857145,333.98285714285714,328.54,336.39000000000004,326.8066666666667,345.694,313.445,337.0233333333333,358.7025,333.842,349.235,323.558,285.2081818181818,290.955,324.815,329.51,323.64166666666665,337.51,339.8925,342.74,342.902,362.18142857142857,356.94,364.845,361.8233333333333,362.3733333333333,359.70714285714286,76.91499999999999,339.21500000000003,,,342.9925,316.22,,L9
2022-07-23 22:21:07+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,325.84000000000003,301.01,338.63,319.65250000000003,321.656,323.7875,336.2885714285714,330.30571428571426,329.2316666666667,332.7471428571429,332.3666666666667,336.57,340.505,333.85833333333335,329.92,335.665,331.23,336.58,343.348,338.5625,336.0628571428571,335.51571428571424,344.82166666666666,345.03142857142853,348.7633333333333,359.2814285714286,360.3385714285714,358.7471428571428,359.15333333333336,364.28285714285715,368.07,367.31142857142856,363.34000000000003,361.6466666666667,359.27,355.145,355.9,355.6,351.076,348.7275,335.77,347.33000000000004,347.1775,350.5933333333333,,321.27,,349.50333333333333,325.2,350.88,,338.3633333333333,345.554,356.5775,339.53,348.92,336.41999999999996,334.2142857142857,324.2371428571428,299.54857142857145,333.98285714285714,328.54,336.39000000000004,326.8066666666667,345.694,313.445,337.0233333333333,358.7025,333.842,349.235,323.558,286.4166666666667,290.955,324.815,329.51,323.64166666666665,337.51,339.8925,342.74,342.902,362.18142857142857,356.94,364.845,361.8233333333333,362.3733333333333,359.70714285714286,76.91499999999999,340.3322222222222,,,342.9925,316.22,,L8
2022-08-09 22:14:46+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,305.77,301.01,338.63,319.65250000000003,321.656,323.7875,335.375,328.9183333333333,328.494,331.8183333333333,331.11400000000003,336.57,340.505,332.58000000000004,328.096,335.665,327.36666666666673,332.6533333333333,341.7875,336.625,333.514,335.532,345.78499999999997,343.46799999999996,348.28,359.66400000000004,361.17600000000004,359.89399999999995,360.62500000000006,365.056,368.45399999999995,368.226,364.548,362.9225,361.5625,355.86249999999995,357.77,356.36,352.9666666666667,349.35666666666674,329.2675,347.07500000000005,347.36,352.18,,321.27,,326.62,325.2,,,328.65,336.55333333333334,349.495,339.53,348.92,329.02,331.91999999999996,323.02599999999995,300.206,333.0266666666667,328.54,336.39000000000004,326.8066666666667,341.39500000000004,313.445,337.0233333333333,358.7025,327.77750000000003,346.4166666666667,320.34625,286.4481818181818,285.156,321.11833333333334,325.6383333333333,314.6925,337.12,339.43999999999994,342.145,341.5166666666667,363.52333333333337,356.28666666666663,366.07750000000004,363.32599999999996,365.1,360.496,76.91499999999999,341.32,,,346.03714285714284,313.69000000000005,,L9
2022-08-24 22:21:19+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,305.77,301.01,338.63,319.65250000000003,321.656,323.7875,334.152,326.662,327.1875,330.37600000000003,331.11400000000003,336.57,338.48333333333335,330.6925,325.1275,335.665,327.36666666666673,332.6533333333333,338.94666666666666,334.716,331.3225,336.81600000000003,346.78999999999996,342.23499999999996,347.505,359.725,361.904,360.956,361.7766666666667,365.815,368.7724999999999,368.74499999999995,365.53,363.2066666666667,362.3733333333333,356.29999999999995,358.28,356.31,353.5200000000001,348.375,322.16,346.895,345.89,,,321.27,,326.62,325.2,,,328.65,324.71,349.495,339.53,348.92,329.02,329.555,321.4549999999999,300.45250000000004,331.536,328.54,336.39000000000004,326.8066666666667,333.8466666666667,313.445,337.0233333333333,358.12999999999994,317.1366666666667,343.9440000000001,318.37857142857143,286.76181818181817,286.116,318.24,322.38800000000003,305.78666666666663,336.3,338.17,340.25,340.115,364.38000000000005,356.57166666666666,367.24,364.61199999999997,366.196,361.338,76.91499999999999,342.2625,,,347.80000000000007,313.69000000000005,,L8
2022-08-25 22:14:50+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,305.77,301.01,338.63,319.65250000000003,321.656,323.7875,334.152,326.662,327.1875,330.37600000000003,331.11400000000003,336.57,338.48333333333335,330.6925,325.1275,335.665,327.36666666666673,332.6533333333333,338.94666666666666,334.716,331.3225,336.81600000000003,346.78999999999996,342.23499999999996,347.505,359.725,362.1816666666667,361.065,361.7766666666667,365.815,368.7724999999999,368.74499999999995,365.53,363.2066666666667,362.3733333333333,356.29999999999995,358.28,356.31,353.5200000000001,348.375,322.16,346.895,345.89,,,321.27,,326.62,325.2,,,328.65,324.71,349.495,339.53,348.92,329.02,329.555,321.4549999999999,300.45250000000004,331.536,328.54,336.39000000000004,326.8066666666667,333.8466666666667,313.445,337.0233333333333,358.12999999999994,317.1366666666667,343.9440000000001,318.37857142857143,287.2341666666667,291.5883333333333,318.24,322.38800000000003,305.78666666666663,336.3,338.17,340.25,340.115,364.38000000000005,356.57166666666666,367.38,365.56,366.155,361.51666666666665,76.91499999999999,342.3066666666667,,,347.58625,316.82,,L9
2022-09-09 22:21:23+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,305.77,301.01,338.63,319.65250000000003,321.656,323.7875,334.152,326.662,325.5166666666667,330.37600000000003,331.11400000000003,336.57,338.48333333333335,330.6925,325.1275,332.48,327.36666666666673,332.6533333333333,338.94666666666666,332.515,328.15333333333336,337.11,346.78999999999996,339.92999999999995,347.505,360.5066666666667,362.945,362.12399999999997,364.4200000000001,366.8233333333333,369.77333333333326,369.7666666666666,367.27,364.6350000000001,364.69,357.3399999999999,361.76,,355.43,349.47,309.4,347.8,,,,321.27,,326.62,325.2,,,328.65,324.71,349.495,339.53,348.92,329.02,326.5733333333333,320.3299999999999,302.1366666666667,329.7525,328.54,336.39000000000004,326.8066666666667,333.8466666666667,313.445,337.0233333333333,358.12999999999994,317.1366666666667,343.9440000000001,315.68833333333333,287.68,298.1266666666667,318.24,318.59749999999997,289.4649999999999,,,,337.55,365.65250000000003,356.97,367.944,366.5416666666667,367.36999999999995,362.07166666666666,76.91499999999999,343.4666666666667,,,348.515,316.82,,L8
2022-09-10 22:14:51+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,305.77,301.01,338.63,319.65250000000003,321.656,327.312,334.152,326.662,325.5166666666667,330.37600000000003,331.11400000000003,336.57,338.48333333333335,330.6925,325.1275,332.48,327.36666666666673,332.6533333333333,338.94666666666666,332.515,328.15333333333336,337.796,346.78999999999996,339.92999999999995,347.505,361.115,362.6385714285715,361.4783333333333,364.4200000000001,366.8233333333333,369.77333333333326,369.7666666666666,367.27,364.6350000000001,364.69,357.3399999999999,361.76,,355.43,349.47,309.4,347.8,,,,321.27,,326.62,325.2,,,328.65,324.71,349.495,339.53,348.92,329.02,326.5733333333333,320.3299999999999,297.4925,329.7525,328.54,336.39000000000004,326.8066666666667,333.8466666666667,313.445,337.0233333333333,358.12999999999994,317.1366666666667,343.9440000000001,315.68833333333333,288.15846153846155,300.34285714285716,318.24,318.59749999999997,289.4649999999999,,,,337.55,364.92999999999995,357.36857142857144,367.35833333333335,366.6471428571428,367.09857142857146,361.79571428571427,76.91499999999999,342.94300000000004,,,347.92,316.82,,L9
2022-10-19 22:21:14+00:00,290.98,314.08,327.49,324.53,333.56,326.87,327.87,305.77,301.01,338.63,319.65250000000003,321.656,327.312,334.152,326.662,325.5166666666667,327.87,331.11400000000003,334.32,338.48333333333335,327.07399999999996,322.838,325.635,318.46500000000003,330.3425,338.94666666666666,332.515,328.15333333333336,337.796,346.78999999999996,333.57499999999993,344.3566666666666,361.115,362.66833333333335,361.37,364.4200000000001,366.48,370.0849999999999,369.9899999999999,367.515,364.06,365.21,356.61,361.76,,355.43,349.47,299.86333333333334,335.07,,,,321.27,,326.62,325.2,,,328.65,324.71,349.495,339.53,340.805,329.02,320.95500000000004,320.3299999999999,296.91,329.7525,327.6825,335.34000000000003,328.795,333.975,319.62333333333333,334.8825,358.12999999999994,312.855,340.4583333333333,307.4783333333333,286.4476923076923,300.34285714285716,313.52750000000003,318.59749999999997,289.4649999999999,,,,337.55,365.0125,356.02,367.35833333333335,366.6471428571428,367.09857142857146,361.68499999999995,76.91499999999999,343.38,,,348.2575,316.82,,L9
2023-02-24 22:21:03+00:00,,,,,,,346.03,343.64,344.62,338.48,333.68,333.77,340.095,340.22,338.31,332.41,326.85,337.77,331.96500000000003,345.56,326.855,326.485,330.05,317.725,336.295,349.86,343.5,341.55,337.82500000000005,344.59,349.93,352.96,360.725,360.99,359.06,359.87,,367.99,,364.41,362.55,362.21,356.06,357.21,356.49,351.89,350.67,314.805,322.34,345.14,,,,,,,,,,,,,332.69,,304.1,,289.03999999999996,,325.11,332.19,334.76,334.36,331.98,328.46,,300.01,323.03,311.41499999999996,285.945,313.05,328.89,330.47,329.93,327.42,334.82,337.65,340.03,360.875,360.4866666666667,364.8866666666666,366.45,364.50666666666666,360.42,,338.74666666666667,,,343.0466666666666,,,L9
2023-02-25 22:14:39+00:00,,,,,,,346.78,344.605,345.74,339.53,334.26,335.385,340.5833333333333,340.87,339.775,332.75,331.2866666666667,337.88,335.31,345.28499999999997,331.57666666666665,326.485,334.25666666666666,317.725,341.0133333333333,349.86,343.65999999999997,342.125,336.73333333333335,344.91999999999996,349.73,352.79499999999996,360.3966666666667,361.4425,359.1433333333334,359.72,,368.145,,363.56500000000005,363.11,362.26,358.19,359.115,357.315,352.105,349.53499999999997,314.805,322.34,345.14,,,,,,,,,,,,,332.69,,304.1,,290.2966666666667,,325.11,332.19,334.76,334.36,331.98,328.46,,300.01,323.03,319.3433333333333,286.852,312.765,329.135,331.045,330.905,328.595,335.36,339.22,341.18499999999995,360.87999999999994,361.0625,364.97,365.88,364.1225,361.0025,,338.19500000000005,,,343.005,,,L8
2023-04-14 22:14:09+00:00,,,,,,,346.78,344.605,345.74,339.53,334.2266666666667,335.95666666666665,340.9133333333333,340.8,340.54,332.92,333.28499999999997,337.3833333333333,336.9875,346.02,331.57666666666665,331.71333333333337,336.625,317.725,343.2125,350.62,344.32,341.58,335.72,345.6066666666666,350.1433333333334,352.72666666666663,360.53999999999996,358.82333333333327,357.00333333333333,357.69666666666666,,368.145,,363.56500000000005,363.46000000000004,362.3866666666666,358.0733333333333,359.74666666666667,357.81,352.5133333333333,348.18,325.77,334.315,345.14,,,,,,,,,,,361.38,,332.69,,304.1,,295.27,,325.11,332.19,334.76,334.36,331.98,328.46,361.27,300.01,323.03,323.775,284.6425,312.7033333333334,331.08,331.9666666666667,332.49666666666667,329.8433333333333,336.92,340.28333333333336,342.70666666666665,359.74,360.6433333333334,363.80999999999995,364.7333333333333,363.42333333333335,361.0566666666667,,336.5566666666667,,,342.93333333333334,,,L8
2023-04-29 22:20:31+00:00,,,,,,,346.78,344.605,345.74,339.53,334.2266666666667,336.92,341.95,341.77750000000003,340.81,334.83,339.43,338.37,342.0375,347.3175,341.065,342.0566666666667,343.97,347.0,350.71,350.78000000000003,345.4875,342.355,337.5675,346.7375,351.27,353.935,361.2625,358.235,356.88,358.0375,366.98,368.145,,363.56500000000005,364.3775,363.145,358.36,360.41999999999996,358.47,353.1675,348.525,348.55,346.36,345.335,,,,,,,,,,,362.23,,,,,,297.0725,,,,,,,,361.27,,,336.47749999999996,290.84749999999997,314.6675,332.2075,333.195,333.5025,330.59749999999997,337.8025,341.26750000000004,343.78,360.505,360.5825,364.5675,366.255,364.85249999999996,361.785,,337.7375,,,343.7175,,,L9
2023-05-24 22:14:04+00:00,,,,,,,346.78,344.605,345.74,339.53,334.2266666666667,330.716,334.964,339.12399999999997,336.194,331.866,334.6,334.876,338.894,344.086,331.9433333333333,334.655,339.884,339.12,344.96,344.1025,339.358,335.356,337.5675,346.7375,351.27,353.935,361.2625,358.235,356.88,358.0375,366.98,368.145,,363.56500000000005,364.3775,363.145,358.36,360.41999999999996,358.47,353.1675,348.525,341.91,335.91333333333336,333.0566666666667,316.66,,326.36,339.08,331.88,344.19,337.85,,332.14,323.33,350.44,338.69,,327.7,297.53,295.39,297.0725,324.61,323.72,310.29,317.79,335.05,341.73,340.87,328.41499999999996,334.96,323.89,336.47749999999996,286.1,314.6675,326.12600000000003,327.156,327.846,327.51,335.194,338.194,341.78,360.505,360.5825,364.5675,366.255,364.85249999999996,361.785,,337.7375,,,343.7175,,,L9
