dates,nzd0121-0001,nzd0121-0002,nzd0121-0003,nzd0121-0062,nzd0121-0063,nzd0121-0065,nzd0121-0090,nzd0121-0091,nzd0121-0092,nzd0121-0101,nzd0121-0102,nzd0121-0103,nzd0121-0104,nzd0121-0140,nzd0121-0141,nzd0121-0142,nzd0121-0143,nzd0121-0144,nzd0121-0145,nzd0121-0146,nzd0121-0147,nzd0121-0148,nzd0121-0149,nzd0121-0150,nzd0121-0151,nzd0121-0152,nzd0121-0153,nzd0121-0154,nzd0121-0155,nzd0121-0156,nzd0121-0157,nzd0121-0158,nzd0121-0159,nzd0121-0160,nzd0121-0161,nzd0121-0162,nzd0121-0004,nzd0121-0005,nzd0121-0006,nzd0121-0007,nzd0121-0008,nzd0121-0011,nzd0121-0012,nzd0121-0013,nzd0121-0014,nzd0121-0015,nzd0121-0020,nzd0121-0021,nzd0121-0024,nzd0121-0025,nzd0121-0026,nzd0121-0057,nzd0121-0058,nzd0121-0059,nzd0121-0060,nzd0121-0064,nzd0121-0073,nzd0121-0074,nzd0121-0075,nzd0121-0084,nzd0121-0085,nzd0121-0086,nzd0121-0087,nzd0121-0088,nzd0121-0114,nzd0121-0115,nzd0121-0116,nzd0121-0117,nzd0121-0118,nzd0121-0119,nzd0121-0120,nzd0121-0121,nzd0121-0122,nzd0121-0123,nzd0121-0124,nzd0121-0130,nzd0121-0131,nzd0121-0132,nzd0121-0133,nzd0121-0134,nzd0121-0135,nzd0121-0136,nzd0121-0137,nzd0121-0009,nzd0121-0128,nzd0121-0129,nzd0121-0138,nzd0121-0139,nzd0121-0010,nzd0121-0076,nzd0121-0077,nzd0121-0078,nzd0121-0083,nzd0121-0089,nzd0121-0105,nzd0121-0106,nzd0121-0112,nzd0121-0113,nzd0121-0125,nzd0121-0126,nzd0121-0127,nzd0121-0070,nzd0121-0071,nzd0121-0072,nzd0121-0079,nzd0121-0080,nzd0121-0081,nzd0121-0082,nzd0121-0163,nzd0121-0164,nzd0121-0165,nzd0121-0166,nzd0121-0167,nzd0121-0168,nzd0121-0169,nzd0121-0170,nzd0121-0171,nzd0121-0172,nzd0121-0173,nzd0121-0016,nzd0121-0019,nzd0121-0022,nzd0121-0066,nzd0121-0067,nzd0121-0068,nzd0121-0176,nzd0121-0177,nzd0121-0178,nzd0121-0017,nzd0121-0094,nzd0121-0095,nzd0121-0096,nzd0121-0097,nzd0121-0098,nzd0121-0099,nzd0121-0174,nzd0121-0175,nzd0121-0040,nzd0121-0044,nzd0121-0045,nzd0121-0046,nzd0121-0061,nzd0121-0093,nzd0121-0107,nzd0121-0108,nzd0121-0109,nzd0121-0110,nzd0121-0023,nzd0121-0055,nzd0121-0056,nzd0121-0069,nzd0121-0179,nzd0121-0100,nzd0121-0027,nzd0121-0028,nzd0121-0111,nzd0121-0030,nzd0121-0043,nzd0121-0048,nzd0121-0049,nzd0121-0050,nzd0121-0051,nzd0121-0052,nzd0121-0053,nzd0121-0054,satname
2014-03-20 22:12:13+00:00,,,,,,,,,,,,,,63.85666666666666,67.53,73.55,77.41000000000001,80.23333333333333,92.63666666666666,93.17666666666666,94.38,101.07666666666667,100.69333333333333,105.35333333333334,113.05333333333333,122.175,70.81,143.89,158.95666666666668,155.74333333333334,161.22666666666666,112.45666666666666,142.93,151.7275,194.54666666666665,131.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.25,132.46,160.01,156.37,,,,,,,65.28,,60.144999999999996,,,,,,,,,,,,,,,,,,,,,120.31,148.94000000000003,166.04,140.29,147.12,184.25333333333333,220.55,189.56000000000003,180.11,168.41,154.9766666666667,,,,,,,206.04,168.23000000000002,189.04999999999998,,,,,,,,177.99666666666667,187.5,,,,,,,,,,,,,,,193.56333333333336,,,,,,,,,,,,,,L8
2014-10-14 22:12:02+00:00,,,,,,,,,,,,,,60.02,66.19,72.26,77.09,80.99,,,,172.68,117.5,122.19,125.8,132.42,,137.47,142.35,146.17,157.59,,,,196.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.68,210.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2014-12-01 22:12:00+00:00,,,,,,,,,,,,,,60.02,66.19,72.26,77.09,80.99,,,,172.68,117.5,122.19,125.8,132.42,60.11,137.47,142.35,146.17,157.59,101.2,117.01,121.72,196.29,123.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.68,210.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.72,,,,,,,,,,,120.85,144.22,157.39,142.04,148.71,172.13,183.33,173.24,177.01,168.97,152.13,,,,,,,203.84,200.05,182.23,,,,,,,,161.67,171.68,,,,,,,,,,,,,,,201.13,,,,,,,,,,,,,,L8
2015-04-24 22:11:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,60.11,,,,,101.155,115.725,123.25999999999999,,125.71000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.445,145.19,161.445,141.565,147.91000000000003,170.19,177.075,171.735,175.365,167.95499999999998,151.86,,,,,,,204.37,197.28500000000003,182.82,,,,,,,,167.45499999999998,180.97500000000002,,,,,,,,,,,,,,,190.405,,,,,,,,,,,,,,L8
2015-07-29 22:11:25+00:00,,,,4.67,77.03,,313.65,,,,236.73,193.41,203.05,62.14,68.33,71.47,,105.27,125.06,119.06,114.09,135.62,145.37,117.34,123.67,131.9,,142.72,148.17,158.69,165.25,101.11,114.44,124.8,192.8,127.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.04,146.16,165.5,141.09,147.11,168.25,170.82,170.23,173.72,166.94,151.59,,,,,,,204.9,194.52,183.41,,,,,,,,173.24,190.27,,,,,,,,,,,,,,,179.68,,,,,,,,,,,,,,L8
2016-01-21 22:11:54+00:00,,,,4.67,77.03,,313.65,,,,236.73,193.41,203.05,62.14,68.33,71.47,,105.27,125.06,119.06,114.09,135.62,145.37,117.34,123.67,131.9,64.36,142.72,110.07499999999999,129.825,123.595,102.06,123.12,127.6,156.72500000000002,126.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.34,146.87,161.06,143.93,148.19,170.74,177.71,171.59,176.75,170.97,156.28,,,,,,,203.6,197.67,181.84,,,,,,,,176.85,185.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2016-04-26 22:11:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,64.755,,76.33500000000001,101.38999999999999,88.945,105.985,123.83000000000001,128.54,125.955,129.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.09,148.5,164.3,144.15,150.20999999999998,184.68,190.97500000000002,191.32,176.18,170.475,157.83499999999998,,,,,,,207.86,207.555,184.41,,,,,,,,177.66,189.825,,,,,,,,,,,,,,,201.79,,,,,,,,,,,,,,L8
2016-08-16 22:11:53+00:00,,,,,,,,,,,,,,85.45,,,,,,,,102.81,,84.18,93.45,96.34,84.45,134.45,93.85,108.04499999999999,111.025,128.75,137.445,140.42000000000002,148.815,132.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.73,195.28,199.85,,131.5,,,,,169.01,137.64,127.49,,112.16,74.7,,,,,77.47,,,,,,,,,,,,,,,,,,,,,128.84,169.36,182.41,144.37,152.23,198.62,204.24,211.05,175.61,169.98,159.39,,,,,,,212.12,217.44,186.98,,,,,,,,178.47,193.88,,,,,,,,,,,,,,,201.79,241.35,,,,,,,,,,,,,L8
2018-02-11 22:11:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,51.42,65.01,77.81,71.7,99.77,85.07,107.37,125.54,129.04,,129.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.74,148.83,164.85,148.79,189.06,205.78,213.09,214.22,204.71,217.83,209.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-03-31 22:11:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,111.2,83.15,57.010000000000005,66.235,73.785,71.7,96.4,82.755,103.875,119.43,121.225,146.76,128.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.47500000000002,151.09,167.01,147.485,171.595,203.735,212.885,213.265,207.06,218.195,212.78,,,,,,,248.99,209.3,,,,,,,,,182.29,196.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L8
2018-05-02 22:10:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,111.2,83.15,56.48333333333333,67.25666666666666,76.24333333333334,73.94,98.94666666666667,89.00666666666666,106.05,122.25666666666666,124.40333333333332,141.46499999999997,129.85333333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.50333333333333,151.52333333333334,167.26999999999998,146.92999999999998,165.69333333333333,201.08333333333334,209.95333333333335,211.9466666666667,206.61,218.12333333333333,214.13666666666666,,,,,,,230.36,215.325,191.04,,,,,,,,182.595,195.78,,,,,,,,,,,,,,,206.93,,,,,,,,,,,,,,L8
2018-10-25 22:11:42+00:00,,,,,,,,,,,,,,,,112.04,,,147.18,,146.05,,170.72,,,55.43,69.3,81.16,76.18,104.04,101.51,110.4,127.91,130.76,136.17,133.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.7,193.64,125.99,,,,,,79.56,,141.85,99.84,106.43,109.03,113.13,104.72,,77.14,81.17,114.97,108.67,,,,,,,,,,,,,66.2,,,,,,,,133.56,152.39,167.79,145.82,153.89,195.78,204.09,209.31,205.71,217.98,216.85,,,,,,,211.73,221.35,191.04,,,,,,,,182.9,195.51,,,,,,,,,217.95,210.18,,,,,206.93,,,,218.83,7.67,,,,,,,,,L8
2019-02-14 22:11:33+00:00,,,,,,,,,,,,,,,,112.04,,,147.18,,146.05,,124.12,83.85,89.37,68.51,72.52,93.91,78.82,112.57,98.23,119.48,133.75,135.37,132.14,136.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.7,193.64,125.99,,,,,,79.56,,141.85,99.84,106.43,109.03,113.13,104.72,,77.14,81.17,114.97,108.67,,,,,,,,,,,,,66.2,,,,,,,,144.51,158.67,170.75,163.48,193.67,206.49,212.84,217.82,211.7,221.33,217.58,,,,,,,247.27,240.09,193.75,,,,,,,,,196.53,,,,,,,,,217.95,210.18,,,,,213.27,,,,218.83,7.67,,,,,,,,,L8
2019-03-02 22:11:29+00:00,,,,,,,,,,,,,,,,112.04,,,147.18,,146.05,,107.91666666666667,82.77,89.485,65.65,71.955,91.185,77.91999999999999,111.25,96.89500000000001,118.76,132.315,135.10000000000002,125.48499999999999,135.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.7,193.64,125.99,,,,,,79.56,,141.85,99.84,106.43,109.03,113.13,104.72,,77.14,81.17,114.97,108.67,,,,,,,,,,,,,66.2,,,,,,,,141.47,158.325,169.91,159.83499999999998,193.52499999999998,204.56,212.185,216.5,210.175,219.81,216.60000000000002,,,,,,,232.29000000000002,235.875,192.20999999999998,,,,,,,,186.54,196.03,,,,,,,,,217.95,210.18,,,,,213.11,,,,218.83,7.67,,,,,,,,,L8
2019-04-19 22:11:14+00:00,,,,,,,,225.17,223.55,,,,,,,112.04,,,147.18,,146.05,,107.91666666666667,82.77,89.485,65.65,71.955,91.185,77.91999999999999,111.25,96.89500000000001,118.76,132.315,135.10000000000002,125.48499999999999,135.675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.7,193.64,142.565,155.71,161.85,164.31,155.24,150.26,79.56,,141.85,99.84,106.43,109.03,113.13,104.72,,100.295,96.265,114.97,108.67,,,,,,,,,,,168.06,148.68,109.54499999999999,,,,,,,,141.47,158.325,169.91,159.83499999999998,193.52499999999998,204.56,212.185,216.5,210.175,219.81,216.60000000000002,,,,,,,232.29000000000002,235.875,192.20999999999998,,,209.09,207.64,209.56,,,186.54,196.03,,,,,,250.21,,,217.95,210.18,,,,,213.11,,,,218.83,7.67,,,,,,,,,L8
2020-02-01 22:11:53+00:00,,,,,,,,,,,,,,,,,,,,,,63.18,74.33,80.81,87.88,78.62,75.01,96.88,77.44,113.25,96.76,121.04,132.14,137.13,126.07,136.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.21,158.92,167.73,163.81,189.64,197.94,204.67,215.68,213.05,221.37,217.04,,,,,,,245.93,240.13,193.48,,,,,,,,239.24,193.91,,,,,,,,,,,,,,,215.2,,,,,,,,,,,,,,L8
2020-07-26 22:11:44+00:00,,,,,,,,,,,,,,73.92,76.25,86.34,,,,,,63.18,74.33,80.81,87.88,78.62,75.01,96.88,77.44,113.25,96.76,121.04,132.14,137.13,126.07,136.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.21,158.92,167.73,163.81,189.64,197.94,204.67,215.68,213.05,221.37,217.04,,,,,,,245.93,240.13,193.48,,,,,,,,239.24,193.91,,,,,,,,,,,,,,,215.2,,,,,,,,,,,,,,L8
2020-08-27 22:11:56+00:00,,,,,,,,,,224.92,185.77,210.99,227.22,72.83500000000001,74.38,86.215,86.01,94.54,,103.65,105.07,,,125.78,130.81,,,,,151.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.56,,,,,,,,263.49,255.36,,,183.39,209.49,,,,,,,,,255.13,,,,,,,,,,,,,,,,,,,,,,,,,266.39,,,270.49,,,,,,,,,,269.45,234.37,,229.36,215.95,,,,,,220.37,,,230.54,,,,,,,,,,L8
2020-12-01 22:12:09+00:00,,,,,,,,,,224.92,185.77,210.99,227.22,72.83500000000001,74.38,86.215,86.01,94.54,,103.65,105.07,59.66,74.44,107.36,110.86,84.76,76.87,94.76,74.79,131.97,96.61,117.89,129.88,133.04,119.46,136.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.56,,,,,,,,263.49,255.36,,,183.39,209.49,,,,,,,,,255.13,,,,138.66,160.13,165.83,156.24,187.18,193.99,197.3,210.02,211.14,221.43,216.63,,,,,,,237.45,237.56,195.54,,266.39,,,270.49,,,236.76,194.22,,,,,,269.45,234.37,,229.36,215.95,,,,,215.61,220.37,,,230.54,,,,,,,,,,L8
2021-01-18 22:11:57+00:00,,,,,,,,,,224.92,185.77,210.99,227.22,72.83500000000001,74.38,86.215,86.01,94.54,,103.65,105.07,59.66,73.13499999999999,98.44,102.87333333333333,78.515,75.775,92.94,74.42500000000001,124.77333333333333,95.845,116.71000000000001,128.68,131.945,119.425,136.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.56,,,,,,,,263.49,255.36,,,183.39,209.49,,,,,,,,,255.13,,,,140.32,159.35,165.54500000000002,156.56,180.51,193.465,196.07,209.135,209.785,221.085,215.99,,,,,,,235.31,235.715,194.54500000000002,,266.39,,,270.49,,,236.505,193.01,,,,,,269.45,234.37,,229.36,215.95,,,,,214.3,220.37,,,230.54,,,,,,,,,,L8
2021-02-19 22:11:51+00:00,,,,,,,,,,224.92,185.77,210.99,227.22,71.75,72.51,86.09,86.01,94.54,,103.65,105.07,60.9,73.59666666666666,94.575,99.4875,77.85333333333334,76.56333333333333,94.28000000000002,76.80666666666667,121.855,96.63333333333333,117.89,129.65,133.60999999999999,121.66333333333334,137.92666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.56,,,,,,,,263.49,255.36,,,183.39,209.49,,,,,,,,,255.13,,,,139.63666666666666,159.64666666666668,166.48,158.32666666666668,181.58666666666667,193.37333333333333,197.47333333333336,209.75333333333333,210.54,221.35666666666668,216.14,,,,,,,239.09,237.20666666666668,195.46666666666667,,266.39,,,270.49,,,237.58333333333334,194.00333333333333,,,,,,269.45,234.37,,229.36,215.95,,,,,215.34666666666666,220.37,,,230.54,,,,,,,,,,L8
2021-05-26 22:11:31+00:00,,,,,,,,,,,,,,,,,,,156.08,,105.1,60.9,73.59666666666666,97.9975,103.8925,77.85333333333334,76.56333333333333,94.28000000000002,76.80666666666667,111.88333333333333,96.63333333333333,117.89,129.65,133.60999999999999,121.66333333333334,137.92666666666665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.68,80.99,79.69,79.48,78.28,80.11,,,,109.99,118.0,,,,,,,,,,,,,,,,,,,,,139.63666666666666,159.64666666666668,166.48,158.32666666666668,181.58666666666667,193.37333333333333,197.47333333333336,209.75333333333333,210.54,221.35666666666668,216.14,,,,,,,239.09,237.20666666666668,195.46666666666667,,,,,,,,237.58333333333334,194.00333333333333,,,,,,,,,,,,,,,215.34666666666666,,,,,,,,,,,,,,L8
2021-07-13 22:11:43+00:00,,,,,,,,,,,,,,74.34,76.68,88.45,89.11,96.54,127.83000000000001,108.31,108.58,62.14,73.175,107.2375,113.60499999999999,74.4,76.41,94.04000000000002,77.815,111.74000000000001,96.64499999999998,117.89000000000001,129.535,133.89499999999998,122.76500000000001,138.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.68,80.99,79.69,79.48,78.28,70.13,,,,86.52,92.745,,,,,,,,,,,,,,,,,,,,,140.125,159.405,166.805,159.37,178.79,193.065,197.56000000000003,209.62,210.24,221.32000000000002,215.89499999999998,,,,,,,239.91,237.03,195.43,,,,,,,,237.995,193.89499999999998,,,,,,,,,,,,,,,215.21499999999997,,,,,,,,,,,,,,L8
2021-10-01 22:12:10+00:00,,,,,,,,,,,,,,74.34,76.68,88.45,89.11,96.54,127.83000000000001,108.31,108.58,67.01,79.06,118.21666666666665,123.97666666666667,94.7,87.81,103.95,90.92,115.44,104.87,123.47,137.13,140.3,141.08,145.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.68,80.99,79.69,79.48,78.28,70.13,,,,86.52,92.745,,,,,,,,,,,,,,,,,,,,,154.69,165.71,189.68,169.97,192.19,201.53,205.32,215.43,220.35,228.83,223.22,,,,,,,252.95,248.32,206.26,,,,,,,,242.01,202.61,,,,,,,,,,,,,,,220.77,,,,,,,,,,,,,,L8
2022-02-14 22:12:01+00:00,,,,,,,,,,,,,,,,,,,,,,62.95,75.68,85.16499999999999,90.425,85.62,83.44,98.215,85.94,112.91,99.9,120.55,134.99,138.05,133.22,142.16000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.315,162.93,177.68,165.61,188.79,196.01999999999998,201.52499999999998,212.97,216.39,226.61,220.025,,,,,,,247.14999999999998,243.18,198.815,,,,,,,,240.58499999999998,198.94,,,,,,,,,,,,,,,216.805,,,,,,,,,,,,,,L9
2022-03-02 22:11:50+00:00,,,,,,,,,,,,,,69.87,73.34,76.08,79.92,86.39,92.88,97.34,99.54,78.06666666666666,88.39,97.10666666666664,101.83666666666666,100.32333333333334,100.06,112.90000000000002,85.94,125.75333333333333,99.9,120.55,134.99,138.05,133.22,142.16000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.88,,,,,,,,,,,,,,,,,,,,,150.315,162.93,177.68,165.61,188.79,207.87,213.59333333333333,212.97,216.39,226.61,220.025,,,,,,,247.14999999999998,243.18,198.815,,,,,,,,240.58499999999998,198.94,,,,,,,,,,,,,,,216.805,,,,,,,,,,,,,,L9
2022-05-05 22:11:31+00:00,,,,,,,,,,,,,,87.695,88.885,90.215,97.42500000000001,103.00999999999999,102.565,109.55000000000001,113.07,100.28333333333335,107.76666666666667,117.41666666666667,120.67,118.84666666666668,123.25,132.22,80.96,145.32,94.93,117.63,132.85,135.8,125.36,139.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.13,60.88,61.93,80.55,82.38,85.7,,,,89.4,77.385,,,,,,,,,,,,,,,,,,,,,145.94,160.15,165.68,161.25,185.39,211.04000000000002,217.73,210.51,212.43,224.39,216.83,,,,,,,241.35,238.04,191.37,,,,,,,,239.16,195.27,,,,,,,,,,,,,,,212.84,,,,,,,,,,,,,,L9
2022-06-22 22:11:38+00:00,,,,,,,,,,,,,,85.45,87.76,90.25666666666666,96.10666666666667,102.21,102.98333333333333,108.70333333333333,112.39666666666666,105.17250000000001,112.405,120.3125,124.23249999999999,124.04,129.405,137.25,80.96,150.105,94.93,117.63,132.85,135.8,125.36,139.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.13,52.735,54.465,66.815,71.07,75.84,,,,78.86500000000001,76.72333333333334,,,,,,,,,,,,,,,,,,,,,145.94,160.15,165.68,161.25,185.39,211.04000000000002,217.73,210.51,212.43,224.39,216.83,,,,,,,241.35,238.04,191.37,,,,,,,,239.16,195.27,,,,,,,,,,,,,,,212.84,,,,,,,,,,,,,,L9
2022-09-10 22:12:03+00:00,,,,,,,,,,,,,,93.24000000000001,94.97000000000001,97.345,104.19999999999999,110.12,108.035,114.385,118.82499999999999,105.43,112.17,120.58666666666666,124.30333333333333,125.96333333333332,129.70000000000002,136.97333333333333,83.62,149.83333333333334,101.41,118.18,132.77,139.6,135.67,142.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.13,52.735,54.465,66.815,71.07,75.84,,,,78.86500000000001,84.14500000000001,,,,,,,,,,,,,,,,,,,,,146.39,171.04,191.45,166.08,188.32,194.91,204.35,213.53,218.56,226.68,222.29,,,,,,,252.03,245.86,200.77,,,,,,,,241.22,199.35,,,,,,,,,,,,,,,236.36,,,,,,,,,,,,,,L9
2023-02-25 22:11:52+00:00,,,,,,,,,,,,,,,,,,,,,,62.535,73.475,81.91999999999999,87.775,86.965,84.805,97.68,86.66,111.635,103.295,120.61500000000001,132.72500000000002,139.495,135.44,143.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.58999999999997,167.16,184.565,166.66000000000003,187.745,194.62,202.305,212.20499999999998,217.8,225.825,220.805,,,,,,,250.31,245.35000000000002,201.715,,,,,,,,240.595,216.715,,,,,,,,,,,,,,,228.185,,,,,,,,,,,,,,L8
2023-03-13 22:11:47+00:00,,,,,,,,,,,,,,,,,,,,,,63.605000000000004,74.735,81.96499999999999,88.005,86.825,86.76,99.445,90.99000000000001,112.76,108.11000000000001,123.57,133.70499999999998,140.14499999999998,137.725,144.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.67000000000002,163.39,176.575,166.98000000000002,188.01999999999998,196.125,201.885,211.575,218.065,226.19,220.12,,,,,,,249.61,245.245,203.76,,,,,,,,240.225,216.305,,,,,,,,,,,,,,,220.13,,,,,,,,,,,,,,L8
2023-05-24 22:11:17+00:00,,,,,,,,,,,223.48,191.0,205.91,77.29,83.33,87.79,91.09,97.51,103.94,106.82,111.36,81.89666666666666,91.81,97.01333333333332,103.57,104.58666666666666,106.95,117.33,113.13,112.76,108.11000000000001,123.57,133.70499999999998,140.14499999999998,137.725,144.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3,86.06,81.68,,,,63.15,,,,66.73,71.18,,,,,,,,,,,,,,,,,,230.63,277.74,252.15,150.67000000000002,163.39,176.575,166.98000000000002,188.01999999999998,196.125,201.885,211.575,218.065,226.19,220.12,,,,,,,249.61,245.245,203.76,,,,,,,,240.225,216.305,,,,,,,,,,,,,,,220.13,,,,,,,,,,,,,,L9
2023-06-09 22:11:12+00:00,,,,,,,,,,,223.48,191.0,205.91,77.29,81.4,86.65,88.89500000000001,96.295,102.15,106.15,107.75,89.92500000000001,99.4575,104.435,110.655,112.465,116.2425,125.7975,119.38,112.45666666666666,112.37666666666667,124.61666666666667,134.23666666666668,141.84333333333333,142.21333333333334,150.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.3,86.06,81.68,,,,63.15,,,,66.73,71.18,,,,,,,,,,,,,,,,,,230.63,277.74,252.15,159.58,167.3033333333333,181.6,173.49,188.85666666666665,204.73333333333335,201.885,221.20333333333335,218.92333333333332,228.11666666666667,225.52999999999997,,,,,,,249.61,245.245,203.76,,,,,,,,242.47666666666666,216.305,,,,,,,,,,,,,,,220.13,,,,,,,,,,,,,,L9
2023-07-27 22:11:26+00:00,,,,,,,,,,,223.48,191.0,205.91,78.73,84.30333333333333,88.10000000000001,91.39333333333333,97.58333333333333,102.7,107.24333333333334,110.56666666666666,97.11800000000001,106.29,110.974,117.184,118.93200000000002,123.35,131.84,128.35399999999998,126.535,127.3525,138.3375,147.2975,155.4075,157.6,150.03333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.85,153.5,178.24,192.36,,,122.3,66.32,64.47500000000001,46.95,57.21,65.21,65.67500000000001,,,,68.15,73.16999999999999,,,,,,,,,,,,,,,,,,230.63,277.74,252.15,159.58,167.3033333333333,181.6,173.49,188.85666666666665,204.73333333333335,201.885,221.20333333333335,218.92333333333332,228.11666666666667,225.52999999999997,,,,,,,249.61,245.245,203.76,,,,,,,,242.47666666666666,216.305,,,,,,,,,,,,,,,220.13,,,,,,,,,,,,,,L9
2023-08-28 22:11:44+00:00,,,,,,,,,,,223.48,191.0,205.91,78.73,84.30333333333333,88.10000000000001,91.39333333333333,97.58333333333333,102.7,107.24333333333334,110.56666666666666,105.82750000000001,114.37500000000001,118.395,124.52999999999999,127.18250000000002,132.7475,140.1275,138.01749999999998,131.25666666666666,134.74333333333334,143.43333333333334,160.835,169.2075,174.03499999999997,152.745,,,,,,,,,,,,25.07,33.16,,,,,,,,,,,,,,,,,,,,,,173.85,153.5,178.24,192.36,,,122.3,66.32,64.47500000000001,46.95,57.21,65.21,65.67500000000001,,,,68.15,73.16999999999999,,,,,,,,,,,,,,,,,,230.63,277.74,252.15,163.97500000000002,169.315,183.55999999999997,176.615,189.7,209.935,203.51,226.365,219.865,229.69,228.63499999999996,,,27.64,,,,250.63,245.65,204.86,,,,,,,,243.72999999999996,198.53,,,,,,,,,,,24.05,,,,220.25,,,,,,,,,,,,,,L9
