dates,satname,nzd0521-0000,nzd0521-0010,nzd0521-0011,nzd0521-0012,nzd0521-0013,nzd0521-0014,nzd0521-0015,nzd0521-0016,nzd0521-0026,nzd0521-0027,nzd0521-0028,nzd0521-0029,nzd0521-0030,nzd0521-0031,nzd0521-0032,nzd0521-0033,nzd0521-0034,nzd0521-0035,nzd0521-0036,nzd0521-0037,nzd0521-0038,nzd0521-0039,nzd0521-0041,nzd0521-0042,nzd0521-0043,nzd0521-0044,nzd0521-0045,nzd0521-0046,nzd0521-0047,nzd0521-0048,nzd0521-0049,nzd0521-0050,nzd0521-0051,nzd0521-0052,nzd0521-0053,nzd0521-0054,nzd0521-0055,nzd0521-0056,nzd0521-0057,nzd0521-0058,nzd0521-0059,nzd0521-0060,nzd0521-0061,nzd0521-0062,nzd0521-0063,nzd0521-0064,nzd0521-0065,nzd0521-0069,nzd0521-0070,nzd0521-0071,nzd0521-0078,nzd0521-0079,nzd0521-0080,nzd0521-0081,nzd0521-0082,nzd0521-0083,nzd0521-0084,nzd0521-0085,nzd0521-0086,nzd0521-0087,nzd0521-0089,nzd0521-0090,nzd0521-0091,nzd0521-0092,nzd0521-0093,nzd0521-0094,nzd0521-0095,nzd0521-0096,nzd0521-0097,nzd0521-0098,nzd0521-0099,nzd0521-0100,nzd0521-0066,nzd0521-0067,nzd0521-0068,nzd0521-0072,nzd0521-0073,nzd0521-0074,nzd0521-0075,nzd0521-0076,nzd0521-0077,nzd0521-0001,nzd0521-0020,nzd0521-0021,nzd0521-0022,nzd0521-0023,nzd0521-0003,nzd0521-0004,nzd0521-0005,nzd0521-0006,nzd0521-0007,nzd0521-0008,nzd0521-0009,nzd0521-0017,nzd0521-0018,nzd0521-0019,nzd0521-0025,nzd0521-0040,nzd0521-0088,nzd0521-0002,nzd0521-0024
2004-07-30 21:57:15.668000,L5,,373.20,283.40,326.94,326.24,275.32,,,334.78,356.66,352.73,359.98,342.23,347.92,347.11,332.39,321.61,305.30,324.50,349.72,350.12,349.55,341.87,355.77,359.09,349.50,350.50,350.54,345.34,333.96,326.57,326.23,326.89,336.22,338.60,309.74,297.80,295.39,303.75,322.58,342.90,343.52,340.49,344.35,340.87,333.57,314.87,,,,342.98,359.84,356.31,360.34,383.49,397.52,402.81,401.64,410.76,410.77,406.11,398.18,400.81,399.21,409.08,435.05,457.94,461.17,465.84,460.44,452.85,445.19,,,,,,,,,316.10,,363.53,353.28,335.20,336.76,,,,,,,388.03,,,,325.99,351.17,412.78,,323.09
2004-10-18 21:59:11.702000,L5,,,,,,,,,,,369.05,365.19,360.86,354.29,344.37,336.77,330.44,316.75,333.15,349.47,345.68,343.27,339.26,354.57,352.52,349.21,348.51,348.45,348.12,337.07,329.00,331.58,331.07,345.19,346.33,320.89,310.20,301.74,302.03,326.85,342.09,344.04,340.36,340.42,332.33,333.30,311.17,,,,341.06,359.99,363.10,366.15,387.59,404.07,407.30,408.66,412.02,412.04,404.37,398.06,396.15,403.86,407.08,433.12,458.18,465.40,472.42,466.16,457.17,,,,,,,,,,315.37,,,,,,,,,,,,,,,,,343.97,409.06,,
2005-01-13 22:06:52.927000,L5,,,,,,,,,,,360.27,353.60,346.16,341.65,334.14,324.63,322.03,302.99,316.11,337.11,344.14,351.05,342.69,359.03,356.24,353.21,356.54,353.67,350.37,330.17,315.97,315.90,317.53,325.82,325.83,308.33,288.88,288.89,302.31,332.04,350.83,350.76,348.02,348.65,340.07,336.80,310.83,,,,358.30,362.76,354.41,349.97,371.47,384.23,391.18,393.42,397.41,399.10,407.86,403.04,399.21,407.43,414.25,439.56,458.81,470.51,458.24,452.84,447.24,441.92,,,,,,,,,328.18,,,,,,,,,,,,,,,,,349.05,399.55,,
2005-01-22 22:00:50.292000,L5,,,,,,,,,,,368.25,367.97,362.21,358.14,347.87,339.42,330.63,316.20,336.05,354.70,351.49,343.36,333.43,350.96,349.52,343.75,345.96,345.84,340.15,332.78,329.39,330.68,333.14,341.45,344.55,325.26,314.38,312.10,311.37,323.16,342.42,344.01,342.58,339.13,331.44,329.34,309.31,,,,347.66,353.59,365.36,373.66,391.46,403.47,408.01,410.88,413.15,414.23,399.16,391.80,391.48,392.36,405.56,427.19,451.37,457.89,466.46,464.67,456.75,,294.56,,,,,,,,315.56,,,,,,,,,,,,,,,,,341.08,415.64,,
2005-02-14 22:07:21.106000,L5,,,,,,,,,,,376.19,374.63,357.08,348.65,341.04,331.53,327.66,304.66,324.58,342.64,337.98,339.01,337.99,355.91,350.18,346.86,349.67,352.07,344.17,334.08,327.42,325.84,319.75,328.89,327.81,309.24,294.72,293.77,293.82,321.35,349.36,351.35,345.23,345.63,341.04,337.22,312.98,,,,356.90,363.17,366.48,368.72,373.80,386.73,394.76,396.56,400.75,402.04,390.31,387.48,393.33,404.89,411.38,434.20,452.72,457.31,462.00,461.50,453.52,446.13,295.48,,,,,,,,326.70,,,,,,,,,,,,,,,,,340.17,400.42,,
2005-04-12 22:01:42.862000,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.47,332.76,357.26,357.61,386.98,413.08,429.51,435.00,436.05,426.99,419.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-05-14 22:01:54.308000,L5,,361.14,251.61,,,,274.04,295.37,331.84,284.67,305.62,278.16,311.24,299.48,284.45,279.16,271.96,,266.97,301.53,303.74,306.05,297.53,307.73,310.25,305.80,303.61,,,,,,,,,,,,,284.96,300.65,302.08,270.00,297.60,296.17,290.06,,,,,,302.56,329.10,328.55,339.59,355.42,347.99,353.92,365.32,366.62,303.75,331.88,347.33,355.55,357.84,381.20,404.34,418.17,431.76,429.22,420.80,414.47,,,,,,,,,,,274.85,232.91,314.13,330.64,,334.61,338.45,348.44,354.50,364.78,374.16,344.09,310.94,311.99,334.23,302.08,366.43,,325.76
2005-06-15 22:02:10.206000,L5,,,,,,,,,,,376.83,370.89,360.23,352.83,346.81,337.99,330.04,310.72,334.18,348.77,342.13,347.64,335.82,347.29,344.94,343.74,339.11,343.11,336.80,329.66,329.27,324.13,329.83,342.19,337.79,315.33,309.05,303.23,301.68,328.04,338.04,332.36,334.24,336.98,330.93,327.74,313.78,,,,350.46,356.07,358.98,358.19,372.99,392.71,396.57,398.30,396.32,403.07,386.07,391.62,381.49,387.57,399.32,420.71,435.51,452.75,453.66,452.29,444.58,439.93,295.93,,,,,,,,319.11,,,,,,,,,,,,,,,,,345.98,405.11,,
2005-06-22 22:08:22.866000,L5,,358.64,,,,,278.93,289.23,,,,,,,,,,,,281.18,288.45,301.89,293.08,310.62,299.11,296.80,313.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.33,424.18,424.24,428.48,418.71,410.89,,,,,,,,,,,275.28,322.75,276.49,277.83,,341.14,329.94,352.05,357.60,376.64,372.29,325.76,313.12,290.14,,300.20,,,224.23
2005-08-09 22:08:46.932000,L5,,,,,,,,,,,,386.03,382.23,368.43,362.92,356.77,342.33,326.37,336.22,355.49,352.38,352.05,349.42,348.92,343.13,345.97,349.88,349.25,346.03,334.43,344.51,341.36,336.10,341.86,349.38,325.37,318.56,307.27,290.06,329.32,348.31,349.51,344.03,347.09,349.33,350.92,330.63,,,,350.00,369.81,368.88,374.19,389.56,406.98,405.58,409.53,402.15,407.40,400.12,383.85,387.53,399.71,403.90,423.92,453.11,460.12,465.49,467.72,459.50,,315.76,,,,,,,,332.22,,,,,,,,,,,,,,,,,342.82,404.74,,
2005-08-25 22:08:52.862000,L5,,,,,,,,,,,,386.23,373.06,362.11,354.22,346.33,340.32,315.70,343.50,351.41,347.05,353.46,342.21,354.13,353.58,349.72,353.26,350.46,345.27,336.94,333.15,332.24,336.97,343.06,340.35,325.44,312.22,296.29,302.00,334.60,349.43,349.36,348.60,348.31,348.86,340.88,322.73,,,,358.77,369.07,366.63,360.93,374.89,393.96,396.66,399.29,405.71,403.26,397.16,390.74,388.76,396.94,405.19,424.50,449.49,455.20,458.12,459.53,446.69,441.69,305.34,,,,,,,,331.21,,,,,,,,,,,,,,,,,351.16,405.67,,
2005-09-10 22:08:55.708000,L5,,,,,,,,,,,381.20,376.30,370.51,361.74,350.38,339.65,332.86,310.56,326.43,347.73,343.93,344.02,333.27,347.26,350.84,347.91,351.17,349.12,340.19,337.19,328.78,331.00,338.60,340.30,335.74,313.35,301.19,291.63,297.50,322.04,338.08,342.46,347.33,347.35,345.08,337.89,316.24,,,,350.15,359.90,364.16,369.35,381.52,400.11,396.71,400.51,405.09,403.74,399.65,388.88,388.57,391.12,410.61,427.93,446.93,453.93,459.89,457.35,447.12,,301.37,,,,,,,,322.42,,,,,,,,,,,,,,,,,337.55,403.34,,
2005-11-13 22:09:08.414000,L5,,,,,,,,,,,,,,,,,,,,,351.37,341.11,332.97,342.79,343.72,342.58,343.17,344.86,336.62,330.60,326.60,333.04,331.28,343.33,337.02,303.63,305.72,312.98,306.72,321.41,340.92,341.87,340.88,338.58,331.06,329.39,316.26,,,,344.23,351.78,370.04,374.75,385.64,392.17,398.75,405.32,415.35,413.07,396.40,393.56,391.67,394.07,402.85,426.61,445.17,458.55,,,,,296.98,,,,,,,,315.11,,,,,,,,,,,,,,,,,339.19,414.22,,
2006-02-01 22:11:01.629000,L5,,,,,,,,,,,371.65,372.53,365.69,354.64,348.79,344.02,345.02,319.05,340.48,364.58,351.62,351.49,338.24,351.93,348.74,344.38,350.07,350.97,346.57,344.58,345.84,349.78,344.20,347.01,342.82,324.34,309.50,305.90,302.72,320.14,337.47,336.59,338.18,342.48,336.26,336.22,325.83,,,,348.14,358.43,361.38,364.01,375.16,395.62,405.86,409.68,412.69,411.01,403.85,404.23,399.23,395.35,408.61,427.47,455.14,458.06,464.59,465.98,453.94,439.92,314.81,,,,,,,,315.87,,,,,,,,,,,,,,,,,343.44,413.84,,
2006-02-17 22:11:22.491000,L5,,,,,,,,,,,376.57,375.31,369.75,360.35,350.48,336.09,331.30,311.21,328.71,348.29,346.00,345.45,338.03,347.40,351.39,343.40,347.31,346.64,342.73,332.94,327.71,327.89,331.61,340.11,336.22,322.63,307.39,295.44,299.40,322.64,336.54,341.11,340.35,339.19,334.86,333.86,312.47,,,,353.97,358.02,366.20,365.76,382.98,400.51,399.72,405.89,407.70,407.08,401.41,396.38,392.88,393.75,412.93,433.09,454.50,462.02,466.47,462.40,453.06,,295.85,,,,,,,,318.60,,,,,,,,,,,,,,,,,343.67,409.77,,
2006-04-15 22:06:18.610000,L5,,,,,,,,,,,380.75,378.54,372.85,362.58,352.41,342.28,338.53,322.29,342.19,354.22,350.66,348.66,346.08,355.72,354.18,351.47,351.29,351.69,343.96,339.22,330.13,331.87,333.47,341.41,338.27,331.77,310.18,301.09,304.07,327.21,343.26,345.65,347.20,346.19,344.22,335.97,319.13,,,,363.14,369.39,371.22,374.29,393.28,403.95,405.95,416.05,419.35,418.32,407.36,402.29,398.20,410.65,418.45,438.25,456.41,472.29,477.97,,,,303.52,,,,,,,,334.36,,,,,,,,,,,,,,,,,347.85,423.27,,
2006-04-22 22:12:36.093000,L5,,,,,,,,,,,366.47,369.04,356.70,348.51,341.65,336.41,331.24,315.43,338.44,350.05,350.59,349.20,342.80,350.48,344.61,338.01,340.58,338.51,330.37,326.53,322.06,318.57,323.92,327.63,337.04,319.54,306.26,302.60,303.30,326.57,339.18,345.99,339.61,335.21,332.95,328.76,312.20,,,,346.20,361.43,359.86,362.56,380.27,395.90,398.69,407.91,407.64,408.45,400.81,398.02,393.48,397.72,400.96,413.85,441.50,447.00,449.46,451.34,441.55,435.21,,,,,,,,,312.62,,,,,,,,,,,,,,,,,342.51,412.87,,
2006-06-02 22:07:00.083000,L5,,350.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.47,309.48,339.35,369.99,360.54,360.47,,,,,,,,,378.07,398.97,426.65,413.33,402.64,399.49,,,,,,,,,,,,,,,,328.11,336.45,339.97,347.90,360.87,366.68,,,,,,,,
2006-06-25 22:13:31.961000,L5,,,,,,,,,,,,378.31,371.98,363.16,350.93,350.29,328.69,313.33,332.89,350.03,348.33,346.14,340.67,349.80,347.42,351.64,351.99,353.77,340.66,336.24,333.87,333.54,336.99,343.51,343.83,304.09,311.15,308.86,292.03,322.71,350.89,343.77,349.93,347.38,342.76,348.50,321.57,,,,358.95,366.10,367.80,371.91,394.51,405.78,410.42,407.98,410.31,406.97,398.02,397.08,396.47,393.36,410.26,420.65,445.21,450.07,461.84,464.41,457.39,,308.93,,,,,,,,321.22,,,,,,,,,,,,,,,,,345.16,409.91,,
2006-07-27 22:13:58.731000,L5,,,,,,,,,,,376.97,372.67,374.23,359.55,349.37,335.51,329.53,314.11,326.16,348.93,347.61,350.12,342.63,349.25,350.20,349.02,352.88,347.06,350.51,333.17,329.49,326.46,329.94,335.70,339.86,314.67,308.36,298.15,312.41,328.17,346.11,353.03,350.12,350.77,345.96,336.34,318.44,,,,360.68,371.38,372.89,367.75,389.02,403.88,406.74,407.25,410.72,408.75,399.07,395.71,396.86,406.51,417.54,424.05,440.00,450.83,458.75,458.14,449.88,,312.10,,,,,,,,320.79,,,,,,,,,,,,,,,,,340.97,413.38,,
2006-08-05 22:07:55.109000,L5,,,,,,,,,,,,385.91,375.59,359.95,356.84,346.91,336.30,327.06,343.35,354.45,353.65,345.03,342.36,352.68,349.70,346.01,347.12,353.06,340.97,341.80,336.81,337.38,338.07,340.05,344.02,288.40,318.66,315.27,306.10,337.12,350.53,353.45,349.15,351.48,349.37,340.08,325.72,,,,362.28,364.96,373.45,372.32,390.48,402.39,407.83,407.34,411.93,409.47,399.82,395.73,390.13,392.56,402.48,415.62,438.74,446.46,457.54,452.04,446.13,444.99,309.83,,,,,,,,331.71,,,,,,,,,,,,,,,,,346.33,407.16,,
2006-08-28 22:14:23.601000,L5,,,,,,,,,,,380.91,374.41,373.77,362.81,353.79,346.84,332.79,308.98,320.40,342.60,340.14,336.06,332.36,340.15,342.80,342.95,356.53,354.31,344.76,337.55,335.72,334.99,335.34,345.13,343.75,321.81,292.39,295.17,295.63,322.62,341.90,344.42,337.87,343.06,350.09,344.37,323.76,,,,365.23,371.15,375.93,378.60,396.46,409.33,410.53,412.46,403.56,399.97,397.70,387.35,387.26,388.55,394.31,423.65,444.53,453.76,460.49,459.30,457.98,,305.88,,,,,,,,309.88,,,,,,,,,,,,,,,,,335.50,400.50,,
2006-09-13 22:14:35.259000,L5,,,,,,,,,,,376.19,374.55,368.99,349.29,342.19,333.06,332.09,311.47,321.72,340.95,338.85,334.57,342.84,354.08,352.71,350.28,353.13,349.66,346.91,335.51,332.29,335.47,325.99,328.37,322.81,310.00,288.50,297.96,289.68,315.81,346.72,354.23,354.24,355.23,349.40,345.38,325.80,,,,363.36,374.26,374.56,372.46,377.36,383.74,392.28,392.80,398.63,396.38,390.20,385.96,389.68,396.51,405.01,416.57,433.61,446.15,455.55,452.77,445.81,434.69,309.99,,,,,,,,341.17,,,,,,,,,,,,,,,,,333.95,397.65,,
2006-10-08 22:08:40.914000,L5,,,,,,,,,,,374.14,368.39,359.16,355.26,350.28,340.70,335.48,317.96,336.26,353.78,351.92,349.25,344.79,353.30,349.02,344.79,344.63,344.84,340.48,331.56,327.53,324.42,326.83,338.71,339.45,321.27,309.78,310.82,309.74,336.04,353.44,352.61,347.13,346.63,338.69,335.32,316.84,,,,,,,,400.05,407.20,408.74,411.01,415.20,414.60,409.93,405.14,405.54,398.41,402.89,415.18,431.20,441.08,445.88,449.68,444.41,442.18,299.42,,,,,,,,,,,,,,,,,,,,,,,,,347.44,418.95,,
2006-10-31 22:15:04.884000,L5,,,,,,,,,,361.41,358.04,352.00,345.71,344.95,348.52,338.66,331.28,323.35,337.01,355.71,356.09,359.05,347.02,344.06,341.37,341.18,342.00,341.86,338.88,326.90,321.74,322.32,341.26,354.68,354.06,345.03,339.56,345.17,344.78,364.95,376.04,376.66,365.43,355.45,346.90,347.11,334.42,337.41,,,363.12,369.11,370.53,370.39,401.87,,,,,,424.49,423.53,413.02,397.62,413.84,433.99,435.84,449.03,459.36,466.49,,,319.20,343.23,351.30,,,,,,332.94,,,,,,,,,,,,,,,,,352.65,433.50,,
2006-11-25 22:09:07.763000,L5,,,,,,,,,,,374.70,375.23,365.53,358.03,350.85,334.47,328.26,308.47,323.30,341.78,341.78,342.97,335.53,347.40,355.37,352.93,357.09,355.21,351.95,338.41,334.56,332.74,335.80,340.60,330.53,311.57,291.24,294.76,293.98,322.13,340.43,343.09,352.56,354.63,348.79,344.43,322.35,,,,363.47,372.79,373.41,377.67,393.24,402.37,404.79,404.38,409.46,407.28,401.67,394.77,393.24,394.50,413.53,429.55,438.62,446.90,453.80,453.64,451.33,444.93,307.16,,,,,,,,340.47,,,,,,,,,,,,,,,,,341.46,404.94,,
2007-01-03 22:15:37.058000,L5,,382.85,307.78,351.73,363.07,389.34,,,,,358.33,356.70,352.05,342.11,337.31,328.73,319.86,302.54,319.02,348.37,348.69,347.13,337.46,353.93,352.06,352.64,357.23,356.76,292.61,,,,,,,295.56,291.38,294.20,298.02,320.30,337.57,343.44,336.91,338.21,265.44,267.54,,,,,,,340.21,359.26,376.62,390.63,394.60,396.28,372.95,342.54,347.96,,331.21,342.70,404.18,414.41,402.10,406.80,386.42,439.86,442.16,441.70,,,,,,,,,,,,,,,,368.82,365.47,372.30,372.14,375.96,379.68,,,,,346.80,348.69,,
2007-09-09 22:07:45.163000,L5,,,,,,,,,,,364.04,365.64,353.92,344.73,340.78,330.98,327.45,306.28,328.02,346.10,347.16,343.66,340.67,352.88,351.06,344.80,346.06,347.29,340.01,328.79,331.64,323.13,324.13,328.08,326.08,305.02,293.69,301.20,299.79,326.63,345.79,345.62,346.93,342.38,336.46,334.88,310.17,,,,350.06,360.26,359.58,364.28,378.48,396.01,400.94,405.77,411.99,407.27,408.88,398.10,400.35,397.99,404.76,414.81,414.88,428.96,426.62,434.74,432.02,413.63,295.01,,,,,,,,,,,,,,,,,,,,,,,,,344.62,408.44,,
2007-10-02 22:13:42.645000,L5,,381.60,284.77,324.88,280.29,,,291.02,,,,,,,,,,,,,,,,,,,,,262.38,323.43,315.71,301.34,309.92,320.85,316.94,274.60,275.30,271.08,277.45,309.66,322.97,331.91,337.26,336.28,332.90,329.49,303.69,,,,328.57,318.08,356.24,366.53,391.30,393.27,390.33,392.30,399.40,397.74,397.51,392.36,394.16,389.57,409.25,417.11,375.07,,448.66,437.64,431.42,416.25,,,,,,,,,,,,336.46,292.22,251.57,,,359.46,362.59,375.05,343.09,345.39,348.97,320.96,,,,399.88,,
2008-11-14 21:57:52.281000,L5,,,,,,,,,,,367.08,364.46,359.85,352.26,338.21,328.85,325.06,306.07,321.58,344.14,346.42,346.75,341.05,354.47,355.44,350.51,355.33,353.64,350.05,335.82,330.79,333.35,326.62,334.81,335.21,316.80,294.42,296.80,298.16,323.02,344.63,350.73,353.27,352.29,348.39,341.49,318.17,,,,360.74,372.01,373.21,372.77,387.80,394.40,400.48,403.38,405.40,402.21,396.25,391.33,391.12,394.22,406.83,417.24,431.40,438.30,444.20,450.47,444.67,432.81,302.97,,,,,,,,319.59,,,,,,,,,,,,,,,,,345.51,403.77,,
2008-12-23 22:05:16.170000,L5,,,,,,,,,,,370.41,369.09,365.78,358.12,346.85,337.70,332.32,313.37,331.92,354.94,353.59,344.10,339.77,350.62,349.23,345.54,346.82,346.63,340.06,339.57,334.71,336.87,336.95,346.95,345.19,326.68,311.07,308.77,305.76,323.74,342.69,345.97,344.89,345.46,338.40,334.84,319.17,,,,356.23,363.48,378.77,378.24,396.94,406.58,410.93,411.69,413.35,412.97,396.76,391.34,386.47,390.70,397.96,409.50,423.43,437.53,447.20,450.66,448.28,437.64,306.10,,,,,,,,310.36,,,,,,,,,,,,,,,,,343.82,413.55,,
2009-01-17 21:59:44.398000,L5,,,,,,,,,,,,,,283.63,344.38,330.79,316.42,306.08,316.18,344.38,346.48,344.85,338.68,355.42,355.81,359.58,361.08,352.79,342.04,334.13,328.10,328.18,326.42,337.36,336.52,320.16,310.54,312.90,310.66,338.39,351.54,352.19,356.54,355.49,351.40,335.81,320.00,322.78,325.57,321.78,,,,,,,,,,,384.90,387.68,377.39,381.85,386.61,398.11,408.07,417.86,424.61,423.46,441.19,434.74,307.56,367.29,389.10,325.84,,,,,,,,,,,,,,,,,,,,,,343.13,396.41,,
2010-02-05 22:05:29.575000,L5,,,,,,,,,,,,382.67,379.05,367.39,362.63,352.36,347.39,330.70,345.02,366.60,374.68,368.07,363.65,372.45,366.92,363.39,368.24,362.73,354.91,344.96,341.89,340.00,341.81,349.52,344.62,336.65,327.39,332.75,317.50,349.15,367.59,367.06,367.05,365.07,362.40,343.65,341.20,,,,,,,,,,,,,,,,425.90,406.53,412.97,427.76,439.86,452.50,451.40,453.06,449.38,439.07,,,,,,,,,,,,,,,,,,,,,,,,,,365.36,,,
2010-10-26 22:10:38.745000,L5,,,,,,,,,,362.62,359.25,359.23,352.00,344.08,337.15,326.34,322.61,308.27,332.91,356.89,360.88,358.36,351.65,362.04,359.11,355.82,358.99,346.85,341.69,338.99,331.60,330.72,326.90,336.95,332.14,324.28,312.67,312.28,313.25,339.29,357.46,358.24,361.76,358.01,346.34,333.86,316.47,,,,355.95,365.77,363.55,368.44,384.15,394.68,399.15,399.96,415.96,409.25,412.79,400.09,400.15,402.53,410.65,425.00,423.90,432.33,435.32,440.41,434.40,429.21,305.92,,,,,,,,351.02,,,,,,,,,,,,,,,,,350.98,412.41,,
2010-11-27 22:10:35.713000,L5,,,,,,,,,,,364.26,360.25,355.38,345.94,338.83,331.87,326.48,310.87,319.02,354.76,361.56,359.88,354.50,365.03,359.61,359.60,362.09,359.48,350.01,334.24,331.78,327.74,329.56,338.01,333.74,323.51,303.68,312.79,311.95,342.78,358.79,360.88,362.20,361.74,358.08,349.87,318.72,,,,371.28,373.72,366.05,368.28,385.28,398.09,401.19,401.29,404.10,399.15,409.01,399.37,400.59,401.38,409.70,424.67,440.34,445.12,438.21,440.35,438.51,431.23,302.93,,,,,,,,342.23,,,,,,,,,,,,,,,,,356.30,413.53,,
2010-12-22 22:04:29.137000,L5,,,,,,,,,,,372.29,372.35,367.25,356.27,352.50,341.02,334.53,322.73,336.58,362.87,368.31,366.19,358.75,368.43,366.64,365.03,364.03,359.66,354.77,346.02,342.30,342.87,342.17,352.59,345.58,336.91,326.53,323.27,317.74,344.25,360.93,360.41,364.32,365.23,353.68,343.05,329.47,,,,367.91,377.90,376.34,381.14,395.71,408.44,409.36,411.31,417.22,414.11,411.98,401.59,398.32,405.76,410.65,428.74,432.43,446.00,445.78,448.06,447.58,438.51,315.92,,,,,,,,348.56,,,,,,,,,,,,,,,,,362.24,416.25,,
2011-02-08 22:04:35.159000,L5,,,,,,,,,,,,388.15,384.45,370.92,360.15,354.32,345.90,330.55,341.87,360.35,363.49,360.01,354.48,364.91,362.38,359.26,360.02,363.70,361.31,351.31,348.65,350.39,348.39,356.05,353.50,345.83,325.96,316.39,307.20,331.88,347.07,351.52,352.47,349.41,353.29,352.37,339.65,,,,,,,,,,419.18,420.19,419.95,424.15,416.66,392.22,388.05,393.72,394.84,415.94,456.01,,,,,,327.22,324.35,,,,,,,,,,,,,,,,,,,,,,,,355.86,425.09,,
2013-05-11 22:22:42.945000,L8,,365.97,273.73,341.77,365.69,382.14,387.62,384.42,,364.19,362.75,356.96,354.18,345.52,334.00,327.76,323.10,282.30,319.13,336.97,336.46,330.11,326.79,334.17,334.12,329.68,329.21,329.34,322.03,315.08,313.87,319.31,314.98,321.83,317.72,313.30,294.88,297.46,272.48,310.89,317.25,321.54,327.43,326.42,328.68,318.03,304.61,,,,349.09,353.99,351.42,353.00,370.06,377.54,378.77,378.30,377.50,373.84,370.87,365.59,360.96,363.20,370.99,381.72,395.64,420.81,428.98,426.43,423.53,411.39,,,,,,,,,325.36,,,,,,,365.58,350.46,354.84,356.82,370.36,375.39,,,,,328.40,375.50,,
2013-06-05 22:16:38.960000,L8,,366.12,307.34,343.21,366.30,381.97,386.49,382.39,,,364.47,358.67,357.66,348.51,337.44,329.29,322.63,298.42,322.43,339.31,337.50,334.83,327.96,335.16,333.42,330.59,332.06,337.63,331.11,321.86,316.97,318.79,313.78,319.80,318.31,311.87,306.38,300.51,281.09,319.20,317.70,323.10,328.39,327.52,328.04,319.83,309.47,,,,349.60,358.43,351.38,355.67,370.05,376.06,378.79,379.96,379.99,375.82,372.84,366.70,363.47,364.20,372.87,383.49,395.43,414.95,424.48,418.49,420.69,415.43,,,,,,,,280.32,332.78,,,,,,,,,,,,373.91,,,,,330.54,381.19,,
2013-06-28 22:22:44.910000,L8,,,,,,,,,,,,,,,,,,,,,308.99,307.71,302.34,312.06,311.48,307.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.27,,,
2013-07-07 22:16:35.929000,L8,,366.18,266.59,343.23,362.47,380.07,385.54,379.87,,360.41,360.80,356.66,352.54,346.30,338.32,328.10,322.06,291.69,319.76,337.84,335.78,333.59,327.24,334.25,334.80,332.81,333.53,330.37,327.76,317.60,319.41,319.86,317.27,324.68,316.80,318.11,301.20,299.74,277.60,313.90,318.89,325.66,328.72,326.72,328.74,319.08,310.08,,,,353.92,353.52,348.57,347.58,367.50,374.55,378.63,380.14,378.98,376.90,372.71,366.98,359.93,363.29,372.06,381.97,394.30,414.43,421.90,412.79,411.91,405.01,,,,,,,,,337.17,,,,,,,372.07,350.58,354.83,355.63,372.38,376.25,,,,,328.80,381.28,,
2013-07-23 22:16:34.633000,L8,,362.95,350.11,344.07,361.21,376.97,382.18,377.49,,358.03,358.01,352.18,348.52,340.93,328.55,321.60,317.34,288.11,315.52,330.87,329.23,325.04,322.18,330.56,329.04,326.76,329.25,327.33,320.16,313.84,313.58,316.80,311.77,320.27,315.71,310.51,288.51,297.61,269.64,311.22,316.06,321.86,327.77,326.30,322.05,315.36,301.66,,,,344.64,351.04,342.21,342.60,362.65,372.31,374.74,376.57,374.16,372.40,370.42,365.41,355.47,361.40,371.07,378.50,392.43,409.92,416.70,412.83,410.44,403.14,,,,,,,,,325.03,,,,,,,365.96,350.32,352.50,354.88,375.74,374.32,,,,,323.05,376.52,,
2013-09-25 22:16:28.938000,L8,,364.17,324.66,339.24,358.40,375.39,381.02,374.35,350.47,349.51,347.42,343.46,340.18,333.18,319.22,314.51,312.76,288.03,306.16,328.07,327.30,323.69,317.44,327.51,325.56,323.75,325.88,325.55,317.98,311.64,309.45,312.52,307.61,316.11,313.04,307.32,287.06,284.40,268.40,308.22,316.75,319.93,322.63,327.81,321.43,311.60,297.62,,,,340.83,349.79,342.74,343.91,361.95,370.98,373.91,374.07,372.05,373.27,373.36,363.30,355.48,361.32,366.17,372.31,387.57,400.16,411.14,403.12,397.44,391.27,,,,,,,,,316.22,,,,,,,357.05,348.06,351.10,354.02,363.59,372.92,363.85,,,,319.23,381.00,,
2013-10-02 22:22:40.460000,L8,,369.33,326.83,341.38,361.33,378.47,383.19,378.27,353.89,351.68,350.63,347.92,343.57,335.64,323.25,319.50,315.67,289.00,312.51,331.28,331.68,327.69,322.42,330.77,328.82,328.66,328.58,328.90,322.29,315.08,313.94,316.61,311.83,319.33,316.72,313.40,293.50,285.49,277.75,311.64,322.69,325.49,327.97,327.97,323.42,316.67,304.23,,,,345.72,352.09,347.95,348.50,368.12,375.14,377.42,378.97,378.16,379.93,375.22,365.94,363.02,365.58,370.89,378.10,390.30,400.07,408.27,399.19,393.34,390.16,,,,,,,,,319.34,,,,,,,360.14,352.39,354.79,356.09,369.54,375.70,,,,,323.10,383.47,,
